"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"2988","Solidago virg-aurea","186","yamazaki_2003.csv","Asterales","Asteraceae","Solidago","Solidago virgaurea",,"REPEATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2989","Solidago virgaurea","12","Benadi_2014_1.csv","Asterales","Asteraceae","Solidago","Solidago virgaurea",,"REPEATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2990","Solidago virgaurea asiatica","113","kato_1993.csv","Asterales","Asteraceae","Solidago","Solidago virgaurea","asiatica","REPEATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2991","Sonchus arvensis","125","montero_2005.csv","Asterales","Asteraceae","Sonchus","Sonchus arvensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2992","Sonchus cf. ortunoi","131","olesen_unpublished_gomera.csv","Asterales","Asteraceae","Sonchus","Sonchus ortunoi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2993","Sonchus oleraceus","119","mcmullen_1993.csv","Asterales","Asteraceae","Sonchus","Sonchus oleraceus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2994","Sonchus palustris","125","montero_2005.csv","Asterales","Asteraceae","Sonchus","Sonchus palustris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2995","Sonchus tenerrimus","131","olesen_unpublished_gomera.csv","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus",,"REPEATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2996","Sonchus tenerrinus","5","bartomeus_2008_bat1ca.csv","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus",,"REPEATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2997","Sophora flavescens","186","yamazaki_2003.csv","Fabales","Fabaceae","Sophora","Sophora flavescens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2998","Sorbus commixta","113","kato_1993.csv","Rosales","Rosaceae","Sorbus","Sorbus commixta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.1",,,"0.3","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galloni & cristofolini 2003","plant systematics and evolution","https://doi.org/10.1007/s00606-002-0270-5",,,,
"2999","Sorbus sp1 M_PL_048","25","dupont_2009_denmark.csv","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3000","Soulamea terminaloides","63","kaiser_bunbury_2014_1.csv","Sapindales","Simaroubaceae","Soulamea","Soulamea terminalioides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3001","Spartium_junceum","20","chacoff_2011.csv","Fabales","Fabaceae","Spartium","Spartium junceum","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","NA","NA","no",,"yellow","papilionaceous","bowl","zygomorphic","25","NA","NA","25","NA","NA","NA","shrub","perennial","NA","3","1.5","galloni & cristofolini 2003","journal: plant systematics and evolution","https://doi.org/10.1007/s00606-002-0270-5",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3002","Spartocytisus supranubius","24","dupont_2003.csv","Fabales","Fabaceae","Cytisus","Cytisus supranubius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3003","Specularia perfoliata","148","robertson_1929.csv","Asterales","Campanulaceae","Triodanis","Triodanis perfoliata","NA","bisexual","cleistogamous & chasmogamous","medium","self_compatible","NA","flower","NA","NA","NA",,"purple","bowl","bowl","actinomorphic","10.5","8","13","5.25","NA","NA","NA","herb","annual","0.1","1","0.55000000000000004","NA; NA; goodwillie & dvorak 2017","online: http://swbiodiversity.org; journal: plant biology","NA","https://doi.org/10.1111/plb.12677",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3004","Spenceria ramalana","29","fang_huang_2008.csv","Rosales","Rosaceae","Spenceria","Spenceria ramalana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3005","Spermacoce assurgens","35","ingversen_2006_syndicate_dominica.csv","Gentianales","Rubiaceae","Spermacoce","Spermacoce assurgens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3006","Spermacoce_eryngioides","160","souza_2018_pantanal.csv","Gentianales","Rubiaceae","Borreria","Borreria eryngioides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3007","Spermacoce_glabra","160","souza_2018_pantanal.csv","Gentianales","Rubiaceae","Spermacoce","Spermacoce glabra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","3","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","online: floraargentina","NA",,,,
"3008","Spermacoce_sp.2","158","souza_2018_cerrado.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3009","Sphagneticola_sp","160","souza_2018_pantanal.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3010","Spharealcea_miniata","20","chacoff_2011.csv","Malvales","Malvaceae","Sphaeralcea","Sphaeralcea miniata","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"red","disk","disk","actinomorphic","20","NA","NA","5","NA","NA","NA","herb","perennial","1","1.5","1.25","NA","online: floraargentina","NA",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3011","Spilanthes urens","134","percival_1974.csv","Asterales","Asteraceae","Spilanthes","Spilanthes urens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3012","Spiraea alba","155","small_1976.csv","Rosales","Rosaceae","Spiraea","Spiraea alba","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","bowl","bowl","actinomorphic","5.5","3","8","NA","NA","NA","NA","shrub","perennial","0.6","1.8","1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3013","Spiraea blumei","111","kakutani_1990.csv","Rosales","Rosaceae","Spiraea","Spiraea blumei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3014","Spiraea cantoniensis","111","kakutani_1990.csv","Rosales","Rosaceae","Spiraea","Spiraea cantoniensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3015","Spiraea japonica","186","yamazaki_2003.csv","Rosales","Rosaceae","Spiraea","Spiraea japonica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3016","Spiraea myrtilloides","31","fang_huang_2010.csv","Rosales","Rosaceae","Spiraea","Spiraea myrtilloides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3017","Spiraea thunbergii","111","kakutani_1990.csv","Rosales","Rosaceae","Spiraea","Spiraea thunbergii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3018","Spiraea tossensis","111","kakutani_1990.csv","Rosales","Rosaceae","Spiraea","Spiraea nipponica","tosaensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3019","Spiranthes gracilis","148","robertson_1929.csv","Asparagales","Orchidaceae","Spiranthes","Spiranthes lacera","gracilis","bisexual","hermaphrodite","NA","self_incompatible","NA","flower","yes","rhizomes","NA",,"white","tube","tube","zygomorphic","6","NA","NA","6.6","5.5","7.8","6","herb","perennial","0.15","0.75","0.45","Pace and Cameron 2017; eFloras.org","Systematic Botany; eFloras.org","https://doi.org/10.1600/036364417x696537",,"http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242102301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3020","Spiranthes sinensis","111","kakutani_1990.csv","Asparagales","Orchidaceae","Spiranthes","Spiranthes sinensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3021","Spuriopimpinella nikoensis","112","kato_1990.csv","Apiales","Apiaceae","Spuriopimpinella","Spuriopimpinella nikoensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3022","Stachtarpheta cayanensis","119","mcmullen_1993.csv","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta cayennensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3023","Stachys albi","1","arroyo_1982_1.csv","NA","NA","Stachys","Stachys albiflora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3024","Stachys cretica","135","petanidou_1991.csv","Lamiales","Lamiaceae","Stachys","Stachys cretica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3025","Stachys kouyangensis","30","fang_huang_2009.csv","Lamiales","Lamiaceae","Stachys","Stachys kouyangensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3026","Stachys palustris","125","montero_2005.csv","Lamiales","Lamiaceae","Stachys","Stachys palustris","NA","bisexual","protandrous","yes","self_compatible","NA","flower","yes","rhizomes and stolons","NA",,"pink","tube","tube","zygomorphic","10","NA","NA","13.5","12","15","7","herb","perennial","NA","0.8","NA","Taylor and Rowland, 2011","Journal of Ecology","https://doi.org/10.1111/j.1365-2745.2011.01849.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3027","Stachys sylvatica","18","bundgaard_2003.csv","Lamiales","Lamiaceae","Stachys","Stachys sylvatica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3028","Stachytapheta jamaicencis","118","mauritius_valerie_unpublished_data.csv","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta jamaicensis",,"bisexual","hermaphrodite","high","self_compatible","NA","flower","NA","NA","NA","no","purple","tube","tube","actinomorphic","8","NA","NA","9","7","11","9","herb","perennial","NA","2","1","NA; shivanna 2014","online: https://keyserver.lucidcentral.org; journal: proceedings of the national academy of sciences, india section b: biological sciences. 84.","NA","10.1007/s40011-014-0307-x.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3029","Stachytapheta jamaicensis","128","olesen_2002.csv","NA","NA","Stachytarpheta","NA","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","NA","NA",,,"purple","tube","tube","actinomorphic","8","NA","NA","9","7","11","9","herb","perennial","NA","2","1","NA; shivanna 2014","online: https://keyserver.lucidcentral.org; journal: proceedings of the national academy of sciences, india section b: biological sciences. 84.","NA","10.1007/s40011-014-0307-x.",,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3030","Stachytarpheta jamaicensis","134","percival_1974.csv","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta jamaicensis","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","NA","NA","NA","no","purple","tube","tube","actinomorphic","8","NA","NA","9","7","11","9","herb","perennial","NA","2","1","NA; shivanna 2014","online: https://keyserver.lucidcentral.org; journal: proceedings of the national academy of sciences, india section b: biological sciences. 84.","NA","10.1007/s40011-014-0307-x.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3031","Stachytarpheta_elatior","159","souza_2018_chaco.csv","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta indica","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","NA","NA","NA",,"purple","tube","tube","actinomorphic","8","NA","NA","9","7","11","9","herb","perennial","NA","2","1","NA; shivanna 2014","online: https://keyserver.lucidcentral.org; journal: proceedings of the national academy of sciences, india section b: biological sciences. 84.","NA","10.1007/s40011-014-0307-x.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3032","Stachyurus praecox","37","Inoue_1990.csv","Crossosomatales","Stachyuraceae","Stachyurus","Stachyurus praecox","NA","bisexual","gynodioecious","none","self_incompatible","NA","flower","NA","NA","NA",,"white","bowl","bowl","actinomorphic","7.5","7","8","NA","NA","NA","NA","shrub","perennial","1.2","3","2.1","idzojtic 2018; NA; tetsuto 2007","book: dendrology: cones, flowers, fruits and seeds; online: https://landscapeplants.oregonstate.edu; bulletin of ffpri","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3033","Stackhousia pulvinaris","38","inouye_1988.csv","Celastrales","Celastraceae","Stackhousia","Stackhousia pulvinaris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3034","Staelia_thymoides","159","souza_2018_chaco.csv","Gentianales","Rubiaceae","Staelia","Staelia thymoides","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"NA","tube","tube","actinomorphic","2","NA","NA","4.25","3.5","5","4.25","herb","perennial","0.1","0.3","0.2","salas & cabral 2011","journal: plant ecology and evolution","10.5091/plecevo.2011.620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3035","Stanleya pinnatifida","21","clements_1923.csv","Brassicales","Brassicaceae","Stanleya","Stanleya pinnata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","corymb","terminal","500","150",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","6",,,"no","0","6","6","no","0","3","5","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","christenhusz 2012","curti's botanical magazine","https://doi.org/10.1111/j.1467-8748.2012.01793.x",,,,
"3036","Staphylea bumalda","37","Inoue_1990.csv","Crossosomatales","Staphyleaceae","Staphylea","Staphylea bumalda","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","NA","NA","no",,"white","tube","tube","actinomorphic","3","NA","NA","7","NA","NA","7","shrub","perennial","2","5","3.5","maeno & hiura 2000; NA","journal: canadian journal of botany; online: efloras.org","10.1139/b00-053","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3037","Staphylea trifolia","148","robertson_1929.csv","Ericales","Ericaceae","Staphylea","Staphylea trifolia","NA","bisexual","protogynous","no","partially_self_compatible","NA","flower","yes","suckers","NA",,"white","campanulate","campanulate","actinomorphic","6.5","4","9","7","6","8","NA","shrub","perennial","2","5","3.5","Garwood and Horvitz 1985; eFloras","American Journal of Botany; eFloras","https://doi.org/10.1002/j.1537-2197.1985.tb05369.x","http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242417327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3038","Stauntonia hexaPhylla","115","kato_2000.csv","Ranunculales","Lardizabalaceae","Stauntonia","Stauntonia hexaphylla","NA","separated","monoecious","none","NA","NA","flower","NA","NA","NA",,"white","campanulate","campanulate","actinomorphic","15","NA","NA","15","NA","NA","NA","vine","perennial","NA","7","3.5","christenhusz 2012","journal: curti's botanical magazine","https://doi.org/10.1111/j.1467-8748.2012.01793.x",,,,,"NA","NA",,,,,,,,,,,,,,"2.75","2.5","3","5","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
