"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"1789","Leuceria salina","3","arroyo_1982_3.csv","Asterales","Asteraceae","Leucheria","Leucheria salina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1790","Leucocoryne ixioides","1","arroyo_1982_1.csv","Asparagales","Amaryllidaceae","Leucocoryne","Leucocoryne ixioides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1791","Leucocoryne pauciflora","1","arroyo_1982_1.csv","Asparagales","Amaryllidaceae","Leucocoryne","Leucocoryne pauciflora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1792","Leucogenes grandiceps","139","primack_1983_craigieburn.csv","Asterales","Asteraceae","Leucogenes","Leucogenes grandiceps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1793","Leucopogon montanus","38","inouye_1988.csv","Ericales","Ericaceae","Acrothamnus","Acrothamnus montanus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1794","Leucosceptrum stellipilum","37","Inoue_1990.csv","Lamiales","Lamiaceae","Comanthosphace","Comanthosphace stellipila","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","tube","tube","actinomorphic","4","NA","NA","8.5","8","9","8.5","herb","perennial","1.5","7","4.25","moore, 1877","book: flora of china 17: 256-257. 1994.","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1795","Leycesteria formosa","180","VanNoortAitP.csv","Dipsacales","Caprifoliaceae","Leycesteria","Leycesteria formosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","60","44.5","3","30","16.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1796","Liatris ligulistylis","150","robson_2014.csv","Asterales","Asteraceae","Liatris","Liatris ligulistylis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1797","Liatris pycnostachya","148","robertson_1929.csv","Asterales","Asteraceae","Liatris","Liatris pycnostachya","NA","bisexual","hermaphrodite","NA","self_incompatible","self-incompatible","disc_floret","NA","NA","NA",,"rose-purple","tube","tube","actinomorphic","3.1","2.4","3.8","8.8000000000000007","8.6","9","8.8000000000000007","herb","perennial","0.6","1.5","1.05","Schaal, 1978; Ault 2003; USDA; Go Botany; idtools.org","Evolution; Acta Horticulturae","https://doi.org/10.2307/2407611","https://doi.org/10.17660/actahortic.2003.624.4","https://plants.usda.gov/core/profile?symbol=lipy","https://idtools.org/id/cutflowers/key/Cut_Flower_Exports_of_Africa/Media/Html/Fact_sheets/Liatris.htm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1798","Liatris scariosa","148","robertson_1929.csv","Asterales","Asteraceae","Liatris","Liatris scariosa","NA","bisexual","hermaphrodite","NA","NA","NA","disc_floret","no","NA","no",,"pink","tube","tube","actinomorphic","8","NA","NA","11","NA","NA","11","herb","perennial","0.4","1.1000000000000001","0.75","NA; gravuer, wettberg & schmitt 2003; NA; farnsworth & ogurcak","online: https://www.gbif.org; journal: american journal of botany; online: https://www.friendsofthewildflowergarden.org; journal: american journal of botany","NA","10.3732/ajb.90.8.1159","NA","10.3732/ajb.0800013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1799","Liatris scariosa","148","robertson_1929.csv","Asterales","Asteraceae","Liatris","Liatris scariosa","NA","NA","NA","NA","NA","NA","ray_floret","no","NA","no",,"NA","NA","NA","NA","absent","NA","NA","absent","NA","NA","NA","herb","perennial","0.4","1.1000000000000001","0.75","NA; gravuer, wettberg & schmitt 2003; NA; farnsworth & ogurcak","online: https://www.gbif.org; journal: american journal of botany; online: https://www.friendsofthewildflowergarden.org; journal: american journal of botany","NA","10.3732/ajb.90.8.1159","NA","10.3732/ajb.0800013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1800","Liatris scariosa","148","robertson_1929.csv","Asterales","Asteraceae","Liatris","Liatris scariosa","NA","bisexual","hermaphrodite","NA","NA","NA","capitulum","no","NA","no",,"pink","disk","disk","actinomorphic","32","NA","NA","11","NA","NA","11","herb","perennial","0.4","1.1000000000000001","0.75","NA; gravuer, wettberg & schmitt 2003; NA; farnsworth & ogurcak","online: https://www.gbif.org; journal: american journal of botany; online: https://www.friendsofthewildflowergarden.org; journal: american journal of botany","NA","10.3732/ajb.90.8.1159","NA","10.3732/ajb.0800013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1801","Libanotis coreana","113","kato_1993.csv","Apiales","Apiaceae","Libanotis","Libanotis coreana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1802","Ligularia cymbulifera","29","fang_huang_2008.csv","Asterales","Asteraceae","Ligularia","Ligularia cymbulifera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1803","Ligularia dentata","113","kato_1993.csv","Asterales","Asteraceae","Ligularia","Ligularia dentata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1804","Ligularia dictyoneura","29","fang_huang_2008.csv","Asterales","Asteraceae","Ligularia","Ligularia dictyoneura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1805","Ligularia fischerii","37","Inoue_1990.csv","Asterales","Asteraceae","Ligularia","Ligularia fischeri","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","floret","NA","NA","NA",,"yellow","tube","tube","actinomorphic","6","NA","NA","12.5","8","17","7","herb","perennial","0.8","2","1.4","NA","online: efloras.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1806","Ligularia fischerii","37","Inoue_1990.csv","Asterales","Asteraceae","Ligularia","Ligularia fischeri","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","capitulum","NA","NA","NA",,"yellow","tube","tube","actinomorphic","40","NA","NA","15","NA","NA","NA","herb","perennial","0.8","2","1.4","NA","online: efloras.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1807","Ligularia japonica","186","yamazaki_2003.csv","Asterales","Asteraceae","Ligularia","Ligularia japonica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1808","Ligularia lankongensis","29","fang_huang_2008.csv","Asterales","Asteraceae","Ligularia","Ligularia lankongensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","panicle","terminal","100","75",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"4",,,"NA","NA","2",,,"yes","4","1","1","yes","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","drupe","purple","10","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: wiki.bugwood.org","NA",,,,
"1809","Ligularia tsangchanensis","31","fang_huang_2010.csv","Asterales","Asteraceae","Ligularia","Ligularia tsangchanensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","panicle","terminal","100","75",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"4",,,"NA","NA","2",,,"yes","4","1","1","yes","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","drupe","purple","10","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: wiki.bugwood.org","NA",,,,
"1810","Ligusticum mutellina","15","Benadi_2014_4.csv","Apiales","Apiaceae","Ligusticum","Ligusticum mutellina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1811","Ligustrum japonicum","111","kakutani_1990.csv","Lamiales","Oleaceae","Ligustrum","Ligustrum japonicum",,"bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","tube","tube","actinomorphic","4","NA","NA","6","5","7","6","shrub","perennial","NA","6","3","NA","online: wiki.bugwood.org","NA",,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1812","Ligustrum joponicum","115","kato_2000.csv","Lamiales","Oleaceae","Ligustrum","Ligustrum japonicum","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","tube","tube","actinomorphic","4","NA","NA","6","5","7","6","shrub","perennial","NA","6","3","NA","online: wiki.bugwood.org","NA",,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1813","Ligustrum obtusifolium","37","Inoue_1990.csv","Lamiales","Oleaceae","Ligustrum","Ligustrum obtusifolium","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","tube","tube","actinomorphic","5","NA","NA","9","NA","NA","9","shrub","perennial","NA","3","1.5","NA; NA","online: https://www.discoverlife.org; online: https://gobotany.newenglandwild.org","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1814","Lilium duchartrei","29","fang_huang_2008.csv","Liliales","Liliaceae","Lilium","Lilium duchartrei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1815","Lilium formasanum","142","Probert_Kar.csv","Liliales","Liliaceae","Lilium","Lilium formosanum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1816","Lilium leichtlinii","186","yamazaki_2003.csv","Liliales","Liliaceae","Liliaceae","Lilium leichtlinii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1817","Lilium superbum","148","robertson_1929.csv","Liliales","Liliaceae","Lilium","Lilium superbum","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","NA","NA","no",,"yelowish orange","bowl","bowl","actinomorphic","68","36","100","50","NA","NA","NA","herb","perennial","NA","1.8","0.9","NA; NA; hill 2007; doust & cavers 1980","online: http://swbiodiversity.org; online: https://www.plantes-botanique.org; conservation assesment for the turks-cap lily; journal: canadian journal of botany","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1818","Limophila sessiliflora","114","kato_1996.csv","Lamiales","Plantaginaceae","Limnophila","Limnophila sessiliflora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1819","Linaria vulgaris","21","clements_1923.csv","Lamiales","Plantaginaceae","Linaria","Linaria vulgaris","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","yes","rhizomes","no",,"yellow","tube","tube","zygomorphic","24","NA","NA","27.5","25","30","NA","herb","perennial","0.2","0.7","0.45","NA; arnold 1982","online: http://www.luontoportti.com; online: http://www.commanster.eu (picture); journal: american midland naturalist","NA","https://doi.org/10.2307/2425386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1820","Lindera obtusiloba","37","Inoue_1990.csv","Laurales","Lauraceae","Lindera","Lindera obtusiloba","NA","separated","dioecious","none","dioecious","NA","flower","no","NA","NA",,"yellowish white","bowl","bowl","actinomorphic","6.5","4","9","2","NA","NA","NA","tree","perennial","3","10","6.5","NA; dupont 2002","online: efloras.org; population ecology","NA","https://doi.org/10.1007/s101440200033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1821","Lindera sericea","186","yamazaki_2003.csv","Laurales","Lauraceae","Lindera","Lindera sericea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1822","Lindera umbellata","37","Inoue_1990.csv","Laurales","Lauraceae","Lindera","Lindera umbellata","NA","separated","dioecious","none","dioecious","NA","flower","no","NA","no",,"green","disk","disk","actinomorphic","6","NA","NA","3","NA","NA","NA","shrub","perennial","NA","3","1.5","NA; dupont 2002; NA","book: the european garden flora II; online: http://www.takao599museum.jp","NA","https://doi.org/10.1007/s101440200033","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1823","Lindernia procumbens","114","kato_1996.csv","Lamiales","Linderniaceae","Lindernia","Lindernia procumbens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1824","Linnaea borealis","4","barret_1987.csv","Dipsacales","Caprifoliaceae","Linnaea","Linnaea borealis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1825","Linum catharticum","122","memmott_1999.csv","Malpighiales","Linaceae","Linum","Linum catharticum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1826","linum lewisii","19","Caradonna 2014_2015.csv","Malpighiales","Linaceae","Linum","Linum lewisii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1827","Linum sp.","7","bartomeus_2008_med1ca.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1828","Linum strictum","135","petanidou_1991.csv","Malpighiales","Linaceae","Linum","Linum strictum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1829","Liparis liliifolia","148","robertson_1929.csv","Asparagales","Orchidaceae","Liparis","Liparis liliifolia","NA","bisexual","hermaphrodite","high","self_incompatible","NA","flower","NA","NA","no",,"lilac","exposed","exposed","zygomorphic","8","6","10","10","8","12","NA","herb","perennial","0.09","0.25","0.17","NA; NA; catling 1980","online: www.efloras.org; online: https://www.mass.gov; journal: bulletin of the torrey botanical club","NA","NA","10.2307/2484083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1830","Lippia lanceolata","148","robertson_1929.csv","Lamiales","Verbenaceae","Phyla","Phyla lanceolata","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","yes","rhizomes","NA",,"pink","tube","tube","zygomorphic","6","NA","NA","1","NA","NA","NA","herb","perennial","NA","0.6","0.3","NA; NA; NA; NA","online: http://swbiodiversity.org; online: https://www.minnesotawildflowers.info; online: http://swbiodiversity.org; online: https://www.smmflowers.org/","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1831","Lippia nodiflora","134","percival_1974.csv","Lamiales","Verbenaceae","Phyla","Phyla nodiflora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA; morales & galetto","online: flora bonaerense","NA","https://doi.org/10.1055/s-2003-44794",,,
"1832","Lippia pohliana","152","santos_2010.csv","Lamiales","Verbenaceae","Lippia","Lippia pohliana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1833","Lippia rosmarinifolia","136","philipp_2006_galapagos.csv","Lamiales","Verbenaceae","Lippia","Lippia rosmarinifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834","Lippia_alba","159","souza_2018_chaco.csv","Lamiales","Verbenaceae","Lippia","Lippia alba","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","NA","NA","NA",,"pink and yellow","tube","tube","zygomorphic","5","NA","NA","5","NA","NA","5","shrub","perennial","NA","2","1","alves venancio et al., 2016; NA","journal: environmental entomology volume 45 issue 3; online: https://www.plantsforuse.com","https://doi.org/10.1093/ee/nvw041","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835","Lippia_turbinata","20","chacoff_2011.csv","Lamiales","Verbenaceae","Lippia","Lippia turbinata","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"cream white","tube","tube","actinomorphic","2","NA","NA","2.75","2.5","3","NA","shrub","perennial","1","2","1.5","NA; morales & galetto","online: flora bonaerense","NA","https://doi.org/10.1055/s-2003-44794",,,,"NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.25","2.5","4","umbel","NA","11","5.5",,,"NA","NA","NA","NA","NA",,,"NA","NA","16216",,"NA",,,"NA","NA","12",,,"yes","NA","12","12","yes","NA","4","6","5","NA","NA","NA","NA","NA","NA","NA","NA","yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","drupe","NA","5","5","21","20","22","21","20","22","1","NA","NA","NA","NA","NA","wang & chen 2001; bhuinya, singh & mukherjee 2010; NA; ebar & langlotz 2005","taiwania; journal of tropical medicinal plants; online: https://uses.plantnet-project.org; botanische jahrbucher","10.6165/tai.2001.46(2).167.","NA","NA","https://doi.org/10.1127/0006-8152/2005/0126-0071",
