"","X.1","genus_old","Plant_species","Id","Pollinator_species","Interaction","X","db","order","family","genus","guild","Z_scores"
"2936",31175,"Homoneura","Aphloia theiformis","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Homoneura sp",1,423,"itis","Diptera","Lauxaniidae","Homoneura","Non-syrphids-diptera",-0.412456149529894
"2937",31202,"Homoneura","Excoecaria benthamiana","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Homoneura striata",3,423,"itis","Diptera","Lauxaniidae","Homoneura","Non-syrphids-diptera",-0.30659899250279
"2938",31208,"Homoneura","Nephrosperma vanhoutteanum","11_1_kaiser-bunbury_2017_seychelles_bernica.csv","Homoneura crassicaput",1,423,"itis","Diptera","Lauxaniidae","Homoneura","Non-syrphids-diptera",-0.393308120571257
"2939",31217,"Homoneura","Excoecaria benthamiana","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Homoneura pulchrifrons",5,423,"itis","Diptera","Lauxaniidae","Homoneura","Non-syrphids-diptera",-0.244457488159678
"2940",31347,"Homoneura","Dodonaea viscosa","14_1_kaiser-bunbury_2010_mauritius_control.csv","Homoneura sp",1,423,"itis","Diptera","Lauxaniidae","Homoneura","Non-syrphids-diptera",-0.394281555801047
"2941",31353,"Homoneura","Geniostoma borbonicum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Homoneura quadrivittata",2,423,"itis","Diptera","Lauxaniidae","Homoneura","Non-syrphids-diptera",-0.321363096511603
"2942",31364,"Homoneura","Antidesma madagascariense","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Homoneura sp",1,423,"itis","Diptera","Lauxaniidae","Homoneura","Non-syrphids-diptera",-0.412456149529894
"2943",31381,"Hoplitis","Echium plantagineum","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Hoplitis adunca",1,79,"itis","Hymenoptera","Megachilidae","Hoplitis","Bee",-0.425966381746137
"2944",31389,"Hoplitis","Thymus mastichina","12_3_bartomeus_spain_2008_Bonares_unp.csv","Hoplitis papaveris",3,79,"itis","Hymenoptera","Megachilidae","Hoplitis","Bee",-0.373919389908667
"2945",31390,"Hoplitis","Cistus crispus","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Hoplitis adunca",2,79,"itis","Hymenoptera","Megachilidae","Hoplitis","Bee",-0.350549383010755
"2946",31399,"Hoplitis","Lavandula pedunculata","12_9_bartomeus_spain_2008_LaRocina_unp.csv","Hoplitis tridentata",2,79,"itis","Hymenoptera","Megachilidae","Hoplitis","Bee",-0.379344692753108
"2947",31409,"Hoplitis","Galactites tomentosa","1_4_bartomeus_spain_2008_medca_2_3.csv","Hoplitis adunca",1,79,"itis","Hymenoptera","Megachilidae","Hoplitis","Bee",-0.767190764560439
"2948",31437,"Hyadina","Stillingia lineata","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Hyadina sp",1,424,"itis","Diptera","Ephydridae","Hyadina","Non-syrphids-diptera",-0.412456149529894
"2949",31460,"Hyadina","Antidesma madagascariense","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Hyadina sp",1,424,"itis","Diptera","Ephydridae","Hyadina","Non-syrphids-diptera",-0.412456149529894
"2950",31497,"Hybomitra","Gaylussacia baccata","9_1_small_1976_canada.csv","Hybomitra typhus",1,1461,"itis","Diptera","Tabanidae","Hybomitra","Non-syrphids-diptera",-0.57136547497509
"2951",31504,"Hybomitra","Kalmia angustifolia","9_1_small_1976_canada.csv","Hybomitra typhus",13,1461,"itis","Diptera","Tabanidae","Hybomitra","Non-syrphids-diptera",0.543425842946968
"2952",31511,"Hybomitra","Spiraea alba","9_1_small_1976_canada.csv","Hybomitra minuscula",12,1461,"itis","Diptera","Tabanidae","Hybomitra","Non-syrphids-diptera",0.450526566453464
"2953",31536,"Hybopygia","Cirsium arvense","17_3_arroyo_correa_new_zealand_2019_3.csv","Hybopygia varia",1,862,"itis","Lepidoptera","Pyralidae","Hypsopygia","Lepidoptera",-0.353126745730082
"2954",31538,"Hybopygia","Muehlenbeckia complexa","17_2_arroyo_correa_new_zealand_2019_2.csv","Hybopygia varia",2,862,"itis","Lepidoptera","Pyralidae","Hypsopygia","Lepidoptera",-0.18372870231617
"2955",31545,"Hybopygia","Achillea millefolium","17_3_arroyo_correa_new_zealand_2019_3.csv","Hybopygia varia",1,862,"itis","Lepidoptera","Pyralidae","Hypsopygia","Lepidoptera",-0.353126745730082
"2956",31552,"Hybopygia","Corokia cotoneaster","17_2_arroyo_correa_new_zealand_2019_2.csv","Hybopygia varia",1,862,"itis","Lepidoptera","Pyralidae","Hypsopygia","Lepidoptera",-0.342565128834666
"2957",31597,"Hydrillodes","Gaertnera psychotrioides/edentata","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Hydrillodes sp",7,425,"itis","Lepidoptera","Noctuidae","Hydrillodes","Lepidoptera",0.134102168579852
"2958",31645,"Hydrillodes","Coffea mauritiana","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Hydrillodes sp",1,425,"itis","Lepidoptera","Noctuidae","Hydrillodes","Lepidoptera",-0.412456149529894
"2959",31683,"Hydrotaea","Aster souliei","5_1_fang_2008_china.csv","Hydrotaea sp.",6,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.181124412379079
"2960",31685,"Hydrotaea","Trifolium repens","5_1_fang_2008_china.csv","Hydrotaea sp.",1,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.374362240872682
"2961",31686,"Hydrotaea","Pterocephalus hookeri","5_1_fang_2008_china.csv","Hydrotaea sp.",1,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.374362240872682
"2962",31689,"Hydrotaea","Origanum vulgare","5_1_fang_2008_china.csv","Hydrotaea sp.",3,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.297067109475241
"2963",31704,"Hydrotaea","Cyananthus delavayi","5_1_fang_2008_china.csv","Hydrotaea sp.",1,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.374362240872682
"2964",31709,"Hydrotaea","Potentilla fallens","5_1_fang_2008_china.csv","Hydrotaea sp.",3,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.297067109475241
"2965",31711,"Hydrotaea","Calluna vulgaris","3_2_dupont_2009_denmark_ib.csv","Hydrotaea similis",2,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.296194272796217
"2966",31724,"Hydrotaea","Aster diplostephioides","5_1_fang_2008_china.csv","Hydrotaea sp.",2,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.335714675173961
"2967",31735,"Hydrotaea","Potentilla lancinata","5_1_fang_2008_china.csv","Hydrotaea sp.",10,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.0265341495841962
"2968",31737,"Hydrotaea","Potentilla griffithii","5_1_fang_2008_china.csv","Hydrotaea sp.",13,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",0.0894085475119656
"2969",31742,"Hydrotaea","Epilobium tibetanum","5_1_fang_2008_china.csv","Hydrotaea sp.",3,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.297067109475241
"2970",31746,"Hydrotaea","Polygonum runcinatum","5_1_fang_2008_china.csv","Hydrotaea sp.",1,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.374362240872682
"2971",31750,"Hydrotaea","Adenophora capillaris","5_1_fang_2008_china.csv","Hydrotaea sp.",4,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.25841954377652
"2972",31766,"Hydrotaea","Calluna vulgaris","3_1_dupont_2009_denmark_hl.csv","Hydrotaea irritans",8,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.162562875066308
"2973",31787,"Hydrotaea","Polygonum macrophyllum","5_1_fang_2008_china.csv","Hydrotaea sp.",2,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.335714675173961
"2974",31790,"Hydrotaea","Daucus carota","5_1_fang_2008_china.csv","Hydrotaea sp.",5,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.219771978077799
"2975",31825,"Hydrotaea","Swertia forrestii","5_1_fang_2008_china.csv","Hydrotaea sp.",5,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.219771978077799
"2976",31832,"Hydrotaea","Aster oreophilus","5_1_fang_2008_china.csv","Hydrotaea sp.",9,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.0651817152829168
"2977",31835,"Hydrotaea","Homalanthus populifolius","14_1_kaiser-bunbury_2010_mauritius_control.csv","Hydrotaea fuliginosa",2,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.324234418139816
"2978",31845,"Hydrotaea","Pleurospermum davidii","5_1_fang_2008_china.csv","Hydrotaea sp.",10,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.0265341495841962
"2979",31848,"Hydrotaea","Anaphalis nepalensis","5_1_fang_2008_china.csv","Hydrotaea sp.",22,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",0.437236638800451
"2980",31852,"Hydrotaea","Ligularia lankongensis","5_1_fang_2008_china.csv","Hydrotaea sp.",4,80,"itis","Diptera","Muscidae","Hydrotaea","Non-syrphids-diptera",-0.25841954377652
"2981",31883,"Hylaeus","Ruta chalepensis","1_6_bartomeus_spain_2008_selop_1_2.csv","Hylaeus nigritus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.102365560983288
"2982",31885,"Hylaeus","Cistus monspeliensis","1_3_bartomeus_spain_2008_medca_1_2.csv","Hylaeus taeniolatus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.538076840988026
"2983",31895,"Hylaeus","Cirsium arvense","17_2_arroyo_correa_new_zealand_2019_2.csv","Hylaeus capitosus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.18372870231617
"2984",31919,"Hylaeus","Cirsium arvense","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus relegatus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.353126745730082
"2985",31927,"Hylaeus","Rosa rubiginosa","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus capitosus",5,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",0.0862286239573456
"2986",31930,"Hylaeus","Cassinia vauvilliersi","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.353126745730082
"2987",31932,"Hylaeus","Vicia sativa","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus relegatus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.419655775277275
"2988",31936,"Hylaeus","Daucus carota","1_5_bartomeus_spain_2008_miqop_1_2.csv","Hylaeus nigritus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.563895328209474
"2989",31952,"Hylaeus","Potentilla erecta","3_2_dupont_2009_denmark_ib.csv","Hylaeus brevicornis",3,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.282938664908732
"2990",32002,"Hylaeus","Eryngium campestre","1_5_bartomeus_spain_2008_miqop_1_2.csv","Hylaeus nigritus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.563895328209474
"2991",32004,"Hylaeus","Wahlenbergia albomarginata","17_2_arroyo_correa_new_zealand_2019_2.csv","Hylaeus asperithorax",7,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",0.610453430276308
"2992",32031,"Hylaeus","Muehlenbeckia complexa","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.353126745730082
"2993",32056,"Hylaeus","Sonchus tenerrinus","1_1_bartomeus_spain_2008_batca_1_2.csv","Hylaeus gredieri",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.198745203560767
"2994",32081,"Hylaeus","Crepis capillaris","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.353126745730082
"2995",32087,"Hylaeus","Genista anglica","3_3_dupont_2009_denmark_so.csv","Hylaeus confusus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.385334536500281
"2996",32098,"Hylaeus","Achillea millefolium","17_2_arroyo_correa_new_zealand_2019_2.csv","Hylaeus relegatus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.342565128834666
"2997",32102,"Hylaeus","Cistus monspeliensis","1_4_bartomeus_spain_2008_medca_2_3.csv","Hylaeus variegatus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.767190764560439
"2998",32122,"Hylaeus","Hypericum perforatum","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.353126745730082
"2999",32145,"Hylaeus","Muehlenbeckia complexa","17_2_arroyo_correa_new_zealand_2019_2.csv","Hylaeus asperithorax",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.342565128834666
"3000",32167,"Hylaeus","Daucus carota","1_5_bartomeus_spain_2008_miqop_1_2.csv","Hylaeus sp.",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.563895328209474
"3001",32169,"Hylaeus","Muehlenbeckia complexa","17_2_arroyo_correa_new_zealand_2019_2.csv","Hylaeus capitosus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.18372870231617
"3002",32205,"Hylaeus","Achillea millefolium","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus capitosus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.243287903308225
"3003",32208,"Hylaeus","Cassinia vauvilliersi","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus relegatus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.246425775017469
"3004",32220,"Hylaeus","Muehlenbeckia complexa","17_2_arroyo_correa_new_zealand_2019_2.csv","Hylaeus relegatus",6,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",0.451617003757812
"3005",32233,"Hylaeus","Wahlenbergia albomarginata","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus asperithorax",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.419655775277275
"3006",32243,"Hylaeus","Hebe brachysiphon","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus relegatus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.419655775277275
"3007",32244,"Hylaeus","Verbascum thapsus","17_2_arroyo_correa_new_zealand_2019_2.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.342565128834666
"3008",32256,"Hylaeus","Muehlenbeckia complexa","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.419655775277275
"3009",32265,"Hylaeus","Cirsium arvense","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.419655775277275
"3010",32271,"Hylaeus","Cirsium arvense","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.353126745730082
"3011",32278,"Hylaeus","Muehlenbeckia complexa","17_3_arroyo_correa_new_zealand_2019_3.csv","Hylaeus relegatus",3,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.133449060886368
"3012",32289,"Hylaeus","Corokia cotoneaster","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus capitosus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.419655775277275
"3013",32307,"Hylaeus","Microseris lanceolata","6_1_inouye_1988_australia.csv","Hylaeus semipersonatus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.408818932341075
"3014",32331,"Hylaeus","Opuntia stricta","1_2_bartomeus_spain_2008_fraop_1_2.csv","Hylaeus nigritus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.279061878676664
"3015",32332,"Hylaeus","Aster diplostephioides","5_1_fang_2008_china.csv","Hylaeus sp.",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.335714675173961
"3016",32339,"Hylaeus","Daucus carota","1_2_bartomeus_spain_2008_fraop_1_2.csv","Hylaeus variegatus",3,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.0298994870010712
"3017",32346,"Hylaeus","Sonchus tenerrinus","1_2_bartomeus_spain_2008_fraop_1_2.csv","Hylaeus nigritus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.528224270352258
"3018",32362,"Hylaeus","Sanicula odorata","16_1_burkle_usa_2013.csv","Hylaeus modestus",1,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.278293108989535
"3019",32369,"Hylaeus","Cirsium arvense","17_1_arroyo_correa_new_zealand_2019_1.csv","Hylaeus relegatus",2,15,"itis","Hymenoptera","Colletidae","Hylaeus","Bee",-0.246425775017469
"3020",32444,"Hylephila","Vernonia sp.","10_1_souza_2017_brazil_chaco.csv","Hylephila phyleus",15,1374,"itis","Lepidoptera","Hesperiidae","Hylephila","Lepidoptera",-0.119735871186117
"3021",32568,"Hymenoptera","Daucus carota","1_6_bartomeus_spain_2008_selop_1_2.csv","Hymenoptera sp.",1,NA,NA,"Hymenoptera",NA,NA,"Non-bee-Hymenoptera",-0.382758184546206
"3022",32806,"Hyperaspis","Stillingia lineata","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Hyperaspis hottentota",1,426,"itis","Coleoptera","Coccinellidae","Hyperaspis","Coleoptera",-0.412456149529894
"3023",32869,"Hypolimnas","Cinnamomum verum","11_3_kaiser-bunbury_2017_seychelles_copolia.csv","Hypolimnas misippus",1,NA,NA,"Lepidoptera","Nymphalidae","Hypolimnas","Lepidoptera",-0.49568519387746
"3024",32897,"Hypsipetes","Gastonia crassa","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Hypsipetes crassirostris",1,NA,NA,"Passeriformes",NA,NA,"Birds",-0.368740496845902
"3025",32915,"Hyrdotaea","Phoenicophorium borsigianum","11_3_kaiser-bunbury_2017_seychelles_copolia.csv","Hyrdotaea nigrisquama",1,NA,NA,"Diptera","Muscidae","Hyrdotaea","Non-syrphids-diptera",-0.49568519387746
"3026",32984,"Ichneumon","Solidago virgaurea","3_1_dupont_2009_denmark_hl.csv","Ichneumon sp.",3,82,"itis","Hymenoptera","Ichneumonidae","Ichneumon","Non-bee-Hymenoptera",-0.228252136305357
"3027",33188,"Ichneumon","Pleurospermum davidii","5_1_fang_2008_china.csv","Ichneumon sp.",1,82,"itis","Hymenoptera","Ichneumonidae","Ichneumon","Non-bee-Hymenoptera",-0.374362240872682
"3028",33197,"Ichneumonidae","Lavandula stoechas","1_1_bartomeus_spain_2008_batca_1_2.csv","Ichneumonidae sp.",1,16,"itis","Hymenoptera","Ichneumonidae",NA,"Non-bee-Hymenoptera",-0.487246305503816
"3029",33243,"Inachis","Chamaenerium angustifolium","18_1_bundgaard_2003_denmark.csv","Inachis io",1,1743,"itis","Lepidoptera","Nymphalidae","Aglais","Lepidoptera",-0.672668407422799
"3030",33342,"Inostemma","Soulamea terminalioides","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Inostemma sp.",1,NA,NA,"Hymenoptera","Platygastridae","Inostemma","Non-bee-Hymenoptera",-0.368740496845902
"3031",33351,"Ischiodon","Ochna mauritiana","14_1_kaiser-bunbury_2010_mauritius_control.csv","Ischiodon aegyptius",5,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.114093005156123
"3032",33364,"Ischiodon","Ochna mauritiana","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.412456149529894
"3033",33365,"Ischiodon","Pandanus barklyi","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",2,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.321363096511603
"3034",33378,"Ischiodon","Dracaena reflexa","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.412456149529894
"3035",33379,"Ischiodon","Psidium cattleianum","14_1_kaiser-bunbury_2010_mauritius_control.csv","Ischiodon aegyptius",2,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.324234418139816
"3036",33380,"Ischiodon","Sideroxylon cinereum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",3,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.230270043493312
"3037",33402,"Ischiodon","Stillingia lineata","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.412456149529894
"3038",33406,"Ischiodon","Dracaena reflexa","14_1_kaiser-bunbury_2010_mauritius_control.csv","Ischiodon aegyptius",6,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.0440458674948917
"3039",33416,"Ischiodon","Croton fothergillifolius","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",4,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.139176990475021
"3040",33419,"Ischiodon","Erythroxylum macrocarpum","14_1_kaiser-bunbury_2010_mauritius_control.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.394281555801047
"3041",33427,"Ischiodon","Warneckea trinervis","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",2,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.321363096511603
"3042",33432,"Ischiodon","Erythroxylum macrocarpum","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.412456149529894
"3043",33433,"Ischiodon","Molinaea alternifolia","14_1_kaiser-bunbury_2010_mauritius_control.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.394281555801047
"3044",33441,"Ischiodon","Bertiera zaluzania","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.412456149529894
"3045",33446,"Ischiodon","Aphloia theiformis","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.412456149529894
"3046",33447,"Ischiodon","Bertiera zaluzania","14_1_kaiser-bunbury_2010_mauritius_control.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.394281555801047
"3047",33465,"Ischiodon","Flagellaria indica","14_2_kaiser-bunbury_2010_mauritius_restored.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.412456149529894
"3048",33470,"Ischiodon","Stillingia lineata","14_1_kaiser-bunbury_2010_mauritius_control.csv","Ischiodon aegyptius",1,427,"itis","Diptera","Syrphidae","Ischiodon","Syrphids",-0.394281555801047
"3049",33472,"Itame","Solidago virgaurea","3_1_dupont_2009_denmark_hl.csv","Itame brunneata",2,NA,NA,"Lepidoptera","Geometridae","Macaria","Lepidoptera",-0.241389988553167
"3050",33493,"Lampides","Timonius flavescens","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv","Lampides boeticus",1,500,"itis","Lepidoptera","Lycaenidae","Lampides","Lepidoptera",-0.419512023680387
"3051",33505,"Lampides","Erythroxylum sechellarum","13_1_kaiser-bunbury_2011_seychelles_bernica.csv","Lampides boeticus",1,500,"itis","Lepidoptera","Lycaenidae","Lampides","Lepidoptera",-0.438418618038153
"3052",33514,"Lampides","Pittosporum senacia","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv","Lampides boeticus",1,500,"itis","Lepidoptera","Lycaenidae","Lampides","Lepidoptera",-0.419512023680387
"3053",33524,"Larocanthidium","Portulaca fluvialis","10_1_souza_2017_brazil_chaco.csv","Larocanthidium nigrilum",9,NA,NA,"Hymenoptera","Megachilidae","Larocanthidium","Bee",-0.15692623460344
"3054",33527,"Larocanthidium","Scoparia montevidensis","10_1_souza_2017_brazil_chaco.csv","Larocanthidium nigrilum",6,NA,NA,"Hymenoptera","Megachilidae","Larocanthidium","Bee",-0.175521416312101
"3055",33534,"Larocanthidium","Talinum triangulare","10_1_souza_2017_brazil_chaco.csv","Larocanthidium nigrilum",2,NA,NA,"Hymenoptera","Megachilidae","Larocanthidium","Bee",-0.20031499192365
"3056",33537,"Larocanthidium","Herissantia nemoralis","10_1_souza_2017_brazil_chaco.csv","Larocanthidium nigrilum",1,NA,NA,"Hymenoptera","Megachilidae","Larocanthidium","Bee",-0.206513385826537
"3057",33546,"Larocanthidium","Ziziphus oblongifolius","10_1_souza_2017_brazil_chaco.csv","Larocanthidium nigrilum",3,NA,NA,"Hymenoptera","Megachilidae","Larocanthidium","Bee",-0.194116598020763
"3058",33553,"Larocanthidium","Microtea scabrida","10_1_souza_2017_brazil_chaco.csv","Larocanthidium nigrilum",5,NA,NA,"Hymenoptera","Megachilidae","Larocanthidium","Bee",-0.181719810214988
"3059",33562,"Larocanthidium","Borreria eryngioides","10_1_souza_2017_brazil_chaco.csv","Larocanthidium nigrilum",2,NA,NA,"Hymenoptera","Megachilidae","Larocanthidium","Bee",-0.20031499192365
"3060",33584,"Lasioglossum","Pittosporum senacia","11_6_kaiser-bunbury_2017_seychelles_salazie.csv","Lasioglossum mahense",7,17,"itis","Hymenoptera","Halictidae","Lasioglossum","Bee",-0.177762693206176
"3061",33587,"Lasioglossum","Paragenipa lancifolia","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Lasioglossum mahense",11,17,"itis","Hymenoptera","Halictidae","Lasioglossum","Bee",-0.0580329751303439
"3062",33594,"Lasioglossum","Pterocephalus hookeri","5_1_fang_2008_china.csv","Lasioglossum kryopetrosum",1,17,"itis","Hymenoptera","Halictidae","Lasioglossum","Bee",-0.374362240872682
"3063",33597,"Lasioglossum","Nephrosperma vanhoutteanum","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Lasioglossum mahense",177,17,"itis","Hymenoptera","Halictidae","Lasioglossum","Bee",5.09971188534791
"3064",33600,"Lasioglossum","Phoenicophorium borsigianum","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv","Lasioglossum mahense",48,17,"itis","Hymenoptera","Halictidae","Lasioglossum","Bee",1.09158485521722
"3065",33602,"Lasioglossum","Roscheria melanochaetes","11_6_kaiser-bunbury_2017_seychelles_salazie.csv","Lasioglossum mahense",7,17,"itis","Hymenoptera","Halictidae","Lasioglossum","Bee",-0.177762693206176
"3066",33608,"Lasioglossum","Timonius flavescens","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv","Lasioglossum mahense",1,17,"itis","Hymenoptera","Halictidae","Lasioglossum","Bee",-0.317954448743368
