"","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo"
"2153","Premna serratifolia","Hymenoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",18,-0.191186440536174,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2154","Premna serratifolia","Hymenoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",88,1.74153407523164,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2155","Premna serratifolia","Lepidoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",1,-0.732668639455325,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2156","Premna serratifolia","Non-syrphids-diptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",6,-0.512245087106652,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2157","Premna serratifolia","Non-syrphids-diptera","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",23,-0.101526362479059,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2158","Premna serratifolia","Non-syrphids-diptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",4,-0.538451232727627,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2159","Premna serratifolia","Non-syrphids-diptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",27,0.00674826378445697,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2160","Premna serratifolia","Syrphids","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",4,-0.543919090360582,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2161","Premna serratifolia","Syrphids","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",5,-0.479004706909397,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2162","Premna serratifolia","Syrphids","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",5,-0.61891219280305,"Lamiales","Lamiaceae","Premna","Premna serratifolia","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","6000","150","50","2.2999999999999998","4.5","4.8","3","shrub","perennial","3.5",NA,"Premna serratifolia"
"2163","Primula poisonii","Apidae","5_1_fang_2008_china.csv",4,-0.479431345599722,"Ericales","Primulaceae","Primula","Primula poissonii","hermaphrodite","self_incompatible","none","qualitative","0","tube","actinomorphic","20","20","60","15","15","6.5","171.65","herb","perennial","0.15",NA,"Primula poissonii"
"2164","Primula poisonii","Lepidoptera","5_1_fang_2008_china.csv",6,-0.435512751315937,"Ericales","Primulaceae","Primula","Primula poissonii","hermaphrodite","self_incompatible","none","qualitative","0","tube","actinomorphic","20","20","60","15","15","6.5","171.65","herb","perennial","0.15",NA,"Primula poissonii"
"2165","Primula secundiflora","Apidae","5_1_fang_2008_china.csv",26,0.00367319152191661,"Ericales","Primulaceae","Primula","Primula secundiflora","hermaphrodite","self_incompatible","low","qualitative","NA","tube","actinomorphic","8","8","85","14","25","2.5","171.65","herb","perennial","0.75",NA,"Primula secundiflora"
"2166","Primula secundiflora","Lepidoptera","5_1_fang_2008_china.csv",1,-0.5453092370254,"Ericales","Primulaceae","Primula","Primula secundiflora","hermaphrodite","self_incompatible","low","qualitative","NA","tube","actinomorphic","8","8","85","14","25","2.5","171.65","herb","perennial","0.75",NA,"Primula secundiflora"
"2167","Primula veris","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",7,-0.209572015177651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","Primula veris","Syrphids","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.275082225421316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169","Prosopis flexuosa","Apidae","15_1_peralta_2006_mendoza_site_1.csv",46,0.170839046166836,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2170","Prosopis flexuosa","Apidae","15_2_peralta_2006_mendoza_site_2.csv",112,3.00966235029159,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2171","Prosopis flexuosa","Apidae","15_3_peralta_2006_mendoza_site_3.csv",85,0.194032875540568,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2172","Prosopis flexuosa","Apidae","15_4_peralta_2006_mendoza_site_4.csv",6,-0.286894956531112,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2173","Prosopis flexuosa","Coleoptera","15_2_peralta_2006_mendoza_site_2.csv",1,-0.676954238478439,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2174","Prosopis flexuosa","Coleoptera","15_3_peralta_2006_mendoza_site_3.csv",1,-0.413252710886883,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2175","Prosopis flexuosa","Hymenoptera","15_1_peralta_2006_mendoza_site_1.csv",17,-0.224453427676641,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2176","Prosopis flexuosa","Hymenoptera","15_2_peralta_2006_mendoza_site_2.csv",11,-0.344826617868527,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2177","Prosopis flexuosa","Hymenoptera","15_3_peralta_2006_mendoza_site_3.csv",1,-0.413252710886883,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2178","Prosopis flexuosa","Non-syrphids-diptera","15_1_peralta_2006_mendoza_site_1.csv",1,-0.44254582703856,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2179","Prosopis flexuosa","Non-syrphids-diptera","15_2_peralta_2006_mendoza_site_2.csv",3,-0.610528714356457,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2180","Prosopis flexuosa","Non-syrphids-diptera","15_3_peralta_2006_mendoza_site_3.csv",8,-0.362645578684596,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2181","Prosopis flexuosa","Syrphids","15_1_peralta_2006_mendoza_site_1.csv",25,-0.115407227995682,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2182","Prosopis flexuosa","Syrphids","15_2_peralta_2006_mendoza_site_2.csv",44,0.751194530144185,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2183","Prosopis flexuosa","Syrphids","15_3_peralta_2006_mendoza_site_3.csv",17,-0.297579265853083,"Fabales","Fabaceae","Prosopis","Prosopis flexuosa","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","85000","175","36","4","8","18","18.350000000000001","tree","perennial","6.5",NA,"Prosopis flexuosa"
"2184","Prosopis rubriflora","Coleoptera","10_1_souza_2017_brazil_chaco.csv",5,-0.326555105903621,"Fabales","Fabaceae","Prosopis","Prosopis rubriflora","hermaphrodite","self_incompatible","none","qualitative","NA","brush","actinomorphic","NA","75","15","2","3.1","2.35","18.350000000000001","tree","perennial","9.1",NA,"Prosopis rubriflora"
"2185","Prosopis rubriflora","Hymenoptera","10_1_souza_2017_brazil_chaco.csv",71,0.966378255498822,"Fabales","Fabaceae","Prosopis","Prosopis rubriflora","hermaphrodite","self_incompatible","none","qualitative","NA","brush","actinomorphic","NA","75","15","2","3.1","2.35","18.350000000000001","tree","perennial","9.1",NA,"Prosopis rubriflora"
"2186","Prosopis rubriflora","Lepidoptera","10_1_souza_2017_brazil_chaco.csv",72,0.985968154914011,"Fabales","Fabaceae","Prosopis","Prosopis rubriflora","hermaphrodite","self_incompatible","none","qualitative","NA","brush","actinomorphic","NA","75","15","2","3.1","2.35","18.350000000000001","tree","perennial","9.1",NA,"Prosopis rubriflora"
"2187","Prosopis rubriflora","Non-syrphids-diptera","10_1_souza_2017_brazil_chaco.csv",5,-0.326555105903621,"Fabales","Fabaceae","Prosopis","Prosopis rubriflora","hermaphrodite","self_incompatible","none","qualitative","NA","brush","actinomorphic","NA","75","15","2","3.1","2.35","18.350000000000001","tree","perennial","9.1",NA,"Prosopis rubriflora"
"2188","Prostanthera cuneata","Hymenoptera","6_1_inouye_1988_australia.csv",29,0.496463854846772,"Lamiales","Lamiaceae","Prostanthera","Prostanthera cuneata","hermaphrodite","self_compatible","low","quantitative","18.3","bowl","zygomorphic","200","3","15.5","15.5","12.5","7.55","4","shrub","perennial","0.8",NA,"Prostanthera cuneata"
"2189","Prostanthera cuneata","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",5,-0.39750465421662,"Lamiales","Lamiaceae","Prostanthera","Prostanthera cuneata","hermaphrodite","self_compatible","low","quantitative","18.3","bowl","zygomorphic","200","3","15.5","15.5","12.5","7.55","4","shrub","perennial","0.8",NA,"Prostanthera cuneata"
"2190","Prostanthera cuneata","Syrphids","6_1_inouye_1988_australia.csv",1,-0.546499405727186,"Lamiales","Lamiaceae","Prostanthera","Prostanthera cuneata","hermaphrodite","self_compatible","low","quantitative","18.3","bowl","zygomorphic","200","3","15.5","15.5","12.5","7.55","4","shrub","perennial","0.8",NA,"Prostanthera cuneata"
"2191","Prunella vulgaris","Apidae","2_1_dicks_2002_england_shelfanger.csv",3,-0.254122802658957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192","Prunella vulgaris","Apidae","5_1_fang_2008_china.csv",17,-0.193960482755118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193","Prunella vulgaris","Hymenoptera","5_1_fang_2008_china.csv",5,-0.45747204845783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194","Prunella vulgaris","Lepidoptera","2_1_dicks_2002_england_shelfanger.csv",10,-0.179139482412503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195","Prunella vulgaris","Lepidoptera","5_1_fang_2008_china.csv",1,-0.5453092370254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196","Psathura terniflora","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.596767906928965,"Gentianales","Rubiaceae","Psychotria","Psychotria terniflora","NA","NA",NA,"NA","NA","NA","NA","400","30","30","2.5","4.0999999999999996","7","2","NA","NA","3.5",NA,"Psychotria terniflora"
"2197","Psathura terniflora","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",5,-0.444585226752535,"Gentianales","Rubiaceae","Psychotria","Psychotria terniflora","NA","NA",NA,"NA","NA","NA","NA","400","30","30","2.5","4.0999999999999996","7","2","NA","NA","3.5",NA,"Psychotria terniflora"
"2198","Psiadia terebinthina","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",12,-0.178265536443782,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2199","Psiadia terebinthina","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",23,0.280856448525047,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2200","Psiadia terebinthina","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",40,0.887013224791229,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2201","Psiadia terebinthina","Coleoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",8,-0.247806446525761,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2202","Psiadia terebinthina","Hymenoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",17,0.0119628137767555,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2203","Psiadia terebinthina","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",34,0.668542571562306,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2204","Psiadia terebinthina","Lepidoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",40,0.887013224791229,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2205","Psiadia terebinthina","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",8,-0.247806446525761,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2206","Psiadia terebinthina","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",85,2.59906837677607,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2207","Psiadia terebinthina","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",114,3.48807801183328,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2208","Psiadia terebinthina","Syrphids","14_1_kaiser-bunbury_2010_mauritius_control.csv",16,-0.026082856267352,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2209","Psiadia terebinthina","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",27,0.421833220538596,"Asterales","Asteraceae","Psiadia","Psiadia terebinthina","hermaphrodite","NA",NA,"NA","NA","capitulum","actinomorphic","30","30","50","4.0999999999999996","5","2","5","shrub","perennial","1",NA,"Psiadia terebinthina"
"2210","Psidium cattleianum","Apidae","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",24,0.50264538739666,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2211","Psidium cattleianum","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",3,-0.506806917100753,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2212","Psidium cattleianum","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",122,2.70846387177597,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2213","Psidium cattleianum","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",5,-0.444585226752535,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2214","Psidium cattleianum","Coleoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",1,-0.732668639455325,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2215","Psidium cattleianum","Coleoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",19,0.0880541538649705,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2216","Psidium cattleianum","Hymenoptera","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",3,-0.431474359092708,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2217","Psidium cattleianum","Hymenoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",2,-0.704229527792256,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2218","Psidium cattleianum","Hymenoptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.596767906928965,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2219","Psidium cattleianum","Non-syrphids-diptera","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",1,-0.520438144472648,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2220","Psidium cattleianum","Non-syrphids-diptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",25,-0.0501299595416801,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2221","Psidium cattleianum","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",13,-0.140219866399675,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2222","Psidium cattleianum","Syrphids","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",3,-0.506806917100753,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2223","Psidium cattleianum","Syrphids","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",35,0.234261157089005,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2224","Psidium cattleianum","Syrphids","14_1_kaiser-bunbury_2010_mauritius_control.csv",6,-0.406539556708427,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","zygomorphic","500","2","100","20","NA","9","127","tree","perennial","7.5",NA,"Psidium cattleyanum"
"2225","Psoralea bituminosa","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",2,-0.581336170119707,"Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","hermaphrodite","self_compatible",NA,"NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002",NA,"Bituminaria bituminosa"
"2226","Psoralea bituminosa","Coleoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",5,-0.0420143943055693,"Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","hermaphrodite","self_compatible",NA,"NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002",NA,"Bituminaria bituminosa"
"2227","Psoralea bituminosa","Hymenoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",5,-0.0420143943055693,"Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","hermaphrodite","self_compatible",NA,"NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002",NA,"Bituminaria bituminosa"
"2228","Psoralea bituminosa","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",1,-0.974640586379704,"Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","hermaphrodite","self_compatible",NA,"NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002",NA,"Bituminaria bituminosa"
"2229","Psoralea bituminosa","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",1,-0.469797318144092,"Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","hermaphrodite","self_compatible",NA,"NA","NA","tube","zygomorphic","200","30","10","2.5","11.5","9","1","herb","annual","0.27500000000000002",NA,"Bituminaria bituminosa"
"2230","Psychotria pervillei","Apidae","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",30,0.144668391187381,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2231","Psychotria pervillei","Apidae","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",14,-0.288357729038542,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2232","Psychotria pervillei","Apidae","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",25,0.554449583568841,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2233","Psychotria pervillei","Apidae","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",8,-0.209064895642858,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
"2234","Psychotria pervillei","Apidae","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",3,-0.475552171939767,"Gentianales","Rubiaceae","Psychotria","Psychotria pervillei","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","500","30","30","2.5","4.0999999999999996","7","2","shrub","perennial","3.5",NA,"Psychotria pervillei"
