"","Plant_species","bee_family","Id","Interaction"
"36","Convolvulus althaeoides","Apidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"37","Convolvulus althaeoides","Colletidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"38","Convolvulus althaeoides","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"39","Convolvulus althaeoides","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"40","Convolvulus althaeoides","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"41","Convolvulus althaeoides","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",2
"42","Convolvulus althaeoides","Halictidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"43","Convolvulus althaeoides","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"44","Convolvulus althaeoides","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"45","Convolvulus althaeoides","Megachilidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"46","Euphorbea segatalis","Andrenidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"47","Euphorbea segatalis","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"48","Euphorbea segatalis","Colletidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"49","Euphorbea segatalis","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"50","Euphorbea segatalis","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"51","Lathirus clymenum","Andrenidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"52","Lathirus clymenum","Andrenidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"53","Lathirus clymenum","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"54","Lathirus clymenum","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"55","Lathirus clymenum","Colletidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"56","Lathirus clymenum","Colletidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"57","Lathirus clymenum","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"58","Lathirus clymenum","Halictidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"59","Lathirus clymenum","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",3
"60","Lathirus clymenum","Megachilidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"61","Lavandula stoechas","Andrenidae","1_1_bartomeus_spain_2008_batca_1_2.csv",2
"62","Lavandula stoechas","Andrenidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"63","Lavandula stoechas","Andrenidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"64","Lavandula stoechas","Andrenidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"65","Lavandula stoechas","Andrenidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",0
"66","Lavandula stoechas","Andrenidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"67","Lavandula stoechas","Andrenidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",2
"68","Lavandula stoechas","Andrenidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"69","Lavandula stoechas","Andrenidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",0
"70","Lavandula stoechas","Andrenidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"71","Lavandula stoechas","Andrenidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1
"72","Lavandula stoechas","Andrenidae","12_5_bartomeus_spain_2008_Elpinar_unp.csv",0
"73","Lavandula stoechas","Andrenidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"74","Lavandula stoechas","Andrenidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"75","Lavandula stoechas","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",11
"76","Lavandula stoechas","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",11
"77","Lavandula stoechas","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",8
"78","Lavandula stoechas","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",17
"79","Lavandula stoechas","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",53
"80","Lavandula stoechas","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1
"81","Lavandula stoechas","Apidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",256
"82","Lavandula stoechas","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",7
"83","Lavandula stoechas","Apidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",34
"84","Lavandula stoechas","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",38
"85","Lavandula stoechas","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",71
"86","Lavandula stoechas","Apidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",107
"87","Lavandula stoechas","Apidae","12_5_bartomeus_spain_2008_Elpinar_unp.csv",8
"88","Lavandula stoechas","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",9
"89","Lavandula stoechas","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"90","Lavandula stoechas","Colletidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"91","Lavandula stoechas","Colletidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"92","Lavandula stoechas","Colletidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"93","Lavandula stoechas","Colletidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"94","Lavandula stoechas","Colletidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"95","Lavandula stoechas","Colletidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"96","Lavandula stoechas","Colletidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"97","Lavandula stoechas","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",7
"98","Lavandula stoechas","Halictidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"99","Lavandula stoechas","Halictidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"100","Lavandula stoechas","Halictidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"101","Lavandula stoechas","Halictidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",0
"102","Lavandula stoechas","Halictidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"103","Lavandula stoechas","Halictidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",0
"104","Lavandula stoechas","Halictidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"105","Lavandula stoechas","Halictidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",0
"106","Lavandula stoechas","Halictidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"107","Lavandula stoechas","Halictidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1
"108","Lavandula stoechas","Halictidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"109","Lavandula stoechas","Halictidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"110","Lavandula stoechas","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",36
"111","Lavandula stoechas","Megachilidae","1_3_bartomeus_spain_2008_medca_1_2.csv",3
"112","Lavandula stoechas","Megachilidae","1_4_bartomeus_spain_2008_medca_2_3.csv",2
"113","Lavandula stoechas","Megachilidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"114","Lavandula stoechas","Megachilidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"115","Lavandula stoechas","Megachilidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"116","Lavandula stoechas","Megachilidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"117","Lavandula stoechas","Megachilidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",0
"118","Lavandula stoechas","Megachilidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"119","Lavandula stoechas","Megachilidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",3
"120","Lavandula stoechas","Melittidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"121","Lavandula stoechas","Melittidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",0
"122","Lavandula stoechas","Melittidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",3
"123","Lavandula stoechas","Melittidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"124","Lavandula stoechas","Melittidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",0
"125","Lavandula stoechas","Melittidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"126","Lavandula stoechas","Melittidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1
"127","Lavandula stoechas","Melittidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"128","Lavandula stoechas","Melittidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"129","Sonchus tenerrinus","Andrenidae","1_1_bartomeus_spain_2008_batca_1_2.csv",9
"130","Sonchus tenerrinus","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",15
"131","Sonchus tenerrinus","Andrenidae","1_3_bartomeus_spain_2008_medca_1_2.csv",8
"132","Sonchus tenerrinus","Andrenidae","1_4_bartomeus_spain_2008_medca_2_3.csv",12
"133","Sonchus tenerrinus","Andrenidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",6
"134","Sonchus tenerrinus","Andrenidae","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"135","Sonchus tenerrinus","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"136","Sonchus tenerrinus","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",5
"137","Sonchus tenerrinus","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"138","Sonchus tenerrinus","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"139","Sonchus tenerrinus","Apidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",6
"140","Sonchus tenerrinus","Apidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"141","Sonchus tenerrinus","Colletidae","1_1_bartomeus_spain_2008_batca_1_2.csv",2
"142","Sonchus tenerrinus","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"143","Sonchus tenerrinus","Colletidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"144","Sonchus tenerrinus","Colletidae","1_4_bartomeus_spain_2008_medca_2_3.csv",1
"145","Sonchus tenerrinus","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"146","Sonchus tenerrinus","Colletidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"147","Sonchus tenerrinus","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"148","Sonchus tenerrinus","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",12
"149","Sonchus tenerrinus","Halictidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"150","Sonchus tenerrinus","Halictidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"151","Sonchus tenerrinus","Halictidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",2
"152","Sonchus tenerrinus","Halictidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"153","Sonchus tenerrinus","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"154","Sonchus tenerrinus","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"155","Sonchus tenerrinus","Megachilidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"156","Sonchus tenerrinus","Megachilidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"157","Sonchus tenerrinus","Megachilidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",2
"158","Sonchus tenerrinus","Megachilidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"159","Thymelaea hirusta","Andrenidae","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"160","Thymelaea hirusta","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",7
"161","Thymelaea hirusta","Colletidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"162","Thymelaea hirusta","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"163","Thymelaea hirusta","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",2
"164","Urospermum picrioides","Andrenidae","1_1_bartomeus_spain_2008_batca_1_2.csv",2
"165","Urospermum picrioides","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"166","Urospermum picrioides","Andrenidae","1_3_bartomeus_spain_2008_medca_1_2.csv",3
"167","Urospermum picrioides","Andrenidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"168","Urospermum picrioides","Andrenidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",7
"169","Urospermum picrioides","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"170","Urospermum picrioides","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"171","Urospermum picrioides","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"172","Urospermum picrioides","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"173","Urospermum picrioides","Apidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"174","Urospermum picrioides","Colletidae","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"175","Urospermum picrioides","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"176","Urospermum picrioides","Colletidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"177","Urospermum picrioides","Colletidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"178","Urospermum picrioides","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"179","Urospermum picrioides","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"180","Urospermum picrioides","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"181","Urospermum picrioides","Halictidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"182","Urospermum picrioides","Halictidae","1_4_bartomeus_spain_2008_medca_2_3.csv",3
"183","Urospermum picrioides","Halictidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"184","Urospermum picrioides","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"185","Urospermum picrioides","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"186","Urospermum picrioides","Megachilidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"187","Urospermum picrioides","Megachilidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"188","Urospermum picrioides","Megachilidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"189","Allium ampeloprasum","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"190","Allium ampeloprasum","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"191","Allium ampeloprasum","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"192","Allium ampeloprasum","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"193","Allium ampeloprasum","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"194","Daucus carota carota","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",2
"195","Daucus carota carota","Andrenidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",8
"196","Daucus carota carota","Andrenidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"197","Daucus carota carota","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"198","Daucus carota carota","Apidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"199","Daucus carota carota","Apidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"200","Daucus carota carota","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",3
"201","Daucus carota carota","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",2
"202","Daucus carota carota","Colletidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"203","Daucus carota carota","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",7
"204","Daucus carota carota","Halictidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",5
"205","Daucus carota carota","Halictidae","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"206","Daucus carota carota","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"207","Daucus carota carota","Megachilidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"208","Daucus carota carota","Megachilidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"209","Equium sabulicola","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"210","Equium sabulicola","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",2
"211","Equium sabulicola","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"212","Equium sabulicola","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"213","Equium sabulicola","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"214","Eryngium campestre","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"215","Eryngium campestre","Andrenidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",5
"216","Eryngium campestre","Andrenidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"217","Eryngium campestre","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"218","Eryngium campestre","Apidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"219","Eryngium campestre","Apidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"220","Eryngium campestre","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"221","Eryngium campestre","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"222","Eryngium campestre","Colletidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"223","Eryngium campestre","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"224","Eryngium campestre","Halictidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",3
"225","Eryngium campestre","Halictidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"226","Eryngium campestre","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"227","Eryngium campestre","Megachilidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"228","Eryngium campestre","Megachilidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"229","Opuntia stricta","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"230","Opuntia stricta","Andrenidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"231","Opuntia stricta","Andrenidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"232","Opuntia stricta","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",28
"233","Opuntia stricta","Apidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",29
"234","Opuntia stricta","Apidae","1_6_bartomeus_spain_2008_selop_1_2.csv",9
"235","Opuntia stricta","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",2
"236","Opuntia stricta","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"237","Opuntia stricta","Colletidae","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"238","Opuntia stricta","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",4
"239","Opuntia stricta","Halictidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",3
"240","Opuntia stricta","Halictidae","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"241","Opuntia stricta","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",3
"242","Opuntia stricta","Megachilidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"243","Opuntia stricta","Megachilidae","1_6_bartomeus_spain_2008_selop_1_2.csv",4
"244","Sedum sediforme","Andrenidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"245","Sedum sediforme","Andrenidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"246","Sedum sediforme","Andrenidae","1_6_bartomeus_spain_2008_selop_1_2.csv",2
"247","Sedum sediforme","Apidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"248","Sedum sediforme","Apidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"249","Sedum sediforme","Apidae","1_6_bartomeus_spain_2008_selop_1_2.csv",3
"250","Sedum sediforme","Colletidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"251","Sedum sediforme","Colletidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"252","Sedum sediforme","Colletidae","1_6_bartomeus_spain_2008_selop_1_2.csv",2
"253","Sedum sediforme","Halictidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",6
"254","Sedum sediforme","Halictidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"255","Sedum sediforme","Halictidae","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"256","Sedum sediforme","Megachilidae","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"257","Sedum sediforme","Megachilidae","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"258","Sedum sediforme","Megachilidae","1_6_bartomeus_spain_2008_selop_1_2.csv",3
"259","Cistus albidus","Andrenidae","1_3_bartomeus_spain_2008_medca_1_2.csv",7
"260","Cistus albidus","Andrenidae","1_4_bartomeus_spain_2008_medca_2_3.csv",8
"261","Cistus albidus","Andrenidae","12_5_bartomeus_spain_2008_Elpinar_unp.csv",3
"262","Cistus albidus","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"263","Cistus albidus","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",4
"264","Cistus albidus","Apidae","12_5_bartomeus_spain_2008_Elpinar_unp.csv",31
"265","Cistus albidus","Colletidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"266","Cistus albidus","Colletidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"267","Cistus albidus","Halictidae","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"268","Cistus albidus","Halictidae","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"269","Cistus albidus","Megachilidae","1_3_bartomeus_spain_2008_medca_1_2.csv",4
"270","Cistus albidus","Megachilidae","1_4_bartomeus_spain_2008_medca_2_3.csv",8
"271","Cistus monspeliensis","Andrenidae","1_3_bartomeus_spain_2008_medca_1_2.csv",14
"272","Cistus monspeliensis","Andrenidae","1_4_bartomeus_spain_2008_medca_2_3.csv",5
"273","Cistus monspeliensis","Andrenidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",2
"274","Cistus monspeliensis","Andrenidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",0
"275","Cistus monspeliensis","Andrenidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",2
"276","Cistus monspeliensis","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"277","Cistus monspeliensis","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",2
"278","Cistus monspeliensis","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",4
"279","Cistus monspeliensis","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",0
"280","Cistus monspeliensis","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",4
"281","Cistus monspeliensis","Colletidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"282","Cistus monspeliensis","Colletidae","1_4_bartomeus_spain_2008_medca_2_3.csv",1
"283","Cistus monspeliensis","Colletidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"284","Cistus monspeliensis","Halictidae","1_3_bartomeus_spain_2008_medca_1_2.csv",2
"285","Cistus monspeliensis","Halictidae","1_4_bartomeus_spain_2008_medca_2_3.csv",6
"286","Cistus monspeliensis","Halictidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"287","Cistus monspeliensis","Halictidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",1
