"","Species_all","Plant_species","bee_family","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system.x","IMPUTED_Compatibility.x","Autonomous_selfing_level.x","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set.x","Flower_morphology.x","Flower_symmetry.x","Flowers_per_plant.x","Flowers_per_inflorescence.x","Floral_unit_width.x","Corolla_diameter_mean.x","Corolla_length_mean.x","STYLE_IMPUTED.x","OVULES_IMPUTED.x","life_form.x","lifespan.x","IMPUTED_plant_height_mean_m.x","Breeding_system.y","IMPUTED_Compatibility.y","Autonomous_selfing_level.y","Autonomous_selfing_level_fruit_set.y","Flower_morphology.y","Flower_symmetry.y","Flowers_per_plant.y","Flowers_per_inflorescence.y","Floral_unit_width.y","Corolla_diameter_mean.y","Corolla_length_mean.y","STYLE_IMPUTED.y","OVULES_IMPUTED.y","life_form.y","lifespan.y","IMPUTED_plant_height_mean_m.y","Nectar_presence_absence","Clusters"
"665","Lavandula pedunculata","Lavandula pedunculata","Megachilidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",4,-0.268256177785786,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"666","Lavandula pedunculata","Lavandula pedunculata","Colletidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",5,-0.364965380343212,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"667","Lavandula pedunculata","Lavandula pedunculata","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",32,3.40387283368186,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"668","Lavandula pedunculata","Lavandula pedunculata","Halictidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",1,-0.334011688447718,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"669","Lavandula pedunculata","Lavandula pedunculata","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",39,0.886967447405751,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"670","Lavandula pedunculata","Lavandula pedunculata","Andrenidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.530551107176332,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"671","Lavandula pedunculata","Lavandula pedunculata","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",15,-0.0615836180398816,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"672","Lavandula pedunculata","Lavandula pedunculata","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",30,2.78053205863758,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"673","Lavandula pedunculata","Lavandula pedunculata","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",64,2.45659456010328,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","3000","60","12","5","5.5","5.5","4","shrub","perennial","0.44500000000000001","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.113365103121575,-0.0235487694149318,-0.655830021889832,-0.514348123455075,-0.316368198624258,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.453104003489284,"yes",5
"674","Lavandula stoechas","Lavandula stoechas","Andrenidae","1_1_bartomeus_spain_2008_batca_1_2.csv",2,-0.351520450507998,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"675","Lavandula stoechas","Lavandula stoechas","Halictidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1,-0.606543713301097,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"676","Lavandula stoechas","Lavandula stoechas","Apidae","12_5_bartomeus_spain_2008_Elpinar_unp.csv",8,-0.346051479200209,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"677","Lavandula stoechas","Lavandula stoechas","Melittidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1,-0.390525153462856,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"678","Lavandula stoechas","Lavandula stoechas","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",11,0.913953171320795,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"679","Lavandula stoechas","Lavandula stoechas","Halictidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1,-0.390525153462856,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"680","Lavandula stoechas","Lavandula stoechas","Apidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",34,0.749978664997791,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"681","Lavandula stoechas","Lavandula stoechas","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",9,0.319601386050297,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"682","Lavandula stoechas","Lavandula stoechas","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",71,2.18056072190636,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"683","Lavandula stoechas","Lavandula stoechas","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",7,-0.180980209092894,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"684","Lavandula stoechas","Lavandula stoechas","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",8,1.31831714366718,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"685","Lavandula stoechas","Lavandula stoechas","Megachilidae","1_1_bartomeus_spain_2008_batca_1_2.csv",36,4.42915767640078,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"686","Lavandula stoechas","Lavandula stoechas","Halictidae","1_1_bartomeus_spain_2008_batca_1_2.csv",7,0.351520450507998,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"687","Lavandula stoechas","Lavandula stoechas","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",11,1.80501562873941,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"688","Lavandula stoechas","Lavandula stoechas","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",53,0.745452464127058,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"689","Lavandula stoechas","Lavandula stoechas","Apidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",107,3.27031608103929,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"690","Lavandula stoechas","Lavandula stoechas","Andrenidae","1_3_bartomeus_spain_2008_medca_1_2.csv",1,-0.606543713301097,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"691","Lavandula stoechas","Lavandula stoechas","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",38,-0.272587766053148,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"692","Lavandula stoechas","Lavandula stoechas","Megachilidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",3,-0.460611480019365,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"693","Lavandula stoechas","Lavandula stoechas","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",17,-0.0045061183931621,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"694","Lavandula stoechas","Lavandula stoechas","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.661698571871605,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"695","Lavandula stoechas","Lavandula stoechas","Megachilidae","1_3_bartomeus_spain_2008_medca_1_2.csv",3,-0.124231844892996,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"696","Lavandula stoechas","Lavandula stoechas","Andrenidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",2,-0.319681153959862,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"697","Lavandula stoechas","Lavandula stoechas","Megachilidae","1_4_bartomeus_spain_2008_medca_2_3.csv",2,-0.703102476622496,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"698","Lavandula stoechas","Lavandula stoechas","Apidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",256,3.32027460595553,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"699","Lavandula stoechas","Lavandula stoechas","Andrenidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1,-0.390525153462856,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"700","Lavandula stoechas","Lavandula stoechas","Melittidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",3,-0.305350619472006,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative","NA","tube","zygomorphic","4000","40","25","7","6.5","5.5","4","shrub","perennial","0.75","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Tube","zygomorphic",0.229716359853385,-0.0727226117775892,-0.365498900498646,-0.415727319636055,-0.258298429068099,-0.110739379746953,-0.125374909763788,"shrub","Perennial",-0.366093959761404,"yes",5
"701","Lecanophora heterophylla","Lecanophora heterophylla","Andrenidae","15_4_peralta_2006_mendoza_site_4.csv",1,-0.492538802887641,"Malvales","Malvaceae","Lecanophora","hermaphrodite","NA","low","qualitative","NA","bowl","actinomorphic","50","3","30","30","15","0.5","NA","herb","perennial","0.15","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Open","actinomorphic",-0.229871104237265,-0.163694220148506,-0.253833084578959,0.718411924282684,0.235294612159246,-0.665295569004559,-0.0324379602285722,"herb","Perennial",-0.537261258898217,"no",2
"702","Lecanophora heterophylla","Lecanophora heterophylla","Apidae","15_3_peralta_2006_mendoza_site_3.csv",1,-0.906180026132878,"Malvales","Malvaceae","Lecanophora","hermaphrodite","NA","low","qualitative","NA","bowl","actinomorphic","50","3","30","30","15","0.5","NA","herb","perennial","0.15","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Open","actinomorphic",-0.229871104237265,-0.163694220148506,-0.253833084578959,0.718411924282684,0.235294612159246,-0.665295569004559,-0.0324379602285722,"herb","Perennial",-0.537261258898217,"no",2
"703","Lecanophora heterophylla","Lecanophora heterophylla","Andrenidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829,"Malvales","Malvaceae","Lecanophora","hermaphrodite","NA","low","qualitative","NA","bowl","actinomorphic","50","3","30","30","15","0.5","NA","herb","perennial","0.15","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Open","actinomorphic",-0.229871104237265,-0.163694220148506,-0.253833084578959,0.718411924282684,0.235294612159246,-0.665295569004559,-0.0324379602285722,"herb","Perennial",-0.537261258898217,"no",2
"704","Lecanophora heterophylla","Lecanophora heterophylla","Andrenidae","15_3_peralta_2006_mendoza_site_3.csv",1,-0.906180026132878,"Malvales","Malvaceae","Lecanophora","hermaphrodite","NA","low","qualitative","NA","bowl","actinomorphic","50","3","30","30","15","0.5","NA","herb","perennial","0.15","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Open","actinomorphic",-0.229871104237265,-0.163694220148506,-0.253833084578959,0.718411924282684,0.235294612159246,-0.665295569004559,-0.0324379602285722,"herb","Perennial",-0.537261258898217,"no",2
"705","Lecanophora heterophylla","Lecanophora heterophylla","Megachilidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829,"Malvales","Malvaceae","Lecanophora","hermaphrodite","NA","low","qualitative","NA","bowl","actinomorphic","50","3","30","30","15","0.5","NA","herb","perennial","0.15","Hermaphrodite","partially_self_compatible","low",-0.220796038480327,"Open","actinomorphic",-0.229871104237265,-0.163694220148506,-0.253833084578959,0.718411924282684,0.235294612159246,-0.665295569004559,-0.0324379602285722,"herb","Perennial",-0.537261258898217,"no",2
"706","Ledum palustre","Ledum palustre","Apidae","9_1_small_1976_canada.csv",39,0.777689994575053,"Ericales","Ericaceae","Ledum","hermaphrodite","self_compatible","medium","quantitative","51","dish","actinomorphic","250","15","17.5","17.5","8","8","20","shrub","perennial","0.85","Hermaphrodite","self_compatible","medium",1.20385710867782,"Open","actinomorphic",-0.206600852890903,-0.134189914730911,-0.532997624378176,0.102031900413804,-0.171193774733862,0.166538714881849,-0.11595777480909,"shrub","Perennial",-0.337566076571935,"yes",1
"707","Ledum palustre","Ledum palustre","Andrenidae","9_1_small_1976_canada.csv",58,1.61014689017652,"Ericales","Ericaceae","Ledum","hermaphrodite","self_compatible","medium","quantitative","51","dish","actinomorphic","250","15","17.5","17.5","8","8","20","shrub","perennial","0.85","Hermaphrodite","self_compatible","medium",1.20385710867782,"Open","actinomorphic",-0.206600852890903,-0.134189914730911,-0.532997624378176,0.102031900413804,-0.171193774733862,0.166538714881849,-0.11595777480909,"shrub","Perennial",-0.337566076571935,"yes",1
"708","Ledum palustre","Ledum palustre","Colletidae","9_1_small_1976_canada.csv",3,-0.799596754985618,"Ericales","Ericaceae","Ledum","hermaphrodite","self_compatible","medium","quantitative","51","dish","actinomorphic","250","15","17.5","17.5","8","8","20","shrub","perennial","0.85","Hermaphrodite","self_compatible","medium",1.20385710867782,"Open","actinomorphic",-0.206600852890903,-0.134189914730911,-0.532997624378176,0.102031900413804,-0.171193774733862,0.166538714881849,-0.11595777480909,"shrub","Perennial",-0.337566076571935,"yes",1
"709","Leontodon saxatilis","Leontodon longirostris","Melittidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",1,-0.551675688289064,"Asterales","Asteraceae","Leontodon","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","20","1","11.5","11.5","3","3","25","herb","annual","0.25","Hermaphrodite","self_incompatible","none",-0.708177378297588,"Capitulum","actinomorphic",-0.233361641939219,-0.168611604384771,-0.666996603481801,-0.193830511043258,-0.461542622514653,-0.388017474375756,-0.113014920135747,"herb","Short lived",-0.508733375708748,"yes",3
"710","Leontodon sp.","Leontodon sp.","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",5,-0.137108713090513,"Asterales","Asteraceae","Leontodon","NA","self_incompatible","none","qualitative","NA","NA","NA","20","1","11.5","NA","NA","3","25","NA","NA","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Leontodon sp.","Leontodon sp.","Colletidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.661698571871605,"Asterales","Asteraceae","Leontodon","NA","self_incompatible","none","qualitative","NA","NA","NA","20","1","11.5","NA","NA","3","25","NA","NA","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Lepidaploa pseudomuricata","Lepidaploa pseudomuricata","Megachilidae","10_1_souza_2017_brazil_chaco.csv",3,-0.295022728475852,"Asterales","Asteraceae","Lepidaploa","hermaphrodite","NA","NA","NA","NA","NA","NA","50","10","45","15","NA","10","20","NA","NA","NA","Hermaphrodite","self_compatible","low",-0.144521483646799,"Capitulum","actinomorphic",-0.229871104237265,-0.146483375321575,0.0811643631801015,-0.0212441043599718,-0.0519329855079017,0.388361190584891,-0.11595777480909,"herb","Perennial",-0.366062103625176,"yes",2
