"","Species_all","X","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo","clusters"
"1334","Lathyrus pratensis",1401,"Lathyrus pratensis","Lepidoptera","18_1_bundgaard_2003_denmark.csv",7,-0.43915726611489,"Fabales","Fabaceae","Lathyrus","hermaphrodite","self_incompatible","none","quantitative",0,"papilionaceous","zygomorphic",8,"8",26,13,13,3.9,8.18,"herb","perennial",0.725,NA,"Lathyrus pratensis",2
"1335","Lathyrus pratensis",1396,"Lathyrus pratensis","Apidae","2_1_dicks_2002_england_shelfanger.csv",198,1.83469826134942,"Fabales","Fabaceae","Lathyrus","hermaphrodite","self_incompatible","none","quantitative",0,"papilionaceous","zygomorphic",8,"8",26,13,13,3.9,8.18,"herb","perennial",0.725,NA,"Lathyrus pratensis",2
"1336","Lathyrus pratensis",1395,"Lathyrus pratensis","Apidae","18_1_bundgaard_2003_denmark.csv",33,0.55372003118834,"Fabales","Fabaceae","Lathyrus","hermaphrodite","self_incompatible","none","quantitative",0,"papilionaceous","zygomorphic",8,"8",26,13,13,3.9,8.18,"herb","perennial",0.725,NA,"Lathyrus pratensis",2
"1337","Lathyrus pratensis",1403,"Lathyrus pratensis","Non-syrphids-diptera","2_1_dicks_2002_england_shelfanger.csv",1,-0.275546608443659,"Fabales","Fabaceae","Lathyrus","hermaphrodite","self_incompatible","none","quantitative",0,"papilionaceous","zygomorphic",8,"8",26,13,13,3.9,8.18,"herb","perennial",0.725,NA,"Lathyrus pratensis",2
"1338","Lathyrus pratensis",1399,"Lathyrus pratensis","Hymenoptera","18_1_bundgaard_2003_denmark.csv",1,-0.668282796261789,"Fabales","Fabaceae","Lathyrus","hermaphrodite","self_incompatible","none","quantitative",0,"papilionaceous","zygomorphic",8,"8",26,13,13,3.9,8.18,"herb","perennial",0.725,NA,"Lathyrus pratensis",2
"1339","Lathyrus pratensis",1397,"Lathyrus pratensis","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",4,-0.242327120299483,"Fabales","Fabaceae","Lathyrus","hermaphrodite","self_incompatible","none","quantitative",0,"papilionaceous","zygomorphic",8,"8",26,13,13,3.9,8.18,"herb","perennial",0.725,NA,"Lathyrus pratensis",2
"1340","Lathyrus pratensis",1398,"Lathyrus pratensis","Coleoptera","18_1_bundgaard_2003_denmark.csv",52,1.27928420998685,"Fabales","Fabaceae","Lathyrus","hermaphrodite","self_incompatible","none","quantitative",0,"papilionaceous","zygomorphic",8,"8",26,13,13,3.9,8.18,"herb","perennial",0.725,NA,"Lathyrus pratensis",2
"1341","Lavandula pedunculata",1420,"Lavandula pedunculata","Non-syrphids-diptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",4,-0.472467190917573,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1342","Lavandula pedunculata",1410,"Lavandula pedunculata","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",30,2.9137618125114,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1343","Lavandula pedunculata",1409,"Lavandula pedunculata","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",39,0.954750316716566,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1344","Lavandula pedunculata",1421,"Lavandula pedunculata","Syrphids","12_9_bartomeus_spain_2008_LaRocina_unp.csv",14,0.00249982640697127,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1345","Lavandula pedunculata",1418,"Lavandula pedunculata","Non-syrphids-diptera","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",10,-0.0914916084826581,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1346","Lavandula pedunculata",1406,"Lavandula pedunculata","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",15,-0.029803486111987,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1347","Lavandula pedunculata",1408,"Lavandula pedunculata","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",6,-0.259638348396733,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1348","Lavandula pedunculata",1419,"Lavandula pedunculata","Non-syrphids-diptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",1,-0.678732452642108,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1349","Lavandula pedunculata",1416,"Lavandula pedunculata","Hymenoptera","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",5,-0.326555900691038,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1350","Lavandula pedunculata",1417,"Lavandula pedunculata","Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",26,0.572460247196425,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1351","Lavandula pedunculata",1411,"Lavandula pedunculata","Apidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",33,3.07814475438865,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1352","Lavandula pedunculata",1407,"Lavandula pedunculata","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",32,3.90364685790208,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1353","Lavandula pedunculata",1412,"Lavandula pedunculata","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",64,2.37733491302969,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1354","Lavandula pedunculata",1415,"Lavandula pedunculata","Hymenoptera","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",2,-0.427785088310807,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1355","Lavandula pedunculata",1414,"Lavandula pedunculata","Hymenoptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",1,-0.277472327921464,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1356","Lavandula pedunculata",1413,"Lavandula pedunculata","Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",6,0.0645993569865593,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",3000,"60",12,5,5.5,5.5,4,"shrub","perennial",0.445,NA,"Lavandula pedunculata",4
"1357","Lavandula stoechas",1433,"Lavandula stoechas","Apidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",107,3.28188680194493,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1358","Lavandula stoechas",1444,"Lavandula stoechas","Lepidoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",3,-0.553994617910591,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1359","Lavandula stoechas",1440,"Lavandula stoechas","Hymenoptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",5,-0.204862746783137,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1360","Lavandula stoechas",1432,"Lavandula stoechas","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",71,2.33031475407124,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1361","Lavandula stoechas",1443,"Lavandula stoechas","Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",3,-0.519963892650028,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1362","Lavandula stoechas",1442,"Lavandula stoechas","Hymenoptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",1,-0.614967199835228,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1363","Lavandula stoechas",1434,"Lavandula stoechas","Apidae","12_5_bartomeus_spain_2008_Elpinar_unp.csv",8,0.0336968328676837,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1364","Lavandula stoechas",1445,"Lavandula stoechas","Lepidoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",2,-0.518402209577477,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1365","Lavandula stoechas",1430,"Lavandula stoechas","Apidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",34,0.949090158588192,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1366","Lavandula stoechas",1431,"Lavandula stoechas","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",38,-0.0403543409019472,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1367","Lavandula stoechas",1439,"Lavandula stoechas","Hymenoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",2,-0.74838473597013,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1368","Lavandula stoechas",1427,"Lavandula stoechas","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.673679008574118,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1369","Lavandula stoechas",1428,"Lavandula stoechas","Apidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",256,4.35138846964689,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1370","Lavandula stoechas",1453,"Lavandula stoechas","Syrphids","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",7,-0.25580212220798,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1371","Lavandula stoechas",1441,"Lavandula stoechas","Hymenoptera","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",3,-0.397309679174096,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1372","Lavandula stoechas",1436,"Lavandula stoechas","Coleoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",1,-0.665640706972263,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1373","Lavandula stoechas",1435,"Lavandula stoechas","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",9,0.356022343650911,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1374","Lavandula stoechas",1429,"Lavandula stoechas","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",7,-0.217601663418214,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1375","Lavandula stoechas",1446,"Lavandula stoechas","Non-syrphids-diptera","1_1_bartomeus_spain_2008_batca_1_2.csv",1,-0.76601724945662,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1376","Lavandula stoechas",1450,"Lavandula stoechas","Non-syrphids-diptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",6,-0.186710351498556,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1377","Lavandula stoechas",1447,"Lavandula stoechas","Non-syrphids-diptera","1_3_bartomeus_spain_2008_medca_1_2.csv",2,-0.518402209577477,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1378","Lavandula stoechas",1426,"Lavandula stoechas","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",53,0.885288177110214,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1379","Lavandula stoechas",1449,"Lavandula stoechas","Non-syrphids-diptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",6,-0.375576802410394,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1380","Lavandula stoechas",1422,"Lavandula stoechas","Apidae","1_1_bartomeus_spain_2008_batca_1_2.csv",11,0.294095908273524,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1381","Lavandula stoechas",1451,"Lavandula stoechas","Non-syrphids-diptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",2,-0.644717221431629,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1382","Lavandula stoechas",1423,"Lavandula stoechas","Apidae","1_3_bartomeus_spain_2008_medca_1_2.csv",11,0.8067442669756,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1383","Lavandula stoechas",1438,"Lavandula stoechas","Hymenoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",5,-0.0766867173931179,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1384","Lavandula stoechas",1437,"Lavandula stoechas","Hymenoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",46,4.00449196032902,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1385","Lavandula stoechas",1452,"Lavandula stoechas","Non-syrphids-diptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",2,-0.635746063974775,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1386","Lavandula stoechas",1448,"Lavandula stoechas","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",4,-0.295873035150982,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1387","Lavandula stoechas",1425,"Lavandula stoechas","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",17,0.0325128939403494,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1388","Lavandula stoechas",1424,"Lavandula stoechas","Apidae","1_4_bartomeus_spain_2008_medca_2_3.csv",8,0.609150366487315,"Lamiales","Lamiaceae","Lavandula","hermaphrodite","partially_self_compatible","low","qualitative",NA,"tube","zygomorphic",4000,"40",25,7,6.5,5.5,4,"shrub","perennial",0.75,NA,"Lavandula stoechas",4
"1389","Lecanophora heterophylla",1458,"Lecanophora heterophylla","Hymenoptera","15_4_peralta_2006_mendoza_site_4.csv",1,-0.416489251537377,"Malvales","Malvaceae","Lecanophora","hermaphrodite",NA,"low","qualitative",NA,"bowl","actinomorphic",50,"3",30,30,15,0.5,NA,"herb","perennial",0.15,NA,"Lecanophora heterophylla",3
"1390","Lecanophora heterophylla",1456,"Lecanophora heterophylla","Hymenoptera","15_2_peralta_2006_mendoza_site_2.csv",2,-0.643741476417448,"Malvales","Malvaceae","Lecanophora","hermaphrodite",NA,"low","qualitative",NA,"bowl","actinomorphic",50,"3",30,30,15,0.5,NA,"herb","perennial",0.15,NA,"Lecanophora heterophylla",3
"1391","Lecanophora heterophylla",1457,"Lecanophora heterophylla","Hymenoptera","15_3_peralta_2006_mendoza_site_3.csv",1,-0.413252710886883,"Malvales","Malvaceae","Lecanophora","hermaphrodite",NA,"low","qualitative",NA,"bowl","actinomorphic",50,"3",30,30,15,0.5,NA,"herb","perennial",0.15,NA,"Lecanophora heterophylla",3
"1392","Lecanophora heterophylla",1455,"Lecanophora heterophylla","Apidae","15_3_peralta_2006_mendoza_site_3.csv",1,-0.413252710886883,"Malvales","Malvaceae","Lecanophora","hermaphrodite",NA,"low","qualitative",NA,"bowl","actinomorphic",50,"3",30,30,15,0.5,NA,"herb","perennial",0.15,NA,"Lecanophora heterophylla",3
"1393","Ledum palustre",1462,"Ledum palustre","Non-syrphids-diptera","7_1_lundgren_2005_greenland.csv",3,0.368450887919528,"Ericales","Ericaceae","Ledum","hermaphrodite","self_compatible","medium","quantitative",51,"dish","actinomorphic",250,"15",17.5,17.5,8,8,20,"shrub","perennial",0.85,NA,"Ledum palustre",5
"1394","Leontodon saxatilis",1463,"Leontodon longirostris","Hymenoptera","12_8_bartomeus_spain_2008_LaCunya_unp.csv",1,-0.579703654009534,"Asterales","Asteraceae","Leontodon","hermaphrodite","self_incompatible","none","qualitative",NA,"capitulum","actinomorphic",20,"1",11.5,11.5,3,3,25,"herb","annual",0.25,NA,"Leontodon saxatilis",2
"1395","Leontodon sp.",1464,"Leontodon sp.","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",5,-0.0830563161255762,"Asterales","Asteraceae","Leontodon",NA,"self_incompatible","none","qualitative",NA,NA,NA,20,"1",11.5,NA,NA,3,25,NA,NA,0.25,NA,"Leontodon sp.",2
"1396","Leontodon sp.",1465,"Leontodon sp.","Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.673679008574118,"Asterales","Asteraceae","Leontodon",NA,"self_incompatible","none","qualitative",NA,NA,NA,20,"1",11.5,NA,NA,3,25,NA,NA,0.25,NA,"Leontodon sp.",2
"1397","Lepidaploa pseudomuricata",1467,"Lepidaploa pseudomuricata","Lepidoptera","10_1_souza_2017_brazil_chaco.csv",47,0.496220669534297,"Asterales","Asteraceae","Lepidaploa","hermaphrodite",NA,NA,NA,NA,NA,NA,50,"10",45,15,NA,10,20,NA,NA,NA,NA,"Lepidaploa pseudomuricata",2
"1398","Lepidaploa pseudomuricata",1466,"Lepidaploa pseudomuricata","Hymenoptera","10_1_souza_2017_brazil_chaco.csv",3,-0.365734904733998,"Asterales","Asteraceae","Lepidaploa","hermaphrodite",NA,NA,NA,NA,NA,NA,50,"10",45,15,NA,10,20,NA,NA,NA,NA,"Lepidaploa pseudomuricata",2
"1399","Leptorhynchos squamatus",1468,"Leptorhynchos squamatus","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",6,-0.360255966338979,"Asterales","Asteraceae","Leptorhynchos","hermaphrodite",NA,NA,NA,NA,"capitulum","actinomorphic",15,"1",11,11,11.5,2.5,11.5,"herb","perennial",0.5,NA,"Leptorhynchos squamatus",2
"1400","Leptospermum scoparium",1474,"Leptospermum scoparium","Non-syrphids-diptera","17_3_arroyo_correa_new_zealand_2019_3.csv",3,-0.345543813443712,"Myrtales","Myrtaceae","Leptospermum","andromonoecious","self_compatible",NA,NA,NA,"dish","actinomorphic",1000,"300",9.1,9.1,1.1,2.5,500,"shrub","perennial",1.1,NA,"Leptospermum scoparium",5
"1401","Leptospermum scoparium",1470,"Leptospermum scoparium","Coleoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.483761338821196,"Myrtales","Myrtaceae","Leptospermum","andromonoecious","self_compatible",NA,NA,NA,"dish","actinomorphic",1000,"300",9.1,9.1,1.1,2.5,500,"shrub","perennial",1.1,NA,"Leptospermum scoparium",5
"1402","Leptospermum scoparium",1473,"Leptospermum scoparium","Non-syrphids-diptera","17_1_arroyo_correa_new_zealand_2019_1.csv",59,3.67386359936157,"Myrtales","Myrtaceae","Leptospermum","andromonoecious","self_compatible",NA,NA,NA,"dish","actinomorphic",1000,"300",9.1,9.1,1.1,2.5,500,"shrub","perennial",1.1,NA,"Leptospermum scoparium",5
"1403","Leptospermum scoparium",1471,"Leptospermum scoparium","Hymenoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.479366336033608,"Myrtales","Myrtaceae","Leptospermum","andromonoecious","self_compatible",NA,NA,NA,"dish","actinomorphic",1000,"300",9.1,9.1,1.1,2.5,500,"shrub","perennial",1.1,NA,"Leptospermum scoparium",5
"1404","Leptospermum scoparium",1472,"Leptospermum scoparium","Lepidoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.483761338821196,"Myrtales","Myrtaceae","Leptospermum","andromonoecious","self_compatible",NA,NA,NA,"dish","actinomorphic",1000,"300",9.1,9.1,1.1,2.5,500,"shrub","perennial",1.1,NA,"Leptospermum scoparium",5
"1405","Leptospermum scoparium",1469,"Leptospermum scoparium","Coleoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.552230019110717,"Myrtales","Myrtaceae","Leptospermum","andromonoecious","self_compatible",NA,NA,NA,"dish","actinomorphic",1000,"300",9.1,9.1,1.1,2.5,500,"shrub","perennial",1.1,NA,"Leptospermum scoparium",5
"1406","Leucaena leucocephala",1476,"Leucaena leucocephala","Non-syrphids-diptera","8_2_olesen_2002_mauritius.csv",5,-0.68556595333728,"Fabales","Fabaceae","Leucaena","hermaphrodite","partially_self_compatible",NA,NA,NA,"brush","actinomorphic",7000,"120",21,1,1,8.5,1,"shrub","perennial",6,NA,"Leucaena leucocephala",1
"1407","Leucaena leucocephala",1475,"Leucaena leucocephala","Apidae","8_2_olesen_2002_mauritius.csv",46,0.176648895951937,"Fabales","Fabaceae","Leucaena","hermaphrodite","partially_self_compatible",NA,NA,NA,"brush","actinomorphic",7000,"120",21,1,1,8.5,1,"shrub","perennial",6,NA,"Leucaena leucocephala",1
"1408","Leucanthemum vulgare",1486,"Leucanthemum vulgare","Lepidoptera","2_1_dicks_2002_england_shelfanger.csv",43,0.174353313035069,"Asterales","Asteraceae","Leucanthemum","hermaphrodite","self_incompatible","low","quantitative",2.5,"dish","actinomorphic",4,"1",45,45,7.5,1.5,180,"herb","perennial",0.45,NA,"Leucanthemum vulgare",3
