"","X","Plant_species","bee_family","Id","Interaction","Z_scores"
"894",2106,"Sideroxylon cinereum","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",148,3.06017905510219
"895",2107,"Sideroxylon cinereum","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",83,2.76984477113277
"896",2109,"Sideroxylon puberulum","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",158,3.30845079334666
"897",2110,"Sideroxylon puberulum","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",74,2.4049550408039
"898",2113,"Smilax anceps","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"899",2116,"Stillingia lineata","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"900",2121,"Syzygium petrinese","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",12,-0.316316585022582
"901",2122,"Syzygium petrinese","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",5,-0.392532891717418
"902",2123,"Syzygium petrinese","Colletidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"903",2136,"Trochetia blackburniana","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",19,-0.142526368251454
"904",2137,"Warneckea trinervis","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",4,-0.514933975618157
"905",2138,"Warneckea trinervis","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",18,0.134530052090946
"906",2141,"Agauria salicifolia","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",3,-0.473619498457166
"907",2143,"Bakerella hoyifolia","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704
"908",2149,"Gaertnera petrinensis","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"909",2151,"Geniostoma borbonicum","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",4,-0.433076195087292
"910",2153,"Memecylon ovatifolium","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704
"911",2155,"Mimusops erythroxylon","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704
"912",2157,"Monimiastrum globosum","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"913",2161,"Pandanus barklyi","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",66,2.0806086138449
"914",2163,"Pandanus rigidifolius","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704
"915",2171,"Pyrostria fasciculata","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",26,0.458876479049939
"916",2173,"Roussea simplex","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",22,0.296703265570443
"917",2179,"Syzygium mauritianum","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704
"918",2181,"Syzygium venosum","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",4,-0.433076195087292
"919",2183,"Turraea rigida","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"920",2190,"Aloyssia gratissima","Apidae","15_1_peralta_2006_mendoza_site_1.csv",346,3.31351285792667
"921",2191,"Aloyssia gratissima","Apidae","15_2_peralta_2006_mendoza_site_2.csv",28,0.210819727812293
"922",2194,"Aloyssia gratissima","Halictidae","15_1_peralta_2006_mendoza_site_1.csv",3,-0.457076158156464
"923",2201,"Larrea divaricata","Apidae","15_1_peralta_2006_mendoza_site_1.csv",238,2.12627200155064
"924",2202,"Larrea divaricata","Apidae","15_2_peralta_2006_mendoza_site_2.csv",47,0.779512450367674
"925",2203,"Larrea divaricata","Apidae","15_3_peralta_2006_mendoza_site_3.csv",72,0.520708552637706
"926",2204,"Larrea divaricata","Apidae","15_4_peralta_2006_mendoza_site_4.csv",82,0.911413444639594
"927",2207,"Larrea divaricata","Colletidae","15_3_peralta_2006_mendoza_site_3.csv",1,-0.84016165241544
"928",2208,"Larrea divaricata","Colletidae","15_4_peralta_2006_mendoza_site_4.csv",3,-0.457873315294376
"929",2209,"Larrea divaricata","Halictidae","15_1_peralta_2006_mendoza_site_1.csv",2,-0.468069129048835
"930",2210,"Larrea divaricata","Halictidae","15_2_peralta_2006_mendoza_site_2.csv",3,-0.537460170286894
"931",2212,"Larrea divaricata","Halictidae","15_4_peralta_2006_mendoza_site_4.csv",2,-0.475206059091009
"932",2213,"Larrea divaricata","Megachilidae","15_1_peralta_2006_mendoza_site_1.csv",18,-0.292181594770904
"933",2214,"Larrea divaricata","Megachilidae","15_2_peralta_2006_mendoza_site_2.csv",87,1.97676028732637
"934",2215,"Larrea divaricata","Megachilidae","15_3_peralta_2006_mendoza_site_3.csv",31,-0.265146072815519
"935",2216,"Larrea divaricata","Megachilidae","15_4_peralta_2006_mendoza_site_4.csv",35,0.096774486197865
"936",2219,"Larrea nitida","Apidae","15_1_peralta_2006_mendoza_site_1.csv",70,0.27945289163237
"937",2222,"Larrea nitida","Colletidae","15_1_peralta_2006_mendoza_site_1.csv",1,-0.479062099941206
"938",2225,"Larrea nitida","Halictidae","15_1_peralta_2006_mendoza_site_1.csv",12,-0.358139420125128
"939",2227,"Larrea nitida","Halictidae","15_3_peralta_2006_mendoza_site_3.csv",7,-0.725158536495456
"940",2229,"Larrea nitida","Megachilidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829
"941",2233,"Lycium chilense","Apidae","15_1_peralta_2006_mendoza_site_1.csv",47,0.0266145611078447
"942",2234,"Lycium chilense","Apidae","15_2_peralta_2006_mendoza_site_2.csv",12,-0.268079406971187
"943",2235,"Lycium chilense","Apidae","15_3_peralta_2006_mendoza_site_3.csv",14,-0.590988234588808
"944",2239,"Lycium chilense","Halictidae","15_1_peralta_2006_mendoza_site_1.csv",3,-0.457076158156464
"945",2240,"Lycium chilense","Halictidae","15_2_peralta_2006_mendoza_site_2.csv",3,-0.537460170286894
"946",2242,"Lycium chilense","Megachilidae","15_1_peralta_2006_mendoza_site_1.csv",5,-0.435090216371723
"947",2254,"Menodora decemfida","Halictidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829
"948",2262,"Opuntia sulphurea","Apidae","15_1_peralta_2006_mendoza_site_1.csv",7,-0.413104274586982
"949",2263,"Opuntia sulphurea","Apidae","15_2_peralta_2006_mendoza_site_2.csv",4,-0.507528974362926
"950",2265,"Opuntia sulphurea","Apidae","15_4_peralta_2006_mendoza_site_4.csv",9,-0.353876852514581
"951",2275,"Opuntia sulphurea","Megachilidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829
"952",2281,"Prosopis flexuosa","Apidae","15_1_peralta_2006_mendoza_site_1.csv",46,0.0156215902154741
"953",2282,"Prosopis flexuosa","Apidae","15_2_peralta_2006_mendoza_site_2.csv",112,2.72504018542556
"954",2283,"Prosopis flexuosa","Apidae","15_3_peralta_2006_mendoza_site_3.csv",85,0.769881970464338
"955",2284,"Prosopis flexuosa","Apidae","15_4_peralta_2006_mendoza_site_4.csv",6,-0.405875083904479
"956",2286,"Prosopis flexuosa","Colletidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829
"957",2289,"Prosopis flexuosa","Halictidae","15_1_peralta_2006_mendoza_site_1.csv",4,-0.446083187264094
"958",2290,"Prosopis flexuosa","Halictidae","15_2_peralta_2006_mendoza_site_2.csv",2,-0.567391366210861
"959",2319,"Senna aphylla","Apidae","15_2_peralta_2006_mendoza_site_2.csv",5,-0.477597778438959
"960",2324,"Senna aphylla","Halictidae","15_1_peralta_2006_mendoza_site_1.csv",9,-0.39111833280224
"961",2325,"Senna aphylla","Halictidae","15_2_peralta_2006_mendoza_site_2.csv",17,-0.118423427351349
"962",2327,"Senna aphylla","Megachilidae","15_1_peralta_2006_mendoza_site_1.csv",2,-0.468069129048835
"963",2328,"Senna aphylla","Megachilidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829
"964",2333,"Zuccagnia punctata","Apidae","15_1_peralta_2006_mendoza_site_1.csv",17,-0.303174565663275
"965",2334,"Zuccagnia punctata","Apidae","15_2_peralta_2006_mendoza_site_2.csv",15,-0.178285819199284
"966",2335,"Zuccagnia punctata","Apidae","15_3_peralta_2006_mendoza_site_3.csv",73,0.53987573862437
"967",2336,"Zuccagnia punctata","Apidae","15_4_peralta_2006_mendoza_site_4.csv",197,2.90467898125234
"968",2340,"Zuccagnia punctata","Colletidae","15_4_peralta_2006_mendoza_site_4.csv",1,-0.492538802887641
"969",2345,"Zuccagnia punctata","Megachilidae","15_1_peralta_2006_mendoza_site_1.csv",5,-0.435090216371723
"970",2346,"Zuccagnia punctata","Megachilidae","15_2_peralta_2006_mendoza_site_2.csv",40,0.569994078899902
"971",2365,"Condalia microphylla","Andrenidae","15_3_peralta_2006_mendoza_site_3.csv",1,-0.84016165241544
"972",2367,"Condalia microphylla","Apidae","15_2_peralta_2006_mendoza_site_2.csv",96,2.24614105064208
"973",2368,"Condalia microphylla","Apidae","15_3_peralta_2006_mendoza_site_3.csv",167,2.34159122137079
"974",2381,"Helenium donianum","Apidae","15_2_peralta_2006_mendoza_site_2.csv",2,-0.567391366210861
"975",2389,"Lecanophora heterophylla","Andrenidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829
"976",2390,"Lecanophora heterophylla","Andrenidae","15_3_peralta_2006_mendoza_site_3.csv",1,-0.84016165241544
"977",2391,"Lecanophora heterophylla","Andrenidae","15_4_peralta_2006_mendoza_site_4.csv",1,-0.492538802887641
"978",2393,"Lecanophora heterophylla","Apidae","15_3_peralta_2006_mendoza_site_3.csv",1,-0.84016165241544
"979",2401,"Lecanophora heterophylla","Megachilidae","15_2_peralta_2006_mendoza_site_2.csv",1,-0.597322562134829
"980",2410,"Trichocereus candicans","Halictidae","15_2_peralta_2006_mendoza_site_2.csv",2,-0.567391366210861
"981",2411,"Trichocereus candicans","Halictidae","15_4_peralta_2006_mendoza_site_4.csv",8,-0.371209596311214
"982",2415,"Capparis atamisquea","Apidae","15_3_peralta_2006_mendoza_site_3.csv",85,0.769881970464338
"983",2420,"Buddleja mendozensis","Apidae","15_4_peralta_2006_mendoza_site_4.csv",3,-0.457873315294376
"984",2422,"Buddleja mendozensis","Halictidae","15_4_peralta_2006_mendoza_site_4.csv",6,-0.405875083904479
"985",2429,"Anemonella thalictroides","Andrenidae","16_1_burkle_usa_2013.csv",8,-0.324683530753704
"986",2432,"Anemonella thalictroides","Halictidae","16_1_burkle_usa_2013.csv",3,-0.378723425293194
"987",2434,"Camassia scilloides","Andrenidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092
"988",2435,"Camassia scilloides","Apidae","16_1_burkle_usa_2013.csv",15,-0.249027678398418
"989",2437,"Camassia scilloides","Halictidae","16_1_burkle_usa_2013.csv",16,-0.23821969949052
"990",2439,"Claytonia virginica","Andrenidae","16_1_burkle_usa_2013.csv",665,6.7761586117353
"991",2440,"Claytonia virginica","Apidae","16_1_burkle_usa_2013.csv",65,0.291371266996484
"992",2441,"Claytonia virginica","Colletidae","16_1_burkle_usa_2013.csv",67,0.31298722481228
"993",2442,"Claytonia virginica","Halictidae","16_1_burkle_usa_2013.csv",126,0.950657980378264
"994",2445,"Delphinium tricorne","Apidae","16_1_burkle_usa_2013.csv",27,-0.119331931503641
"995",2447,"Delphinium tricorne","Halictidae","16_1_burkle_usa_2013.csv",8,-0.324683530753704
"996",2449,"Dentaria laciniata","Andrenidae","16_1_burkle_usa_2013.csv",23,-0.162563847135233
"997",2450,"Dentaria laciniata","Apidae","16_1_burkle_usa_2013.csv",63,0.269755309180688
"998",2451,"Dentaria laciniata","Colletidae","16_1_burkle_usa_2013.csv",6,-0.3462994885695
"999",2452,"Dentaria laciniata","Halictidae","16_1_burkle_usa_2013.csv",7,-0.335491509661602
"1000",2453,"Dentaria laciniata","Megachilidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092
"1001",2454,"Dicentra cucullaria","Andrenidae","16_1_burkle_usa_2013.csv",4,-0.367915446385296
"1002",2455,"Dicentra cucullaria","Apidae","16_1_burkle_usa_2013.csv",48,0.107635625562217
"1003",2459,"Erigenia bulbosa","Andrenidae","16_1_burkle_usa_2013.csv",133,1.02631383273355
"1004",2460,"Erigenia bulbosa","Apidae","16_1_burkle_usa_2013.csv",53,0.161675520101708
"1005",2461,"Erigenia bulbosa","Colletidae","16_1_burkle_usa_2013.csv",20,-0.194987783858927
"1006",2464,"Erythronium albidum","Andrenidae","16_1_burkle_usa_2013.csv",25,-0.140947889319437
"1007",2465,"Erythronium albidum","Apidae","16_1_burkle_usa_2013.csv",18,-0.216603741674724
"1008",2469,"Geranium maculatum","Andrenidae","16_1_burkle_usa_2013.csv",41,0.0319797732069312
"1009",2470,"Geranium maculatum","Apidae","16_1_burkle_usa_2013.csv",27,-0.119331931503641
"1010",2472,"Geranium maculatum","Halictidae","16_1_burkle_usa_2013.csv",57,0.2049074357333
"1011",2473,"Geranium maculatum","Megachilidae","16_1_burkle_usa_2013.csv",4,-0.367915446385296
"1012",2474,"Hydrophyllum appendiculatum","Andrenidae","16_1_burkle_usa_2013.csv",29,-0.0977159736878452
"1013",2475,"Hydrophyllum appendiculatum","Apidae","16_1_burkle_usa_2013.csv",315,2.99336599397099
"1014",2477,"Hydrophyllum appendiculatum","Halictidae","16_1_burkle_usa_2013.csv",21,-0.184179804951029
"1015",2478,"Hydrophyllum appendiculatum","Megachilidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1016",2479,"Hydrophyllum virginianum","Andrenidae","16_1_burkle_usa_2013.csv",12,-0.281451615122112
"1017",2480,"Hydrophyllum virginianum","Apidae","16_1_burkle_usa_2013.csv",20,-0.194987783858927
"1018",2482,"Hydrophyllum virginianum","Halictidae","16_1_burkle_usa_2013.csv",23,-0.162563847135233
"1019",2483,"Hydrophyllum virginianum","Megachilidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1020",2484,"Isopyrum biternatum","Andrenidae","16_1_burkle_usa_2013.csv",3,-0.378723425293194
"1021",2487,"Isopyrum biternatum","Halictidae","16_1_burkle_usa_2013.csv",15,-0.249027678398418
"1022",2492,"Maianthemum racemosum","Halictidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092
"1023",2494,"Mertensia virginica","Andrenidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1024",2495,"Mertensia virginica","Apidae","16_1_burkle_usa_2013.csv",73,0.377835098259668
"1025",2496,"Mertensia virginica","Colletidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1026",2497,"Mertensia virginica","Halictidae","16_1_burkle_usa_2013.csv",9,-0.313875551845806
"1027",2498,"Mertensia virginica","Megachilidae","16_1_burkle_usa_2013.csv",6,-0.3462994885695
"1028",2500,"Monarda bradburiana","Apidae","16_1_burkle_usa_2013.csv",22,-0.173371826043131
"1029",2502,"Monarda bradburiana","Halictidae","16_1_burkle_usa_2013.csv",23,-0.162563847135233
"1030",2503,"Monarda bradburiana","Megachilidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1031",2505,"Oxalis violacea","Apidae","16_1_burkle_usa_2013.csv",11,-0.29225959403001
"1032",2509,"Phlox divaricata","Andrenidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1033",2510,"Phlox divaricata","Apidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1034",2512,"Phlox divaricata","Halictidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092
"1035",2514,"Polemonium reptans","Andrenidae","16_1_burkle_usa_2013.csv",8,-0.324683530753704
"1036",2515,"Polemonium reptans","Apidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1037",2517,"Polemonium reptans","Halictidae","16_1_burkle_usa_2013.csv",6,-0.3462994885695
"1038",2519,"Ranunculus hispidus","Andrenidae","16_1_burkle_usa_2013.csv",37,-0.011252142424661
"1039",2520,"Ranunculus hispidus","Apidae","16_1_burkle_usa_2013.csv",7,-0.335491509661602
"1040",2522,"Ranunculus hispidus","Halictidae","16_1_burkle_usa_2013.csv",26,-0.130139910411539
"1041",2524,"Sanicula odorata","Andrenidae","16_1_burkle_usa_2013.csv",156,1.2748973476152
"1042",2525,"Sanicula odorata","Apidae","16_1_burkle_usa_2013.csv",35,-0.032868100240457
"1043",2526,"Sanicula odorata","Colletidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1044",2527,"Sanicula odorata","Halictidae","16_1_burkle_usa_2013.csv",286,2.67993460564195
"1045",2528,"Sanicula odorata","Megachilidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092
"1046",2529,"Tradescantia virginiana","Andrenidae","16_1_burkle_usa_2013.csv",14,-0.259835657306316
"1047",2530,"Tradescantia virginiana","Apidae","16_1_burkle_usa_2013.csv",24,-0.151755868227335
"1048",2532,"Tradescantia virginiana","Halictidae","16_1_burkle_usa_2013.csv",23,-0.162563847135233
"1049",2533,"Tradescantia virginiana","Megachilidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092
"1050",2534,"Uvularia grandiflora","Andrenidae","16_1_burkle_usa_2013.csv",3,-0.378723425293194
"1051",2539,"Viola pubescens","Andrenidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1052",2540,"Viola pubescens","Apidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1053",2542,"Viola pubescens","Halictidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1054",2543,"Viola pubescens","Megachilidae","16_1_burkle_usa_2013.csv",3,-0.378723425293194
"1055",2544,"Viola sororia","Andrenidae","16_1_burkle_usa_2013.csv",11,-0.29225959403001
"1056",2545,"Viola sororia","Apidae","16_1_burkle_usa_2013.csv",2,-0.389531404201092
"1057",2547,"Viola sororia","Halictidae","16_1_burkle_usa_2013.csv",1,-0.40033938310899
"1058",2550,"Achillea millefolium","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",4,-0.290301531332621
"1059",2555,"Achillea millefolium","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",10,0.316934699344788
"1060",2556,"Achillea millefolium","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.559639787575427
"1061",2557,"Achillea millefolium","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",28,0.866714650350979
"1062",2558,"Achillea millefolium","Colletidae","6_1_inouye_1988_australia.csv",1,-0.404617875709854
"1063",2560,"Achillea millefolium","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.559639787575427
"1064",2561,"Achillea millefolium","Halictidae","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.493521621829632
"1065",2563,"Achillea millefolium","Halictidae","6_1_inouye_1988_australia.csv",14,-0.0127870209027945
"1066",2568,"Brachyglottis sp.","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1067",2569,"Brachyglottis sp.","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1068",2570,"Brachyglottis sp.","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1069",2575,"Cirsium arvense","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",40,3.35311585273183
"1070",2576,"Cirsium arvense","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",31,1.69562502802704
"1071",2577,"Cirsium arvense","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",50,2.01768380373457
"1072",2578,"Cirsium arvense","Apidae","18_1_bundgaard_2003_denmark.csv",21,0.448883875459528
"1073",2580,"Cirsium arvense","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",2,-0.277608534873355
"1074",2581,"Cirsium arvense","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",28,2.13864339137701
"1075",2582,"Cirsium arvense","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",4,-0.33411330601518
"1076",2583,"Cirsium arvense","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",17,0.291230073659182
"1077",2584,"Cirsium arvense","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",17,1.02537696846843
"1078",2585,"Cirsium arvense","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",4,-0.33411330601518
"1079",2586,"Cirsium arvense","Halictidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1080",2592,"Corokia cotoneaster","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1081",2594,"Corokia cotoneaster","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1082",2595,"Corokia cotoneaster","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",5,-0.258937812161765
"1083",2597,"Crepis capillaris","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.559639787575427
"1084",2598,"Crepis capillaris","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1085",2599,"Crepis capillaris","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",17,1.02537696846843
"1086",2600,"Crepis capillaris","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",4,-0.33411330601518
"1087",2601,"Crepis capillaris","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.493521621829632
"1088",2603,"Crepis capillaris","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",15,0.492817126372391
"1089",2605,"Digitalis purpurea","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.49271360822509
"1090",2606,"Digitalis purpurea","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",2,-0.484464293722011
"1091",2612,"Hebe brachysiphon","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",3,-0.391507569778856
"1092",2619,"Hieracium pilosella","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",3,-0.391507569778856
"1093",2621,"Hieracium pilosella","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.493521621829632
"1094",2623,"Hieracium pilosella","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.49271360822509
"1095",2629,"Hieracium praealtum","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1096",2631,"Hypochaeris radicata","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",4,-0.290301531332621
"1097",2633,"Hypochaeris radicata","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",8,-0.179620943634106
"1098",2634,"Hypochaeris radicata","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",21,1.43020112225337
"1099",2635,"Hypochaeris radicata","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",5,-0.258937812161765
"1100",2636,"Hypochaeris radicata","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",66,2.85475227892264
"1101",2637,"Hypochaeris radicata","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",3,-0.391507569778856
"1102",2638,"Hypochaeris radicata","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",7,-0.108586824454934
"1103",2639,"Hypochaeris radicata","Halictidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1104",2642,"Leptospermum scoparium","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1105",2644,"Leptospermum scoparium","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1106",2646,"Leucanthemum vulgare","Andrenidae","2_1_dicks_2002_england_shelfanger.csv",8,-0.270936896031737
"1107",2647,"Leucanthemum vulgare","Andrenidae","2_2_dicks_2002_england_hicklingbroad.csv",2,-0.277608534873355
"1108",2651,"Leucanthemum vulgare","Apidae","2_1_dicks_2002_england_shelfanger.csv",50,-0.0836591983044706
"1109",2652,"Leucanthemum vulgare","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",49,0.079572172636807
"1110",2653,"Leucanthemum vulgare","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",13,0.620552814683492
"1111",2655,"Leucanthemum vulgare","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",1,-0.545838401528886
"1112",2656,"Leucanthemum vulgare","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.49271360822509
"1113",2662,"Lotus pedunculatus","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.49271360822509
"1114",2663,"Lotus pedunculatus","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",74,3.27328651651667
"1115",2669,"Muehlenbeckia complexa","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",14,0.417641632518975
"1116",2671,"Muehlenbeckia complexa","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1117",2672,"Muehlenbeckia complexa","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",11,0.192115150958728
"1118",2673,"Muehlenbeckia complexa","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",4,-0.388888062431123
"1119",2675,"Muehlenbeckia complexa","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",67,4.40194280675
"1120",2678,"Mycelis muralis","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.49271360822509
"1121",2680,"Ozothamnus leptophyllus","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1122",2683,"Ozothamnus leptophyllus","Colletidae","17_1_arroyo_correa_new_zealand_2019_1.csv",27,2.03743735293078
"1123",2685,"Ozothamnus leptophyllus","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",8,-0.179620943634106
"1124",2686,"Ozothamnus leptophyllus","Halictidae","17_1_arroyo_correa_new_zealand_2019_1.csv",29,2.23984942982325
"1125",2688,"Ozothamnus leptophyllus","Halictidae","17_3_arroyo_correa_new_zealand_2019_3.csv",4,-0.388888062431123
"1126",2689,"Rosa rubiginosa","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.593919646671325
"1127",2690,"Rosa rubiginosa","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",10,0.116939657105313
"1128",2691,"Rosa rubiginosa","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.493521621829632
"1129",2693,"Rosa rubiginosa","Colletidae","17_2_arroyo_correa_new_zealand_2019_2.csv",6,-0.183762318308349
"1130",2694,"Rosa rubiginosa","Colletidae","17_3_arroyo_correa_new_zealand_2019_3.csv",5,-0.336571282731869
"1131",2696,"Rosa rubiginosa","Halictidae","17_2_arroyo_correa_new_zealand_2019_2.csv",6,-0.183762318308349
"1132",2698,"Rubus fruticosus","Andrenidae","18_1_bundgaard_2003_denmark.csv",1,-0.692346316386729
"1133",2699,"Rubus fruticosus","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",3,-0.391507569778856
"1134",2700,"Rubus fruticosus","Apidae","18_1_bundgaard_2003_denmark.csv",2,-0.635284806794416
"1135",2703,"Trifolium pratense ","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",5,-0.189095492886386
"1136",2704,"Trifolium pratense ","Apidae","17_3_arroyo_correa_new_zealand_2019_3.csv",18,0.343546853358436
"1137",2711,"Trifolium repens","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",4,-0.290301531332621
"1138",2712,"Trifolium repens","Apidae","17_2_arroyo_correa_new_zealand_2019_2.csv",9,0.0417641632518975
