"","X","Plant_species","bee_family","Id","Interaction","Z_scores"
"672",1469,"Cistus crispus","Melittidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",4,-0.307418437363271
"673",1470,"Cistus crispus","Melittidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",2,-0.604949465180098
"674",1473,"Cistus crispus","Melittidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1,-0.390525153462856
"675",1475,"Cistus ladanifer","Andrenidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",2,-0.518806584297454
"676",1477,"Cistus ladanifer","Andrenidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",2,-0.319681153959862
"677",1478,"Cistus ladanifer","Andrenidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",2,-0.604949465180098
"678",1480,"Cistus ladanifer","Andrenidae","12_6_bartomeus_spain_2008_Elpozo_unp.csv",1,-0.450125306950108
"679",1481,"Cistus ladanifer","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",11,-0.159114227223872
"680",1482,"Cistus ladanifer","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",26,0.0761388502552577
"681",1485,"Cistus ladanifer","Apidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",5,-0.403299643453399
"682",1486,"Cistus ladanifer","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",199,2.09255997652776
"683",1487,"Cistus ladanifer","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",14,-0.123652298297853
"684",1488,"Cistus ladanifer","Apidae","12_6_bartomeus_spain_2008_Elpozo_unp.csv",34,0.282589878802759
"685",1493,"Cistus ladanifer","Halictidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",3,-0.494017191191091
"686",1496,"Cistus ladanifer","Halictidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",3,-0.537732857937865
"687",1498,"Cistus ladanifer","Halictidae","12_6_bartomeus_spain_2008_Elpozo_unp.csv",1,-0.450125306950108
"688",1505,"Cistus ladanifer","Melittidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",3,-0.537732857937865
"689",1509,"Echium plantagineum","Andrenidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",2,-0.518806584297454
"690",1514,"Echium plantagineum","Halictidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",3,-0.392676395625885
"691",1516,"Echium plantagineum","Halictidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",2,-0.438095399523668
"692",1517,"Echium plantagineum","Megachilidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",1,-0.451066937726388
"693",1523,"Lavandula pedunculata","Andrenidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.530551107176332
"694",1531,"Lavandula pedunculata","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",15,-0.0423331430228649
"695",1532,"Lavandula pedunculata","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",32,3.40387283368186
"696",1534,"Lavandula pedunculata","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",6,-0.223126285183019
"697",1535,"Lavandula pedunculata","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",39,0.886967447405751
"698",1537,"Lavandula pedunculata","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",30,2.93007949613292
"699",1538,"Lavandula pedunculata","Apidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",33,3.08289355220359
"700",1539,"Lavandula pedunculata","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",64,2.45659456010328
"701",1541,"Lavandula pedunculata","Colletidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",2,-0.391710589543523
"702",1543,"Lavandula pedunculata","Colletidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",5,-0.364965380343212
"703",1546,"Lavandula pedunculata","Halictidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",1,-0.334011688447718
"704",1552,"Lavandula pedunculata","Halictidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",8,-0.221496230828984
"705",1554,"Lavandula pedunculata","Megachilidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",4,-0.268256177785786
"706",1560,"Lavandula pedunculata","Megachilidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",4,-0.412788430181288
"707",1568,"Lavandula pedunculata","Melittidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",8,-0.221496230828984
"708",1572,"Lavatera cretica","Megachilidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",2,-0.421871666676136
"709",1573,"Lavatera cretica","Melittidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",1,-0.451066937726388
"710",1574,"Teucrium fruticans","Andrenidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",1,-0.451066937726388
"711",1575,"Teucrium fruticans","Apidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",157,4.10339534611287
"712",1576,"Teucrium fruticans","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",87,0.447239807775824
"713",1579,"Teucrium fruticans","Melittidae","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",1,-0.451066937726388
"714",1580,"Ranunculus sp.","Andrenidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",3,-0.494017191191091
"715",1591,"Thapsia villosa","Andrenidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",4,-0.268256177785786
"716",1593,"Thapsia villosa","Andrenidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",2,-0.608749776235583
"717",1595,"Thapsia villosa","Apidae","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",10,-0.32049143944655
"718",1599,"Thapsia villosa","Apidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",3,-0.321452677340174
"719",1601,"Thapsia villosa","Colletidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",2,-0.608749776235583
"720",1606,"Thapsia villosa","Halictidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",1,-0.390525153462856
"721",1609,"Thapsia villosa","Megachilidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",2,-0.355988915401515
"722",1612,"Thapsia villosa","Melittidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",1,-0.649174566063727
"723",1614,"Andryala integrifolia","Andrenidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",3,-0.399403642481059
"724",1615,"Andryala integrifolia","Andrenidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",4,-0.280404339245926
"725",1616,"Andryala integrifolia","Andrenidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",16,-0.0576906665382916
"726",1617,"Andryala integrifolia","Andrenidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",2,-0.608749776235583
"727",1618,"Andryala integrifolia","Andrenidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",3,-0.324515110758273
"728",1619,"Andryala integrifolia","Andrenidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",1,-0.556257579695517
"729",1630,"Andryala integrifolia","Halictidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.661698571871605
"730",1634,"Andryala integrifolia","Halictidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",1,-0.551675688289064
"731",1648,"Arctotheca calendula","Halictidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",3,-0.399403642481059
"732",1652,"Astragalus lusitanicus","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",16,1.30551339855749
"733",1653,"Astragalus lusitanicus","Apidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",20,0.265663369702623
"734",1661,"Calendula arvensis","Andrenidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",1,-0.433856665633649
"735",1666,"Calendula arvensis","Halictidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",3,-0.399403642481059
"736",1667,"Calendula arvensis","Halictidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",1,-0.433856665633649
"737",1672,"Carduus sp.","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.661698571871605
"738",1676,"Convolvulus arvensis","Andrenidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.661698571871605
"739",1677,"Convolvulus arvensis","Andrenidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",1,-0.73074844281836
"740",1681,"Convolvulus arvensis","Apidae","12_5_bartomeus_spain_2008_Elpinar_unp.csv",4,-0.65365279404484
"741",1685,"Convolvulus arvensis","Megachilidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",11,0.649776075081126
"742",1688,"Leontodon sp.","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",5,-0.137108713090513
"743",1689,"Leontodon sp.","Colletidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.661698571871605
"744",1704,"Linum bienne","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",2,-0.530551107176332
"745",1709,"Lupinus angustifolius","Apidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",11,0.649776075081126
"746",1721,"Taraxacum vulgare","Halictidae","12_11_bartomeus_spain_2008_Niebla_unp.csv",4,-0.268256177785786
"747",1725,"Cistus libanotis","Apidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",3,-0.517669549377095
"748",1727,"Cistus libanotis","Colletidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",3,-0.517669549377095
"749",1732,"Cistus libanotis","Melittidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",1,-0.610433228361025
"750",1737,"Diplotaxis virgata","Colletidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",2,-0.754934759508263
"751",1738,"Diplotaxis virgata","Colletidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",2,-0.508434529857441
"752",1740,"Diplotaxis virgata","Halictidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",3,-0.460611480019365
"753",1748,"Spartium junceum","Apidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",15,2.32951297219693
"754",1749,"Spartium junceum","Apidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",6,-0.336083036211166
"755",1750,"Spartium junceum","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",5,-0.757369601488986
"756",1751,"Spartium junceum","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",12,-0.0302040314766797
"757",1752,"Spartium junceum","Apidae","15_1_peralta_2006_mendoza_site_1.csv",12,-0.358139420125128
"758",1773,"Ulex australis","Apidae","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",3,-0.517669549377095
"759",1774,"Ulex australis","Apidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",18,-0.0903926021541679
"760",1775,"Ulex australis","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",3,-0.349564513453397
"761",1776,"Ulex australis","Apidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",1,-0.551675688289064
"762",1794,"Chamaemelum fuscatum","Halictidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",3,-0.366259937016615
"763",1798,"Halimium commutatum","Andrenidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",1,-0.334011688447718
"764",1800,"Halimium commutatum","Andrenidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",4,-0.527900196579294
"765",1805,"Halimium commutatum","Apidae","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",6,-0.262359016008439
"766",1806,"Halimium commutatum","Apidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",14,0.114042323537988
"767",1807,"Halimium commutatum","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",49,1.29121534568719
"768",1809,"Halimium commutatum","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",9,0.366259937016615
"769",1810,"Halimium commutatum","Apidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",3,-0.324515110758273
"770",1811,"Halimium commutatum","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",26,0.639318666256386
"771",1818,"Halimium commutatum","Halictidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",1,-0.610433228361025
"772",1819,"Halimium commutatum","Halictidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",1,-0.551675688289064
"773",1820,"Halimium commutatum","Halictidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",2,-0.508434529857441
"774",1825,"Halimium commutatum","Megachilidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",4,-0.412788430181288
"775",1838,"Tuberaria guttata","Halictidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",2,-0.438095399523668
"776",1841,"Tuberaria guttata","Melittidae","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",1,-0.433856665633649
"777",1845,"Genista hirsuta","Apidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",15,0.268866428968932
"778",1846,"Genista hirsuta","Apidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",8,-0.416654813887662
"779",1854,"Armeria velutina","Apidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",1,-0.610433228361025
"780",1856,"Armeria velutina","Halictidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",6,0
"781",1857,"Armeria velutina","Megachilidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",3,-0.366259937016615
"782",1858,"Armeria velutina","Melittidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",3,-0.641007405981018
"783",1861,"Halimium halimifolium","Apidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",7,-0.461525332306333
"784",1862,"Halimium halimifolium","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",6,-0.742679242839416
"785",1864,"Halimium halimifolium","Melittidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",10,-0.326913777050319
"786",1865,"Retama sp.","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",14,-0.625156373642849
"787",1866,"Thymus mastichina","Andrenidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",3,-0.568324986407439
"788",1869,"Thymus mastichina","Halictidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",2,-0.608749776235583
"789",1870,"Thymus mastichina","Megachilidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",3,-0.568324986407439
"790",1873,"Erica scoparia","Apidae","12_6_bartomeus_spain_2008_Elpozo_unp.csv",24,0.0605549740291626
"791",1878,"Erica umbellata","Apidae","12_6_bartomeus_spain_2008_Elpozo_unp.csv",9,-0.272497383131232
"792",1884,"Scabiosa atropurpurea","Halictidae","12_7_bartomeus_spain_2008_Esparragal_unp.csv",1,-0.610433228361025
"793",1891,"Leontodon longirostris","Melittidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",1,-0.551675688289064
"794",1892,"Anchusa azurea","Andrenidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",4,-0.412788430181288
"795",1893,"Anchusa azurea","Apidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",1,-0.556257579695517
"796",1897,"Anchusa azurea","Melittidae","12_9_bartomeus_spain_2008_LaRocina_unp.csv",2,-0.508434529857441
"797",1898,"Canthium bibracteatum","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",90,1.32407204147623
"798",1899,"Canthium bibracteatum","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",57,0.572533970543695
"799",1900,"Canthium bibracteatum","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",142,2.93604847777767
"800",1901,"Canthium bibracteatum","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",16,-0.305540874073401
"801",1902,"Canthium bibracteatum","Halictidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",9,-0.538953267586802
"802",1903,"Canthium bibracteatum","Halictidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",34,0.0483189497433374
"803",1904,"Canthium bibracteatum","Halictidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",80,1.25975490082489
"804",1905,"Canthium bibracteatum","Halictidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",3,-0.640910276750274
"805",1906,"Canthium bibracteatum","Megachilidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",34,0.0360545438524042
"806",1907,"Canthium bibracteatum","Megachilidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",23,-0.281353710244594
"807",1909,"Diospyros seychellarum","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",33,0.013054231394836
"808",1910,"Diospyros seychellarum","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",1,-0.853351958352835
"809",1911,"Diospyros seychellarum","Halictidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",3,-0.676955142332211
"810",1912,"Diospyros seychellarum","Halictidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",7,-0.649289533529331
"811",1913,"Diospyros seychellarum","Megachilidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",6,-0.607954204959506
"812",1915,"Memecylon eleagni","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",61,0.657062980206747
"813",1916,"Memecylon eleagni","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",19,-0.293560411648201
"814",1917,"Memecylon eleagni","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",46,0.677116227823445
"815",1918,"Memecylon eleagni","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",51,0.475682098701821
"816",1919,"Memecylon eleagni","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",36,0.130653790319437
"817",1920,"Memecylon eleagni","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",66,0.984341443914571
"818",1921,"Memecylon eleagni","Halictidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",4,-0.653954829874643
"819",1922,"Memecylon eleagni","Halictidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",19,-0.293560411648201
"820",1923,"Memecylon eleagni","Halictidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",27,0.0309185492156824
"821",1924,"Memecylon eleagni","Halictidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",18,-0.416538676127882
"822",1925,"Memecylon eleagni","Halictidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",4,-0.711337302850266
"823",1926,"Memecylon eleagni","Halictidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",6,-0.563517337670995
"824",1929,"Memecylon eleagni","Megachilidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",2,-0.849130566954405
"825",1932,"Paragenipa wrightii","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",77,1.02506797952784
"826",1933,"Paragenipa wrightii","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",5,-0.612647815613636
"827",1934,"Paragenipa wrightii","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",23,-0.10512306733332
"828",1935,"Paragenipa wrightii","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",13,-0.551723642011171
"829",1936,"Paragenipa wrightii","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",52,0.551649336904288
"830",1937,"Paragenipa wrightii","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",25,-0.0733620568355659
"831",1938,"Paragenipa wrightii","Halictidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",39,0.151056106140245
"832",1939,"Paragenipa wrightii","Halictidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",17,-0.339144326500406
"833",1940,"Paragenipa wrightii","Halictidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",31,0.166960165764685
"834",1941,"Paragenipa wrightii","Halictidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",32,-0.0380207716546749
"835",1942,"Paragenipa wrightii","Halictidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",50,0.499024893581181
"836",1943,"Paragenipa wrightii","Halictidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",16,-0.305540874073401
"837",1944,"Paragenipa wrightii","Megachilidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",1,-0.722955767247348
"838",1966,"Excoecaria benthiamiana","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",3,-0.658231730465841
"839",1967,"Excoecaria benthiamiana","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",5,-0.717310341803832
"840",1968,"Excoecaria benthiamiana","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",18,-0.253945581353882
"841",1973,"Excoecaria benthiamiana","Megachilidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",1,-0.692505569469793
"842",1974,"Northea hornei","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",9,-0.521479985909226
"843",1975,"Northea hornei","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",19,-0.241164683882323
"844",1976,"Northea hornei","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",15,-0.421902864573181
"845",1977,"Northea hornei","Halictidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",1,-0.703815645318046
"846",1982,"Gastonia crassa","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",20,-0.207154279745072
"847",1983,"Gastonia crassa","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",36,0.210412053121788
"848",1984,"Gastonia crassa","Halictidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",8,-0.61527912939208
"849",1985,"Gastonia crassa","Halictidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",5,-0.589314984030755
"850",1991,"Euphorbia pyrifolia","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",1,-0.876167560131063
"851",1992,"Euphorbia pyrifolia","Halictidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",16,-0.470612662481198
"852",1994,"Paraserianthes falcataria","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",10,-0.632834621541144
"853",1995,"Paraserianthes falcataria","Halictidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",4,-0.79505658060109
"854",1997,"Dillenia suffruticosa","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",53,0.648972041237698
"855",2003,"Antirhea borbonica","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.589415497091498
"856",2007,"Badula insularis","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"857",2012,"Bertiera zaluzania","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",71,1.14848667061978
"858",2013,"Bertiera zaluzania","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",23,0.337246568940317
"859",2015,"Calophyllum eputamen","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",8,-0.41562528032037
"860",2016,"Calophyllum eputamen","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",5,-0.392532891717418
"861",2018,"Casearia coriacea","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",12,-0.316316585022582
"862",2021,"Chassalia coriacea","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.589415497091498
"863",2028,"Coffea macrocarpa","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"864",2031,"Coffea mauritiana","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",8,-0.270902981607795
"865",2034,"Cordemoya integrifolia","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",5,-0.392532891717418
"866",2036,"Croton fothergillifolius","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.589415497091498
"867",2037,"Croton fothergillifolius","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"868",2040,"Diospyros revaughanii","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",5,-0.49010680179371
"869",2041,"Diospyros revaughanii","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",44,1.18865593970767
"870",2052,"Erythroxylum macrocarpum","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.589415497091498
"871",2053,"Erythroxylum macrocarpum","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"872",2056,"Eugenia orbiculata","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"873",2059,"Euodia chapelieri","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704
"874",2062,"Euodia obtusifolia","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"875",2064,"Faujasiopsis flexuosa","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.564588323267051
"876",2068,"Flagellaria indica","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.51416280182704
"877",2070,"Gaertnera psychotrioides/edentata","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",13,-0.291489411198135
"878",2071,"Gaertnera psychotrioides/edentata","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",5,-0.392532891717418
"879",2076,"Grangeria borbonica","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",26,0.0312638485196738
"880",2077,"Grangeria borbonica","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",14,-0.0276431613885505
"881",2080,"Helichrysum proteoides","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.564588323267051
"882",2081,"Helichrysum proteoides","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",4,-0.433076195087292
"883",2084,"Labourdonnaisia callophylloides","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",43,0.45332580353527
"884",2085,"Labourdonnaisia callophylloides","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",32,0.702136299269184
"885",2087,"Molinaea alternifolia","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",35,0.254708412939696
"886",2088,"Molinaea alternifolia","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",19,0.17507335546082
"887",2091,"Myonima violacea","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",18,-0.167353542075901
"888",2092,"Ochna mauritiana","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",24,-0.0183904991292199
"889",2095,"Olea lancea","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",1,-0.589415497091498
"890",2096,"Olea lancea","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.554706105196914
"891",2102,"Psiadia terebinthina","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",12,-0.316316585022582
"892",2103,"Psiadia terebinthina","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",23,0.337246568940317
"893",2105,"Rubus alcefolius","Apidae","14_1_kaiser-bunbury_2010_mauritius_control.csv",2,-0.564588323267051
