"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence","Clusters"
"Chamaecrista chamaecristoides","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","zygomorphic",-0.234907339739175,-0.163357518612842,1.08635445291634,0.718910042110432,0.236133395456771,0.601517628244,-0.121141642303375,"shrub","Perennial",-0.409810315915027,"no",3
"Chamaedaphne calyculata","Hermaphrodite","partially_self_compatible","none",-0.71336012543232,"Tube","actinomorphic",-0.150228678084148,-0.133840057344134,-0.700229734646728,-0.587987435105094,-0.340532112907647,-0.215908465976442,-0.092371276088403,"shrub","Perennial",-0.338657419038777,"yes",3
"Chamaemelum fuscatum","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Capitulum","actinomorphic",-0.236067321405682,-0.168277095490959,-0.385344271588738,0.42794041510773,-0.477417359842635,-0.387823044815205,-0.0394196818277188,"herb","Short lived",-0.523654950917027,"yes",1
"Chamaerops humilis","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",0.226765363530699,0.567199647787663,3.54290771081555,-0.538670549172433,-0.404606058281471,-0.692832781464623,-0.125907285786836,"shrub","Perennial",-0.295965680913027,"no",4
"Chamomilla suaveolens","Hermaphrodite","partially_self_compatible","low",0.0740303949494693,"Capitulum","actinomorphic",-0.234327348905921,-0.133840057344134,-0.733728188163536,-0.341403005441787,-0.142485372661281,-0.665104623587403,-0.0394196818277188,"herb","Short lived",-0.438271474665527,"yes",1
"Chassalia coriacea","Hermaphrodite","self_compatible","low",-0.268453860674149,"Tube","actinomorphic",-0.233747358072668,-0.0969432307582503,-0.0302606643105785,-0.267427676542795,0.119635312958909,0.388565375746951,-0.126495636834177,"shrub","Perennial",0.130951700344473,"yes",2
"Chassalia petrinensis","Hermaphrodite","self_compatible","low",-0.299014611474746,"Tube","actinomorphic",-0.233747358072668,-0.0969432307582503,-0.0302606643105785,-0.267427676542795,0.474954464577389,0.388565375746951,-0.126495636834177,"shrub","Perennial",-0.182121045911027,"yes",2
"Chelidonium majus","Hermaphrodite","self_compatible","low",0.0738972884567381,"Open","actinomorphic",-0.236067321405682,-0.146138999539429,0.0814008474121131,-0.015911558286222,-0.573528277903371,2.73104015321448,-0.09678390894346,"herb","Short lived",-0.438271474665527,"no",1
"Chiococca alba","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Campanulate","actinomorphic",-0.0632300530961065,-0.0969432307582503,-0.253583687755962,-0.514012106206102,-0.398781154156578,-0.110541466043006,-0.126495636834177,"shrub","Perennial",-0.153659887160527,"no",2
"Chrysobalanus icaco","Hermaphrodite","self_compatible","low",-0.589627329372325,"Campanulate","actinomorphic",0.806756196784309,-0.0231495775864822,-0.0302606643105785,-0.267427676542795,-0.113360852036815,0.277652744238072,-0.127083987881518,"shrub","Perennial",0.045568224092973,"yes",2
"Cicuta maculata","Hermaphrodite","self_compatible","low",-0.0516183847101218,"Open","actinomorphic",-0.144428769751612,1.79709386731713,1.30967747636172,-0.612645878071425,-0.567703373778478,-0.709469676190955,-0.126495636834177,"herb","Perennial",-0.295965680913027,"yes",2
"Cinnamomum doederleinii","Hermaphrodite","self_compatible","low",-0.311065435915256,"Campanulate","actinomorphic",1.15475069673647,0.0752419599758753,-0.476906711201345,-0.558397303545497,-0.34635701703254,-0.498735676324084,-0.127083987881518,"shrub","Perennial",0.415563287849473,"yes",2
"Cinnamomum verum","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",1.15475069673647,-0.0477474619770716,1.30967747636172,-0.44003677730711,-0.113360852036815,-0.332366729060765,-0.127083987881518,"tree","Perennial",2.83476178164197,"yes",3
"Circaea lutetiana","Hermaphrodite","self_compatible","low",-0.210720013049934,"Open","actinomorphic",-0.234327348905921,-0.109242172953545,-0.0302606643105785,-0.489353663239771,-0.468680003655295,-0.276910413306325,-0.126495636834177,"herb","Perennial",-0.452502054040777,"yes",2
"Cirsium altissimum","Hermaphrodite","partially_self_compatible","low",0.0365356082646222,"Capitulum","actinomorphic",-0.236067321405682,-0.168277095490959,-0.251350457521508,0.723841730703699,0.935121890443945,-0.265819150155437,-0.0688372341947656,"herb","Short lived",-0.224812784036777,"yes",1
"Cirsium arvense","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",-0.236067321405682,-0.158437941734724,-0.622066676440844,-0.0948185757784802,0.17788435420784,-0.387823044815205,-0.0688372341947656,"herb","Perennial",-0.324426839663527,"yes",4
"Cirsium brevicaule","Hermaphrodite","self_compatible","low",-0.116017555580681,"Capitulum","actinomorphic",-0.236879308572237,-0.158437941734724,-0.14192217603327,0.965494471773739,0.381755998579099,-0.276910413306325,-0.0688372341947656,"herb","Perennial",-0.438271474665527,"yes",2
"Cirsium discolor","Hermaphrodite","self_compatible","low",-0.109115077808555,"Capitulum","actinomorphic",-0.229107431406639,-0.163357518612842,0.0814008474121131,1.45866333110035,1.10986901419074,-0.165997781797446,-0.0688372341947656,"herb","Short lived",-0.153659887160527,"yes",1
"Cirsium eriophoroides","Hermaphrodite","self_compatible","low",-0.127598757817963,"Capitulum","actinomorphic",-0.236879308572237,-0.163357518612842,0.0814008474121131,1.45866333110035,1.40111422043539,-0.276910413306325,-0.0688372341947656,"herb","Perennial",-0.324426839663527,"yes",2
"Cirsium lanceolatum","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Capitulum","actinomorphic",-0.236879308572237,-0.163357518612842,0.0702346962398439,1.43400488813402,1.57586134418219,-0.276910413306325,-0.010002129460672,"herb","Short lived",-0.367118577789277,"yes",1
"Cirsium microspicatum","Hermaphrodite","self_compatible","low",-0.133021441342259,"Tube","actinomorphic",-0.236299317738984,-0.151058576417547,-0.0302606643105785,1.21207890143705,0.527378601701427,0.388565375746951,-0.0688372341947656,"herb","Short lived",-0.367118577789277,"yes",1
"Cirsium oleraceum","Dioecious","self_compatible","low",-0.225927898529308,"Capitulum","actinomorphic",-0.236647312238936,-0.158437941734724,-0.0302606643105785,1.21207890143705,0.818623807946082,1.49769169083575,-0.0688372341947656,"herb","Perennial",-0.352887998414027,"yes",2
"Cirsium palustre","Hermaphrodite","self_compatible","low",-0.263422685214155,"Campanulate","actinomorphic",-0.232587376406161,-0.158437941734724,-0.633232827613113,-0.119477018744811,0.236133395456771,-0.387823044815205,-0.107080052271926,"herb","Short lived",-0.253273942787277,"yes",1
"Cirsium pratense","Hermaphrodite","partially_self_compatible","low",-0.225927898529308,"Capitulum","actinomorphic",-0.235487330572429,-0.158437941734724,-0.309414443617308,0.595617827278779,0.673001204823755,0.388565375746951,-0.0688372341947656,"herb","Perennial",-0.488078502478902,"yes",2
"Cirsium pumilum","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Capitulum","actinomorphic",-0.237111304905539,-0.168277095490959,0.193062359134805,1.70524776076366,2.27484983916936,-0.165997781797446,-0.0688372341947656,"herb","Short lived",-0.402695026227402,"yes",3
"Cirsium vulgare","Hermaphrodite","self_incompatible","low",-0.675865338747473,"Capitulum","actinomorphic",-0.235487330572429,-0.163357518612842,-0.342912897134115,0.521642498379787,1.10986901419074,-0.249182255429105,-0.0688372341947656,"herb","Short lived",-0.253273942787277,"yes",3
"Cistus albidus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,0.193062359134805,1.70524776076366,-0.229858934534678,-0.387823044815205,-0.0719084266618852,"shrub","Perennial",-0.438271474665527,"yes",3
"Cistus crispus","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,-0.197752931894616,0.842202256942086,-0.317232496408074,-0.332366729060765,-0.117552700914595,"shrub","Perennial",-0.495193792166527,"yes",3
"Cistus ladanifer","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,0.505714591958341,2.39568416382092,-0.142485372661281,-0.692832781464623,0.483036048211032,"shrub","Perennial",-0.082506990284277,"yes",3
"Cistus libanotis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,-0.273682759866046,0.674524844771037,-0.288107975783609,-0.665104623587403,-0.114728615887359,"shrub","Perennial",-0.281735101537777,"yes",3
"Cistus monspeliensis","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,-0.588568222924036,-0.0208432468794881,-0.305614725130975,-0.692832781464623,-0.115316966934699,"shrub","Perennial",-0.438271474665527,"yes",3
"Cistus salviifolius","Hermaphrodite","partially_self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,-0.476906711201345,0.225741182783819,-0.34635701703254,-0.609648307832964,-0.0823693082836071,"shrub","Perennial",-0.310196260288277,"yes",3
"Claoxylon linostachys","Dioecious","dioecious","none",-0.71336012543232,"Brush","actinomorphic",1.50274519668864,-0.12154111514884,-0.476906711201345,-0.686621206970417,-0.491979620154868,-0.665104623587403,-0.125907285786836,"shrub","Perennial",-0.438271474665527,"no",4
"Claytonia virginica","Hermaphrodite","partially_self_compatible","low",-0.71336012543232,"Open","actinomorphic",-0.234907339739175,-0.146138999539429,-0.689063583474459,-0.242769233576464,-0.491979620154868,-0.332366729060765,-0.125318934739495,"herb","Perennial",-0.523654950917027,"yes",2
"Cleistes stricta","Hermaphrodite","self_compatible","low",-0.0839557634864683,"Tube","zygomorphic",-0.237111304905539,-0.168277095490959,-0.476906711201345,0.69587165884699,1.4779476182948,-0.709469676190955,5.7558381344805,"herb","Perennial",-0.466732633416027,"yes",5
"Cleistocactus baumannii","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",-0.231427394739653,-0.133840057344134,-0.762983504234881,-0.406008126013573,2.27601481999434,3.56177576321599,0.410668869388097,"shrub","Perennial",-0.438271474665527,"yes",3
"Clematis akebioides","Hermaphrodite","self_compatible","high",2.66117067620392,"Open","actinomorphic",-0.225627486407117,-0.158437941734724,-0.320580594789577,0.570959384312448,-0.34635701703254,0.333109059992512,-0.0441264902064463,"vine","Perennial",0.942094724733723,"yes",1
"Clematis apiifolia","Hermaphrodite","self_compatible","low",-0.228666892696636,"Open","actinomorphic",-0.232587376406161,-0.0723453463676609,0.751369917748263,0.0284736390531733,-0.34635701703254,-0.265819150155437,-0.0935479781830849,"vine","Perennial",0.273257494096973,"yes",2
"Clematis campestris","Monoecious","monoecious","none",-0.71336012543232,"Brush","actinomorphic",-0.232587376406161,-0.0723453463676609,0.416385382580188,0.718910042110432,0.236133395456771,3.71594432101333,-0.0820751327599366,"herb","Perennial",0.415563287849473,"yes",4
"Clematis grata","Hermaphrodite","self_compatible","low",-0.211139954660804,"Brush","actinomorphic",-0.121229136421468,0.0752419599758753,0.416385382580188,0.00381519608684257,-0.404606058281471,-0.110541466043006,-0.124142232644813,"shrub","Perennial",0.130951700344473,"yes",2
"Clematis pitcheri","Hermaphrodite","self_compatible","low",-0.207887594372448,"Campanulate","actinomorphic",-0.235487330572429,-0.168277095490959,-0.40990980416773,0.373691840581803,0.876872849195014,2.05225484838014,-0.0935479781830849,"vine","Perennial",-0.068276410909027,"yes",2
"Clematis terniflora","Hermaphrodite","self_compatible","low",-0.234748547096918,"Open","actinomorphic",-0.200107889743958,-0.109242172953545,0.863031429470954,0.324374954649141,-0.201844058146004,-0.110541466043006,-0.0935479781830849,"vine","Perennial",0.700174875354473,"yes",2
"Clematis virginiana","Dioecious","self_compatible","low",-0.213265909065835,"Open","actinomorphic",-0.179228219746829,-0.109242172953545,1.30967747636172,0.127107410918496,0.343457253957927,2.60681800592454,-0.122965530550132,"vine","Perennial",0.358640970348473,"yes",2
"Cleome guianensis","Hermaphrodite","self_compatible","medium",1.41690368041483,"Open","zygomorphic",-0.236067321405682,-0.158437941734724,-0.722562036991266,-0.316744562475456,-0.579353182028264,-0.149360887071114,-0.119435424266086,"herb","Short lived",-0.509424371541777,"yes",1
"Cleome viscosa","Dioecious","self_compatible","high",2.58618110283423,"Campanulate","actinomorphic",-0.236067321405682,-0.146138999539429,-0.588568222924036,-0.0208432468794881,0.183709258332733,-0.598557044682076,-0.0461857188721395,"herb","Short lived",-0.295965680913027,"yes",1
"Clerodendrum villosum","Hermaphrodite","self_compatible","low",0.0365356082646222,"Tube","zygomorphic",-0.233747358072668,-0.0969432307582503,1.30967747636172,0.324374954649141,0.643876684199289,3.93776958403109,-0.125318934739495,"shrub","Perennial",0.344410390973223,"yes",5
"Clethra barbinervis","Hermaphrodite","self_compatible","low",-0.320247105714661,"Open","actinomorphic",-0.00523096977074551,0.0506440755852859,-0.365245199478653,-0.415378334340779,-0.433730578905936,-0.443279360569644,-0.0747207446681749,"tree","Perennial",0.842480669106973,"yes",2
"Clidemia capitellata","Hermaphrodite","self_compatible","medium",0.261504328373705,"Open","actinomorphic",-0.219827578074581,-0.141219422661311,-0.253583687755962,-0.205781569126968,-0.579353182028264,-0.165997781797446,-0.00629551786242411,"shrub","Perennial",-0.011354093408027,"no",1
"Clinopodium megalanthum","Hermaphrodite","self_compatible","low",-0.181119753701581,"Tube","zygomorphic",-0.228527440573385,0.0137472489994019,-0.14192217603327,-0.168793904677472,0.381755998579099,0.72130327027359,-0.125318934739495,"herb","Perennial",-0.480963212791277,"yes",5
"Clinopodium repens","Hermaphrodite","self_compatible","medium",0.231233537256806,"Tube","zygomorphic",-0.228527440573385,0.0137472489994019,-0.476906711201345,-0.563328992138763,-0.229858934534678,0.055827481220313,-0.125318934739495,"herb","Short lived",-0.530770240604652,"yes",5
"Clusia grandiflora","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.163357518612842,1.19801596463903,3.92450762773342,0.883819047363949,-0.709469676190955,-0.112963562745336,"tree","Perennial",0.842480669106973,"no",4
"Clusia pusilla","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",-0.225627486407117,-0.168277095490959,0.193062359134805,1.70524776076366,0.396527955439828,-0.709469676190955,-0.112963562745336,"shrub","Perennial",0.130951700344473,"no",4
"Cnidoscolus urens","Monoecious","monoecious","none",-0.71336012543232,"Tube","actinomorphic",-0.234327348905921,-0.158437941734724,0.193062359134805,-0.144135461711142,-0.200734413910212,-0.63183083413474,-0.125907285786836,"herb","Perennial",-0.395579736539777,"yes",4
"Coccoloba guaranitica","Dioecious","self_compatible","low",-0.390569381601805,"Open","actinomorphic",-0.121229136421468,-0.0969432307582503,-0.365245199478653,-0.520698243016422,-0.474560244369375,-0.665104623587403,-0.127083987881518,"shrub","Perennial",0.292869604239296,"yes",2
"Cochlearia groenlandica","Hermaphrodite","self_compatible","low",0.212738608811393,"Open","actinomorphic",-0.202427853076973,-0.146138999539429,-0.588568222924036,-0.538670549172433,-0.573528277903371,-0.703924044615511,-0.118847073218745,"herb","Short lived",-0.532193298542177,"no",1
"Codonopsis convolvulacea","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.234907339739175,-0.168277095490959,0.0814008474121131,1.45866333110035,-0.0551118107878842,-0.609648307832964,0.0194154229063748,"vine","Perennial",-0.438271474665527,"yes",3
"Codonopsis lanceolata","Hermaphrodite","self_compatible","none",-0.71336012543232,"Campanulate","actinomorphic",-0.232587376406161,-0.168277095490959,-0.309414443617308,0.595617827278779,1.10986901419074,0.388565375746951,0.0194154229063748,"vine","Perennial",-0.367118577789277,"yes",3
"Coffea arabica","Hermaphrodite","self_compatible","low",-0.225927898529308,"Tube","actinomorphic",0.342763530181421,0.567199647787663,0.416385382580188,-0.0652284442188834,-0.107535947911922,0.055827481220313,-0.126495636834177,"tree","Perennial",1.26939805036447,"yes",2
