"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Clusters"
"Cleistes stricta","Hermaphrodite","self_compatible","none",0.451151013471425,"Tube","zygomorphic",-0.234199654209044,-0.16881726021662,-0.477271164630331,0.724152359580434,0.970812680364026,-0.710197667141927,5.84989440846819,"herb","Perennial",-0.470319213084314,14
"Cleistocactus baumannii","Hermaphrodite","self_incompatible","none",-1.11276124921035,"Tube","actinomorphic",-0.22805594639189,-0.133862834708536,-0.764931642614656,-0.418291413657939,2.34145255824837,3.53922856835282,0.417558560400891,"shrub","Perennial",-0.441325578645722,5
"Clematis akebioides","Hermaphrodite","self_compatible","high",4.28475653948951,"Open","actinomorphic",-0.221786856782548,-0.158830281500024,-0.32007964660611,0.569843312633576,-0.353927671224026,0.327055166242924,-0.0446533945309764,"vine","Perennial",0.964865691625961,10
"Clematis apiifolia","Hermaphrodite","self_compatible","none",-0.0807343017499186,"Open","actinomorphic",-0.229309764313758,-0.0714442177298152,0.757805048417121,0.0211566902607003,-0.353927671224026,-0.268813482722841,-0.0948808255973113,"vine","Perennial",0.283515282319063,10
"Clematis campestris","Monoecious","monoecious","none",-1.11276124921035,"Brush","actinomorphic",-0.229309764313758,-0.0714442177298152,0.420966081222361,0.719485118735269,0.244779620973307,3.69260957243845,-0.0832208862426265,"herb","Perennial",0.42848345451202,8
"Clematis grata","Hermaphrodite","self_compatible","none",-0.110971408894964,"Brush","actinomorphic",-0.108943243814407,0.0783604630191149,0.420966081222361,-0.00378361075624854,-0.41379840044376,-0.114329018176161,-0.125973997209804,"shrub","Perennial",0.138547110126106,12
"Clematis pitcheri","Hermaphrodite","self_compatible","none",0.0320343246986633,"Campanulate","actinomorphic",-0.232444309118428,-0.16881726021662,-0.409903371191379,0.370320904497985,0.903357642390374,2.03741888086688,-0.0948808255973113,"vine","Perennial",-0.0644083309440339,10
"Clematis terniflora","Hermaphrodite","self_compatible","none",-0.101223152920543,"Open","actinomorphic",-0.194202862501447,-0.108895387917048,0.870084704148707,0.320440302464087,0.101813416551659,-0.114329018176161,-0.0948808255973113,"vine","Perennial",0.718419798897934,10
"Clematis virginiana","Dioecious","self_compatible","none",-0.209983658633084,"Open","actinomorphic",-0.171634139907819,-0.108895387917048,1.31920332707505,0.120917894328496,0.129228985520474,2.58914911139074,-0.124778105993939,"vine","Perennial",0.370496185634837,10
"Cleome guianensis","Hermaphrodite","self_compatible","high",0.619402871963216,"Open","zygomorphic",-0.233071218079363,-0.158830281500024,-0.724286407239821,-0.328007523976584,-0.59341058810296,-0.152950134312831,-0.121190432346344,"herb","Short lived",-0.513809664742201,13
"Cleome viscosa","Dioecious","self_compatible","high",0.436040744615354,"Campanulate","actinomorphic",-0.233071218079363,-0.14634655810428,-0.589550820361918,-0.0287239117731974,0.190895964675547,-0.599851621037156,-0.0467462041587404,"herb","Short lived",-0.296357406452765,3
"Clerodendrum villosum","Hermaphrodite","self_compatible","low",0.0866871482785058,"Tube","zygomorphic",-0.230563582235626,-0.0964116645213036,1.31920332707505,0.320440302464087,0.663874725511441,3.913301664648,-0.12716988842567,"shrub","Perennial",0.355999368415542,1
"Clethra barbinervis","Hermaphrodite","self_compatible","none",-0.268046568195373,"Open","actinomorphic",0.0164385483724171,0.0533930162276265,-0.364991508898744,-0.427768728044379,-0.443733765053626,-0.445367156490476,-0.0757465661434695,"tree","Perennial",0.863387971090891,7
"Clidemia capitellata","Hermaphrodite","self_compatible","medium",0.446521667525163,"Open","actinomorphic",-0.215517767173207,-0.141353068745983,-0.252711853167158,-0.215776169400314,-0.59341058810296,-0.169502041228547,-0.0062054919409129,"shrub","Perennial",-0.00642106206685107,1
"Clinopodium megalanthum","Hermaphrodite","self_compatible","high",0.699631863423443,"Tube","zygomorphic",-0.224921401587219,0.015941846040394,-0.140432197435571,-0.178365717874891,0.39445644402264,0.713266327609624,-0.12716988842567,"herb","Perennial",-0.484816030303609,11
"Clinopodium repens","Hermaphrodite","self_compatible","high",0.707398840477602,"Tube","zygomorphic",-0.224921401587219,0.015941846040394,-0.477271164630331,-0.577410534146073,-0.23418621278456,0.0511900509809957,-0.12716988842567,"herb","Perennial",-0.535554890571144,11
"Clusia grandiflora","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",-0.221786856782548,-0.163823770858322,1.20692367134347,3.96172425093862,-0.432907232358249,-0.710197667141927,-0.114613030659086,"tree","Perennial",0.863387971090891,6
"Clusia pusilla","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",-0.221786856782548,-0.16881726021662,0.196406769759188,1.71709715941322,-0.610691809440714,-0.710197667141927,-0.114613030659086,"shrub","Perennial",0.138547110126106,6
"Cnidoscolus urens","Monoecious","monoecious","none",-1.11276124921035,"Tube","actinomorphic",-0.23119049119656,-0.158830281500024,0.196406769759188,-0.153425416857942,-0.204250848174693,-0.632955434868587,-0.127767834033602,"herb","Perennial",-0.397835126987835,8
"Coccoloba guaranitica","Hermaphrodite","self_compatible","none",-0.0149559921605533,"Open","actinomorphic",-0.00908802989038888,-0.0964116645213036,-0.364991508898744,-0.0853264667275483,-0.131904703846599,-0.666059248700018,-0.128963725249467,"herb","Perennial",-0.0299287477039319,10
"Cochlearia groenlandica","Hermaphrodite","self_compatible","none",0.459750724248239,"Open","actinomorphic",-0.196710498345184,-0.14634655810428,-0.589550820361918,-0.552470233129124,-0.587423515180986,-0.704680364836688,-0.120592486738411,"herb","Short lived",-0.537004572293074,3
"Codonopsis convolvulacea","Hermaphrodite","self_compatible","none",-1.11276124921035,"Open","actinomorphic",-0.231817400157494,-0.16881726021662,0.0841271140276016,1.46769414924374,-0.0545740251253596,-0.610886225647633,0.0199247311257399,"vine","Perennial",-0.441325578645722,10
"Codonopsis lanceolata","Hermaphrodite","self_compatible","none",-1.11276124921035,"Campanulate","actinomorphic",-0.229309764313758,-0.16881726021662,-0.308851681032951,0.594783613650525,1.14284055926931,0.38222818929531,0.0199247311257399,"vine","Perennial",-0.368841492549244,10
"Coffea arabica","Hermaphrodite","self_compatible","low",-0.183914730266321,"Tube","actinomorphic",0.392583924932889,0.577709398848882,0.420966081222361,-0.0736164536037054,-0.10845768142312,0.0511900509809957,-0.128365779641535,"tree","Perennial",1.29829248766976,7
"Coffea macrocarpa","Hermaphrodite","self_incompatible","none",-0.144506739067527,"Tube","actinomorphic",-0.229309764313758,-0.0714442177298152,-0.252711853167158,-0.452709029061328,-0.264121577394426,0.0511900509809957,-0.128365779641535,"shrub","Perennial",-0.0789051481633296,5
"Coffea mauritiana","Hermaphrodite","self_incompatible","none",-0.352316864849336,"Open","actinomorphic",-0.22805594639189,-0.14634655810428,-0.589550820361918,-0.121608886105969,-0.22117249331913,0.0511900509809957,-0.128365779641535,"tree","Perennial",0.718419798897934,7
"Colea seychellarum","Hermaphrodite","self_compatible","none",0.0266813637197889,"Tube","zygomorphic",0.0791294444658291,-0.133862834708536,-0.0281525417039849,1.21829113907425,1.14284055926931,2.58914911139074,-0.0697671100641439,"tree","Perennial",2.02313334863455,7
"Collinsia verna","Hermaphrodite","self_compatible","medium",1.52602522526513,"Tube","zygomorphic",-0.233071218079363,-0.14634655810428,-0.140432197435571,-0.402828427027431,-0.114444754345093,0.327055166242924,-0.12716988842567,"herb","Short lived",0.167540744564697,13
"Comandra umbellata","Hermaphrodite","partially_self_compatible","low",-0.812899149838138,"Tube","actinomorphic",-0.229309764313758,-0.0714442177298152,-0.252711853167158,-0.527529932112175,-0.353927671224026,-0.588817016426678,-0.128066806837568,"herb","Perennial",-0.513809664742201,4
"Comanthosphace stellipila","Hermaphrodite","self_compatible","none",0.458482065553896,"Tube","actinomorphic",-0.224921401587219,0.015941846040394,-0.477271164630331,-0.577410534146073,-0.14438011895496,0.933958419819167,-0.12716988842567,"herb","Perennial",0.645935712801456,10
"Condalia microphylla","Hermaphrodite","self_compatible","none",-0.098754362445386,"Open","actinomorphic",0.0164385483724171,-0.133862834708536,-0.701830476093504,-0.649737407095225,-0.465008963878738,-0.605368923342394,-0.128963725249467,"shrub","Perennial",-0.296357406452765,12
"Conoclinium coelestinum","Hermaphrodite","self_compatible","none",-0.0339832403006759,"Capitulum","actinomorphic",-0.209248677563866,-0.133862834708536,0.207634735332347,1.74203746043017,-0.1803025564868,-0.257778878112364,-0.0877054783021206,"herb","Perennial",-0.477567621693961,10
"Convolvulus althaeoides","Hermaphrodite","self_incompatible","none",-0.0735917519085739,"Campanulate","actinomorphic",-0.22805594639189,-0.16881726021662,-0.421131336764538,0.345380603481036,0.39445644402264,0.106363074033381,-0.12716988842567,"herb","Perennial",-0.296357406452765,9
"Convolvulus arvensis","Hermaphrodite","self_incompatible","none",-0.0743557126456862,"Campanulate","actinomorphic",-0.231817400157494,-0.16881726021662,-0.421131336764538,0.345380603481036,0.244779620973307,0.38222818929531,-0.12716988842567,"herb","Perennial",-0.223873320356287,9
"Cordia leucophlyctis","Hermaphrodite","self_incompatible","none",-1.11276124921035,"Campanulate","actinomorphic",-0.221786856782548,-0.14634655810428,-0.0281525417039849,-0.292592296532517,-0.211435335681061,-0.54467859798477,-0.12716988842567,"shrub","Perennial",-0.0789051481633296,12
"Cordia lutea","Hermaphrodite","self_compatible","low",-0.87287156971258,"Campanulate","actinomorphic",-0.202979587954525,-0.121379111312792,2.44199988439092,0.719485118735269,0.821334743359339,0.393262793905787,-0.12716988842567,"tree","Perennial",0.718419798897934,7
"Cordia sp.","Hermaphrodite","self_compatible","none",0.138842435363303,"Open","actinomorphic",-0.212383222368537,-0.121379111312792,1.09464401561188,0.0184540480690768,0.0653183678171019,-0.114329018176161,-0.12716988842567,"herb","Perennial",0.42848345451202,10
"Coreopsis palmata","Hermaphrodite","self_incompatible","low",-0.0843475175007666,"Capitulum","actinomorphic",-0.23394889062467,-0.163823770858322,-0.0730644039966195,1.11852993500645,0.00529670409437372,0.0180862371495643,-0.0757465661434695,"herb","Perennial",-0.557300116400088,9
"Coreopsis tripteris","Hermaphrodite","self_incompatible","none",-0.225364722548695,"Capitulum","actinomorphic",-0.232444309118428,-0.163823770858322,0.589385564819741,2.59000769500644,0.190895964675547,-0.335021110385704,-0.0936849343814462,"herb","Perennial",-0.107898782601921,9
"Cornus amomum","Hermaphrodite","self_incompatible","none",-0.507578652806208,"Open","actinomorphic",0.267202132746065,0.0783604630191149,1.31920332707505,-0.278126921942686,-0.22434002902105,-0.346055714996181,-0.128365779641535,"shrub","Perennial",0.283515282319063,12
"Cornus florida","Hermaphrodite","self_incompatible","low",-0.449677240063183,"Tube","actinomorphic",1.01949288586701,-0.163823770858322,-0.589550820361918,-0.627291136179971,-0.473669129663493,-0.335021110385704,-0.128365779641535,"tree","Perennial",1.58822883205568,5
"Cornus macrophylla","Hermaphrodite","self_incompatible","none",-0.986373121462157,"Open","actinomorphic",8.54240041707645,0.0783604630191149,1.7683219500014,-0.352947824993533,-0.533539858883226,-0.224675064280933,-0.128365779641535,"tree","Perennial",3.32784689837116,7
"Cornus oblonga","Hermaphrodite","self_incompatible","none",-0.757692261712381,"Open","actinomorphic",3.27636514522984,0.0783604630191149,1.31920332707505,-0.377888126010482,-0.59341058810296,-0.42881524957476,-0.128365779641535,"tree","Perennial",1.73319700424863,7
"Corokia cotoneaster","Hermaphrodite","self_incompatible","none",-1.11276124921035,"Open","actinomorphic",-0.209248677563866,-0.133862834708536,-0.780426235105615,-0.452709029061328,-0.59341058810296,-0.555713202595247,-0.128844136127881,"shrub","Perennial",-0.296357406452765,12
"Corydalis incisa","Hermaphrodite","self_compatible","low",0.146659568152949,"Tube","zygomorphic",-0.230563582235626,-0.0964116645213036,-0.252711853167158,-0.502589631095226,0.244779620973307,-0.445367156490476,-0.120293513934445,"herb","Short lived",-0.499312847522905,13
"Corydalis pallida","Hermaphrodite","self_compatible","low",0.567630746546412,"Tube","zygomorphic",-0.230563582235626,-0.0964116645213036,-0.252711853167158,-0.527529932112175,0.244779620973307,-0.335021110385704,-0.120592486738411,"herb","Short lived",-0.490614757191328,13
"Craspedia sp.","Hermaphrodite","self_incompatible","none",-0.186283687298651,"Capitulum","actinomorphic",-0.222713904279926,-0.16881726021662,-0.533410992496124,0.388949326447419,0.0961905951350452,-0.666059248700018,-0.0578081979054927,"herb","Perennial",-0.455822395865018,9
"Craspedia uniflora","Hermaphrodite","self_incompatible","none",-0.0908775470364163,"Capitulum","actinomorphic",-0.233698127040297,-0.16881726021662,-0.308851681032951,0.594783613650525,0.993163736219974,-0.500540179542861,-0.0578081979054927,"herb","Short lived",-0.455822395865018,9
"Crataegus coccinea","Hermaphrodite","self_compatible","none",-0.509678926619837,"Open","actinomorphic",1.01949288586701,-0.0964116645213036,2.44199988439092,0.145858195345445,-0.353927671224026,0.161536097085767,-0.128365779641535,"tree","Perennial",2.1681015208275,7
"Crataegus crus-galli","Hermaphrodite","self_compatible","high",-0.361823299625863,"Open","actinomorphic",1.5210200546143,-0.0464767709383269,2.44199988439092,-0.278126921942686,-0.50360449427336,0.161536097085767,-0.12716988842567,"tree","Perennial",1.58822883205568,1
"Crataegus mollis","Hermaphrodite","self_compatible","none",-0.839722812872579,"Open","actinomorphic",12.3038541826812,-0.0464767709383269,2.44199988439092,0.345380603481036,-0.347155674188581,0.161536097085767,-0.128365779641535,"tree","Perennial",2.05212698307314,7
"Craterispermum microdon","Hermaphrodite","self_compatible","none",-0.117690805823104,"Tube","actinomorphic",-0.209248677563866,-0.133862834708536,-0.364991508898744,-0.552470233129124,-0.32399230661416,-0.224675064280933,-0.128365779641535,"shrub","Perennial",1.58822883205568,12
"Crepidiastrum denticulatum","Hermaphrodite","self_compatible","none",0.0462373387969874,"Open","actinomorphic",-0.21739849405601,-0.133862834708536,-0.589550820361918,-0.0287239117731974,-0.16234133772088,-0.169502041228547,-0.119994541130479,"herb","Short lived",-0.368841492549244,3
"Crepidiastrum lanceolatum","Hermaphrodite","self_incompatible","none",-0.0333654315653567,"Capitulum","actinomorphic",-0.230563582235626,-0.0964116645213036,-0.589550820361918,-0.0287239117731974,-0.0545740251253596,-0.169502041228547,-0.123582214778074,"herb","Perennial",-0.542803299180792,9
"Crepis capillaris","Hermaphrodite","self_incompatible","none",-0.0772878842758338,"Capitulum","actinomorphic",-0.22805594639189,-0.14634655810428,-0.589550820361918,-0.0287239117731974,-0.0545740251253596,-0.169502041228547,-0.105643846540097,"herb","Short lived",-0.412331944207131,9
"Crepis paludosa","Hermaphrodite","self_incompatible","none",-0.131440175115191,"Campanulate","actinomorphic",-0.232444309118428,-0.133862834708536,-0.477271164630331,0.220679098396291,-0.443733765053626,-0.0591559951237757,-0.105643846540097,"herb","Perennial",-0.405083535597483,9
"Crithmum maritimum","Hermaphrodite","self_compatible","high",0.104245696288643,"Open","actinomorphic",-0.108943243814407,0.328034930933998,-0.589550820361918,-0.627291136179971,-0.59341058810296,-0.114329018176161,-0.12716988842567,"herb","Perennial",-0.455822395865018,2
"Croomia japonica","Hermaphrodite","self_compatible","low",-0.0320266576023621,"Open","actinomorphic",-0.232444309118428,-0.16881726021662,-0.72204081412519,-0.323019463773194,-0.353927671224026,-0.666059248700018,-0.124778105993939,"herb","Perennial",-0.441325578645722,2
"Crotalaria incana","Hermaphrodite","self_compatible","medium",2.78544604262844,"Papilionaceous","zygomorphic",-0.215517767173207,-0.0839279411255594,-0.477271164630331,-0.328007523976584,-0.114444754345093,0.161536097085767,-0.124778105993939,"herb","Perennial",-0.368841492549244,11
"Crotalaria pumila","Hermaphrodite","self_compatible","high",0.741281166757892,"Papilionaceous","zygomorphic",-0.22805594639189,-0.14634655810428,-0.477271164630331,-0.278126921942686,-0.10845768142312,-0.500540179542861,-0.124778105993939,"herb","Perennial",-0.470319213084314,11
"Crotalaria sagittalis","Hermaphrodite","self_compatible","high",0.825563261457284,"Papilionaceous","zygomorphic",-0.233071218079363,-0.158830281500024,-0.724286407239821,-0.328007523976584,-0.174315483564826,-0.169502041228547,-0.124778105993939,"herb","Short lived",0.196534379003289,13
"Croton fothergillifolius","Monoecious","monoecious","none",-1.11276124921035,"Brush","actinomorphic",0.745705502785136,-0.158830281500024,-0.879232332149411,-0.672183678010479,-0.402590639484408,-0.445367156490476,-0.127767834033602,"shrub","Perennial",0.573451626704977,8
"Croton grangerioides","Monoecious","monoecious","none",-1.11276124921035,"Open","actinomorphic",0.68814668200743,-0.158830281500024,-0.477271164630331,-0.261285653235216,-0.237058508689396,-0.445367156490476,-0.127767834033602,"tree","Perennial",0.138547110126106,8
"Croton hirtus","Monoecious","monoecious","none",-1.11276124921035,"Open","actinomorphic",-0.083866885377042,-0.0964116645213036,-0.477271164630331,-0.527529932112175,-0.353927671224026,-0.456401761100953,-0.127767834033602,"herb","Short lived",-0.441325578645722,8
"Croton scouleri","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",-0.00863781006494767,-0.0215093241468385,-0.477271164630331,-0.627291136179971,-0.59341058810296,-0.39019413343809,-0.127767834033602,"tree","Perennial",0.573451626704977,6
"Croton sp. 1","Hermaphrodite","self_compatible","none",-0.546980344827023,"Open","actinomorphic",-0.0462523477209949,-0.108895387917048,-0.477271164630331,-0.38238550660669,-0.418666685883993,-0.445367156490476,-0.127767834033602,"herb","Perennial",0.138547110126106,10
"Croton sp. 2","Hermaphrodite","self_compatible","none",-0.546980344827023,"Open","actinomorphic",-0.0462523477209949,-0.108895387917048,-0.477271164630331,-0.38238550660669,-0.418666685883993,-0.445367156490476,-0.127767834033602,"herb","Perennial",0.138547110126106,10
"Cryptantha sp","Hermaphrodite","self_compatible","none",0.255367824589848,"Tube","actinomorphic",-0.119255990164781,-0.13838854484956,-0.589550820361918,-0.065268617127939,-0.0171809148001909,0.38222818929531,-0.12716988842567,"herb","Perennial",0.138547110126106,10
"Cryptocarpus pyriformis","Hermaphrodite","self_compatible","low",-0.45306463059148,"Open","actinomorphic",0.0791294444658291,-0.121379111312792,-0.364991508898744,-0.664202781685055,-0.558086857863317,-0.666059248700018,-0.128365779641535,"shrub","Perennial",-0.368841492549244,1
"Cryptotaenia canadensis","Hermaphrodite","self_compatible","high",0.0903309896526553,"Open","actinomorphic",-0.221786856782548,0.0783604630191149,-0.364991508898744,-0.627291136179971,-0.59341058810296,-0.610886225647633,-0.128365779641535,"herb","Perennial",-0.412331944207131,2
"Cryptotaenia japonica","Hermaphrodite","self_compatible","none",0.0210557280160145,"Campanulate","actinomorphic",-0.229309764313758,-0.0714442177298152,-0.836566062971408,-0.577410534146073,-0.41379840044376,-0.666059248700018,-0.128365779641535,"herb","Perennial",-0.397835126987835,10
"Cucurbita pepo","Monoecious","monoecious","none",-1.11276124921035,"Funnelform","actinomorphic",-0.232444309118428,-0.16881726021662,1.31920332707505,4.21112726110811,3.53766972805864,0.38222818929531,0.16941113310888,"herb","Short lived",-0.44712430553344,8
"Cuphea odonellii","Hermaphrodite","partially_self_compatible","medium",0.821949015939175,"Tube","actinomorphic",-0.231817400157494,-0.121379111312792,-0.701830476093504,-0.187935941838844,-0.0545740251253596,-0.610886225647633,-0.12716988842567,"herb","Short lived",-0.296357406452765,3
"Cuphea racemosa","Hermaphrodite","self_compatible","medium",1.05224310825704,"Tube","zygomorphic",-0.232444309118428,-0.133862834708536,-0.701830476093504,-0.587386654552852,-0.347940598302053,-0.610886225647633,-0.12716988842567,"herb","Short lived",-0.513809664742201,13
"Cuphea thymoides","Hermaphrodite","self_compatible","none",0.352945506101088,"Tube","actinomorphic",-0.22805594639189,-0.133862834708536,-0.701830476093504,-0.714582189739292,-0.23418621278456,-0.610886225647633,-0.125973997209804,"herb","Perennial",-0.441325578645722,10
"Cuphea viscosissima","Hermaphrodite","self_compatible","high",0.564165936992313,"Tube","zygomorphic",-0.233071218079363,-0.14634655810428,-0.701830476093504,-0.572422473942683,-0.0545740251253596,-0.610886225647633,-0.12716988842567,"herb","Short lived",-0.477567621693961,13
"Cuscuta cephalanthi","Hermaphrodite","self_compatible","none",0.130097645137971,"Open","actinomorphic",-0.209248677563866,0.328034930933998,-0.589550820361918,-0.627291136179971,-0.473669129663493,-0.58329971412144,-0.12716988842567,"herb","Short lived",-0.513809664742201,3
"Cuscuta glomerata","Hermaphrodite","self_compatible","none",0.150376546326484,"Tube","actinomorphic",-0.121481423033089,2.07575620633818,0.196406769759188,-0.303067222959635,-0.383863035833893,-0.224675064280933,-0.12716988842567,"herb","Short lived",-0.513809664742201,3
"Cyananthus delavayi","Dioecious","partially_self_compatible","none",-0.0201315559892499,"Tube","actinomorphic",-0.232444309118428,-0.16881726021662,-0.589550820361918,-0.0287239117731974,0.544133267071974,0.161536097085767,-0.109231520187693,"herb","Perennial",-0.547152344346581,4
"Cybianthus quelchii","Dioecious","dioecious","none",-1.11276124921035,"Campanulate","actinomorphic",0.424551858109506,0.328034930933998,-0.477271164630331,-0.639761286688445,-0.488636811968426,-0.710197667141927,-0.127468861229636,"shrub","Perennial",0.138547110126106,6
"Cynoglossum amabile","Hermaphrodite","self_compatible","none",0.326798318681004,"Open","actinomorphic",-0.230563582235626,-0.0964116645213036,-0.387447440045062,-0.477649330078277,-0.533539858883226,-0.279848087333319,-0.12716988842567,"herb","Short lived",-0.477567621693961,3
"Cynoglossum officinale","Hermaphrodite","self_compatible","low",0.325010252299573,"Open","actinomorphic",-0.22805594639189,-0.0464767709383269,-0.252711853167158,-0.477649330078277,-0.335966452458106,-0.610886225647633,-0.12716988842567,"herb","Short lived",-0.441325578645722,3
"Cypripedium parviflorum","Hermaphrodite","partially_self_compatible","low",0.439840786612943,"Tube","zygomorphic",-0.22805594639189,-0.16881726021662,-0.832074876742144,-0.567434413739293,3.71728191571784,-0.710197667141927,14.8190785274566,"herb","Perennial",-0.452923032421159,14
"Cyrilla racemiflora","Hermaphrodite","self_incompatible","low",-1.11156180081286,"Open","actinomorphic",1.77178363898795,0.827383866763765,-0.252711853167158,-0.527529932112175,-0.59341058810296,-0.500540179542861,-0.127767834033602,"tree","Perennial",0.602445261143568,5
"Cytisus scoparius","Hermaphrodite","partially_self_compatible","low",-1.05278882933591,"Papilionaceous","zygomorphic",-0.171634139907819,-0.121379111312792,0.51078980580763,0.0211566902607003,0.544133267071974,0.38222818929531,-0.121788377954276,"shrub","Perennial",0.138547110126106,4
"Dalea purpurea","Hermaphrodite","partially_self_compatible","low",-1.05278882933591,"Papilionaceous","zygomorphic",1.08218378196042,0.15326280339358,-0.364991508898744,-0.577410534146073,-0.46768205674152,0.216709120138153,-0.128365779641535,"herb","Perennial",-0.455822395865018,4
"Darwiniothamnus lancifolius","Hermaphrodite","self_compatible","none",-0.061542188851676,"Capitulum","actinomorphic",-0.171634139907819,-0.14634655810428,-0.701830476093504,-0.278126921942686,-0.353927671224026,-0.169502041228547,-0.0936849343814462,"shrub","Perennial",-0.00642106206685107,1
"Darwiniothamnus tenuifolius","Hermaphrodite","self_compatible","high",0.0180026929297555,"Capitulum","actinomorphic",-0.196710498345184,-0.156333536820876,-0.555866923642442,0.0460969912776492,0.0407447693136499,-0.169502041228547,-0.0936849343814462,"shrub","Perennial",0.863387971090891,1
"Dasiphora fruticosa","Hermaphrodite","partially_self_compatible","low",-0.113520831970117,"Open","actinomorphic",-0.224294492626285,-0.166320515537471,-0.497481502662017,0.175786556565783,-0.50360449427336,-0.500540179542861,-0.0769424573593346,"shrub","Perennial",-0.107898782601921,4
"Dasistoma macrophylla","Hermaphrodite","self_compatible","high",0.711981963995679,"Tube","zygomorphic",-0.230563582235626,-0.158830281500024,-0.699584882978872,-0.273138861739296,0.131025235455814,-0.39019413343809,0.0758394292647598,"herb","Perennial",-0.238370137575582,11
"Datura stramonium","Hermaphrodite","self_compatible","high",0.435944411684741,"Campanulate","actinomorphic",-0.233071218079363,-0.166320515537471,-0.0281525417039849,1.21829113907425,3.83702337415731,4.79607003348617,-0.0817260222227951,"herb","Short lived",-0.223873320356287,3
"Daucus carota","Monoecious","self_compatible","none",-1.11276124921035,"Open","zygomorphic",-0.152826871079795,1.45157003655097,0.870084704148707,-0.502589631095226,-0.563475223493093,-0.594334318731917,-0.128365779641535,"herb","Short lived",-0.441325578645722,8
"Deckenia nobilis","Monoecious","monoecious","none",-4.17903745472756,"Spike","actinomorphic",6.03476457333997,31.0379944844647,12.5471689002337,-0.727052340247766,-0.59341058810296,-0.666059248700018,1.06632954500772,"tree","Perennial",4.95149042693228,8
"Declieuxia fruticosa","Hermaphrodite","partially_self_compatible","low",0.00736578721827907,"Tube","actinomorphic",-0.212383222368537,0.265616313955277,0.420966081222361,-0.502589631095226,-0.443733765053626,-0.241226971196649,-0.128365779641535,"shrub","Perennial",-0.358693720495737,4
"Delphinium delavayi","Hermaphrodite","self_compatible","none",0.282702261314449,"Tube","zygomorphic",-0.232444309118428,-0.133862834708536,1.31920332707505,0.594783613650525,2.34025514366397,-0.445367156490476,-0.121190432346344,"herb","Perennial",-0.361593083939596,14
"Delphinium tricorne","Hermaphrodite","self_incompatible","none",0.165383703611381,"Tube","zygomorphic",-0.230563582235626,-0.0964116645213036,1.09464401561188,0.968888128904758,1.44219420536797,0.933958419819167,-0.104447955324232,"herb","Perennial",-0.521058073351849,14
"Dendropanax trifidus","Dioecious","dioecious","none",-0.763245922678935,"Open","actinomorphic",0.0791294444658291,-0.0714442177298152,-0.701830476093504,-0.722064280044376,-0.533539858883226,-0.624679481410729,-0.122386323562209,"tree","Perennial",1.44326065986272,6
"Descurainia pinnata","Hermaphrodite","self_compatible","high",3.38517024137286,"Open","actinomorphic",-0.229936673274692,-0.14634655810428,-0.252711853167158,-0.627291136179971,-0.563475223493093,-0.709094206680879,-0.112819193835288,"herb","Short lived",-0.477567621693961,3
"Descurainia sp","Hermaphrodite","self_compatible","none",0.503493016716485,"Open","actinomorphic",-0.229936673274692,-0.14634655810428,-0.746742338386139,-0.317558597944721,-0.244174468494502,-0.279848087333319,-0.112819193835288,"herb","Perennial",-0.36806095058281,10
"Desmanthus virgatus","Hermaphrodite","self_compatible","medium",0.410247967459362,"Campanulate","actinomorphic",-0.0108308045894881,-0.0964116645213036,-0.701830476093504,-0.727052340247766,-0.488636811968426,-0.373642226522374,-0.125376051601872,"shrub","Perennial",-0.296357406452765,1
"Desmodium barbatum","Hermaphrodite","self_compatible","medium",0.761376871865988,"Papilionaceous","zygomorphic",-0.196710498345184,-0.0964116645213036,-0.477271164630331,-0.552470233129124,-0.294056942004293,-0.500540179542861,-0.125376051601872,"herb","Short lived",-0.441325578645722,13
"Desmodium canadense","Hermaphrodite","self_compatible","high",0.731471514906553,"Papilionaceous","zygomorphic",-0.22805594639189,-0.133862834708536,-0.477271164630331,-0.228246319908788,0.00529670409437372,-0.500540179542861,-0.125376051601872,"herb","Perennial",-0.194879685917695,11
"Desmodium canescens","Hermaphrodite","self_compatible","high",4.28475653948951,"Papilionaceous","zygomorphic",-0.22805594639189,-0.0464767709383269,-0.477271164630331,-0.323019463773194,-0.10845768142312,-0.500540179542861,-0.125376051601872,"herb","Perennial",-0.281860589233469,11
"Desmodium cuspidatum","Hermaphrodite","self_compatible","none",0.623581443106939,"Papilionaceous","zygomorphic",-0.229309764313758,-0.0714442177298152,-0.477271164630331,-0.377888126010482,-0.174315483564826,-0.500540179542861,-0.125376051601872,"herb","Perennial",-0.412331944207131,11
"Desmodium dillenii","Hermaphrodite","self_compatible","high",0.739444930976194,"Papilionaceous","zygomorphic",-0.226802128470021,-0.0215093241468385,-0.477271164630331,-0.427768728044379,-0.23418621278456,-0.500540179542861,-0.125376051601872,"herb","Perennial",-0.441325578645722,11
