"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"316","Malvales","Cistaceae","Cistus","Species_all_Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"317","Malvales","Cistaceae","Cistus","Species_all_Cistus libanotis","Hermaphrodite","self_incompatible","none",14.3658253769772,"Open","actinomorphic",100,3,29.1,29.1,6,0.5,22,"shrub","Perennial",1.05
"318","Malvales","Cistaceae","Cistus","Species_all_Cistus monspeliensis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,15,15,8.14066562543388,0.25,21,"shrub","Perennial",0.5
"319","Malvales","Cistaceae","Cistus","Species_all_Cistus salviifolius","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",100,3,20,20,5,1,77,"shrub","Perennial",0.95
"320","Malpighiales","Euphorbiaceae","Claoxylon","Species_all_Claoxylon linostachys","Dioecious","dioecious","none",0,"Brush","actinomorphic",7857.3487827751,20,20,1.5,2.5,0.5,3,"shrub","Perennial",0.5
"321","Caryophyllales","Montiaceae","Claytonia","Species_all_Claytonia virginica","Hermaphrodite","partially_self_compatible","low",0,"Open","actinomorphic",20,10,10.5,10.5,2.5,3.5,4,"herb","Perennial",0.2
"322","Asparagales","Orchidaceae","Cleistes","Species_all_Cleistes stricta","Hermaphrodite","self_compatible","none",27.0813085703085,"Tube","zygomorphic",1,1,20,29.8976018944625,26.7094903304209,0.1,10000,"herb","Perennial",0.4
"323","Caryophyllales","Cactaceae","Cleistocactus","Species_all_Cleistocactus baumannii","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",50,15,7.19,7.19,50.02,38.61,915,"shrub","Perennial",0.5
"324","Ranunculales","Ranunculaceae","Clematis","Species_all_Clematis akebioides","Hermaphrodite","self_compatible","high",90,"Open","actinomorphic",100,5,27,27,5,9.5,142,"vine","Perennial",5.35
"325","Ranunculales","Ranunculaceae","Clematis","Species_all_Clematis apiifolia","Hermaphrodite","self_compatible","none",17.3338901831425,"Open","actinomorphic",40,40,75,16,5,4.1,58,"vine","Perennial",3
"326","Ranunculales","Ranunculaceae","Clematis","Species_all_Clematis campestris","Monoecious","monoecious","none",0,"Brush","actinomorphic",40,40,60,30,15,40,77.5,"herb","Perennial",3.5
"327","Ranunculales","Ranunculaceae","Clematis","Species_all_Clematis grata","Hermaphrodite","self_compatible","none",16.5946012081759,"Brush","actinomorphic",1000,100,60,15.5,4,5.5,6,"shrub","Perennial",2.5
"328","Ranunculales","Ranunculaceae","Clematis","Species_all_Clematis pitcheri","Hermaphrodite","self_compatible","none",19.3117987515124,"Campanulate","actinomorphic",15,1,23,23,26,25,58,"vine","Perennial",1.8
"329","Ranunculales","Ranunculaceae","Clematis","Species_all_Clematis terniflora","Hermaphrodite","self_compatible","none",17.0788346309176,"Open","actinomorphic",320,25,80,22,12.8487701702173,5.5,58,"vine","Perennial",4.5
"330","Ranunculales","Ranunculaceae","Clematis","Species_all_Clematis virginiana","Dioecious","self_compatible","none",15.4379556519766,"Open","actinomorphic",500,25,100,18,13.3204123921707,30,8,"vine","Perennial",3.3
"331","Brassicales","Cleomaceae","Cleome","Species_all_Cleome guianensis","Hermaphrodite","self_compatible","high",28.2553592580801,"Open","zygomorphic",10,5,9,9,1,5.15,14,"herb","Short lived",0.25
"332","Brassicales","Cleomaceae","Cleome","Species_all_Cleome viscosa","Dioecious","self_compatible","high",25.1216384478335,"Campanulate","actinomorphic",10,10,15,15,14.1,1.1,138.5,"herb","Short lived",1
"333","Lamiales","Lamiaceae","Clerodendrum","Species_all_Clerodendrum villosum","Hermaphrodite","self_compatible","low",20,"Tube","zygomorphic",30,30,100,22,22,42,4,"shrub","Perennial",3.25
"334","Ericales","Clethraceae","Clethra","Species_all_Clethra barbinervis","Hermaphrodite","self_compatible","none",14.006081882356,"Open","actinomorphic",2000,90,25,7,3.5,2.5,90,"tree","Perennial",5
"335","Myrtales","Melastomataceae","Clidemia","Species_all_Clidemia capitellata","Hermaphrodite","self_compatible","medium",26,"Open","actinomorphic",150,12,30,11.25,1,5,206.3,"shrub","Perennial",2
"336","Lamiales","Lamiaceae","Clinopodium","Species_all_Clinopodium megalanthum","Hermaphrodite","self_compatible","high",30.4025711161496,"Tube","zygomorphic",75,75,35,12,17.5,13,4,"herb","Perennial",0.35
"337","Lamiales","Lamiaceae","Clinopodium","Species_all_Clinopodium repens","Hermaphrodite","self_compatible","high",30.3959025179904,"Tube","zygomorphic",75,75,20,4,7,7,4,"herb","Perennial",0.175
"338","Malpighiales","Clusiaceae","Clusia","Species_all_Clusia grandiflora","Dioecious","dioecious","none",0,"Open","actinomorphic",100,3,95,95,4.19788551309124,0.1,25,"tree","Perennial",5
"339","Malpighiales","Clusiaceae","Clusia","Species_all_Clusia pusilla","Dioecious","dioecious","none",0,"Open","actinomorphic",100,1,50,50,1.27313930191653,0.1,25,"shrub","Perennial",2.5
"340","Malpighiales","Euphorbiaceae","Cnidoscolus","Species_all_Cnidoscolus urens","Monoecious","monoecious","none",0,"Tube","actinomorphic",25,5,50,12.5,7.5,0.8,3,"herb","Perennial",0.65
"341","Caryophyllales","Polygonaceae","Coccoloba","Species_all_Coccoloba guaranitica","Hermaphrodite","self_compatible","none",17.9938141586853,"Open","actinomorphic",1847.71856112902,30,25,14.0820556876449,8.9875067285849,0.5,1,"herb","Perennial",1.90788827900158
"342","Brassicales","Brassicaceae","Cochlearia","Species_all_Cochlearia groenlandica","Hermaphrodite","self_compatible","none",25.4483088866347,"Open","actinomorphic",300,10,15,4.5,1.1,0.15,15,"herb","Short lived",0.17
"343","Asterales","Campanulaceae","Codonopsis","Species_all_Codonopsis convolvulacea","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",20,1,45,45,10,1,250,"vine","Perennial",0.5
"344","Asterales","Campanulaceae","Codonopsis","Species_all_Codonopsis lanceolata","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",40,1,27.5,27.5,30,10,250,"vine","Perennial",0.75
"345","Gentianales","Rubiaceae","Coffea","Species_all_Coffea arabica","Hermaphrodite","self_compatible","low",15.7231141617877,"Tube","actinomorphic",5000,300,60,14.1,9.1,7,2,"tree","Perennial",6.5
"346","Gentianales","Rubiaceae","Coffea","Species_all_Coffea macrocarpa","Hermaphrodite","self_incompatible","none",15.9035246719638,"Tube","actinomorphic",40,40,30,6.5,6.5,7,2,"shrub","Perennial",1.75
"347","Gentianales","Rubiaceae","Coffea","Species_all_Coffea mauritiana","Hermaphrodite","self_incompatible","none",12.579973153009,"Open","actinomorphic",50,10,15,13.174908939518,7.38042572963906,7,2,"tree","Perennial",4.5
"348","Scrophulariales","Bignoniaceae","Colea","Species_all_Colea seychellarum","Hermaphrodite","self_compatible","none",20.9747719443987,"Tube","zygomorphic",2500,15,40,40,30,30,100,"tree","Perennial",9
"349","Lamiales","Plantaginaceae","Collinsia","Species_all_Collinsia verna","Hermaphrodite","self_compatible","medium",44,"Tube","zygomorphic",10,10,35,7.5,9,9.5,4,"herb","Short lived",2.6
"350","Santalales","Santalaceae","Comandra","Species_all_Comandra umbellata","Hermaphrodite","partially_self_compatible","low",5,"Tube","actinomorphic",40,40,30,5,5,1.2,2.5,"herb","Perennial",0.25
"351","Lamiales","Lamiaceae","Comanthosphace","Species_all_Comanthosphace stellipila","Hermaphrodite","self_compatible","none",26.2571847097315,"Tube","actinomorphic",75,75,20,4,8.5,15,4,"herb","Perennial",4.25
"352","Rosales","Rhamnaceae","Condalia","Species_all_Condalia microphylla","Hermaphrodite","self_compatible","none",16.3350278037217,"Open","actinomorphic",2000,15,10,2.55,3.49023264664884,1.05,1,"shrub","Perennial",1
"353","Asterales","Asteraceae","Conoclinium","Species_all_Conoclinium coelestinum","Hermaphrodite","self_compatible","none",17.2805110126104,"Capitulum","actinomorphic",200,15,50.5,50.5,7.9,4.2,70,"herb","Perennial",0.375
"354","Solanales","Convolvulaceae","Convolvulus","Species_all_Convolvulus althaeoides","Hermaphrodite","self_incompatible","none",17.4889278318068,"Campanulate","actinomorphic",50,1,22.5,22.5,17.5,7.5,4,"herb","Perennial",1
"355","Solanales","Convolvulaceae","Convolvulus","Species_all_Convolvulus arvensis","Hermaphrodite","self_incompatible","none",17.48851711887,"Campanulate","actinomorphic",20,1,22.5,22.5,15,10,4,"herb","Perennial",1.25
"356","Boraginales","Boraginaceae","Cordia","Species_all_Cordia leucophlyctis","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",100,10,40,9.71,7.38,1.6,4,"shrub","Perennial",1.75
"357","Boraginales","Boraginaceae","Cordia","Species_all_Cordia lutea","Hermaphrodite","self_compatible","low",4,"Campanulate","actinomorphic",250,20,150,30,24.63,10.1,4,"tree","Perennial",4.5
"358","Boraginales","Boraginaceae","Cordia","Species_all_Cordia sp.","Hermaphrodite","self_compatible","none",20.8879313097139,"Open","actinomorphic",175,20,90,16.004762478783,12.0812527481557,5.5,4,"herb","Perennial",3.5
"359","Asterales","Asteraceae","Coreopsis","Species_all_Coreopsis palmata","Hermaphrodite","self_incompatible","low",16.349685381179,"Capitulum","actinomorphic",3,3,38,38,11,6.7,90,"herb","Perennial",0.1
"360","Asterales","Asteraceae","Coreopsis","Species_all_Coreopsis tripteris","Hermaphrodite","self_incompatible","none",14.1452465547848,"Capitulum","actinomorphic",15,3,67.5,67.5,14.1,3.5,60,"herb","Perennial",1.65
"361","Cornales","Cornaceae","Cornus","Species_all_Cornus amomum","Hermaphrodite","self_incompatible","none",10.0965876115318,"Open","actinomorphic",4000,100,100,10,7.3456782655031,3.4,2,"shrub","Perennial",3
"362","Cornales","Cornaceae","Cornus","Species_all_Cornus florida","Hermaphrodite","self_incompatible","low",11.088810094969,"Tube","actinomorphic",10000,3,15,3,3,3.5,2,"tree","Perennial",7.5
"363","Cornales","Cornaceae","Cornus","Species_all_Cornus macrophylla","Hermaphrodite","self_incompatible","none",2.78008231403072,"Open","actinomorphic",70000,100,120,8.5,2,4.5,2,"tree","Perennial",13.5
"364","Cornales","Cornaceae","Cornus","Species_all_Cornus oblonga","Hermaphrodite","self_incompatible","none",6.2400892687017,"Open","actinomorphic",28000,100,100,8,1,2.65,2,"tree","Perennial",8
"365","Asterales","Argophyllaceae","Corokia","Species_all_Corokia cotoneaster","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",200,15,6.5,6.5,1,1.5,1.2,"shrub","Perennial",1
"366","Ranunculales","Papaveraceae","Corydalis","Species_all_Corydalis incisa","Hermaphrodite","self_compatible","low",21,"Tube","zygomorphic",30,30,30,5.5,15,2.5,15.5,"herb","Short lived",0.3
"367","Ranunculales","Papaveraceae","Corydalis","Species_all_Corydalis pallida","Hermaphrodite","self_compatible","high",27.8536809545165,"Tube","zygomorphic",30,30,30,5,15,3.5,15,"herb","Short lived",0.33
"368","Asterales","Asteraceae","Craspedia","Species_all_Craspedia sp.","Hermaphrodite","self_incompatible","none",14.5833218432527,"Capitulum","actinomorphic",16.231219600304,1,17.5,23.1768932262832,12.3657348410406,0.5,120,"herb","Perennial",0.45
"369","Asterales","Asteraceae","Craspedia","Species_all_Craspedia uniflora","Hermaphrodite","self_incompatible","none",16.1486143103824,"Capitulum","actinomorphic",5,1,27.5,27.5,27.5,2,120,"herb","Short lived",0.45
"370","Rosales","Rosaceae","Crataegus","Species_all_Crataegus coccinea","Hermaphrodite","self_compatible","none",10.5568060700582,"Open","actinomorphic",10000,30,150,18.5,5,8,2,"tree","Perennial",9.5
"371","Rosales","Rosaceae","Crataegus","Species_all_Crataegus crus-galli","Hermaphrodite","self_compatible","high",12.920428305815,"Open","actinomorphic",14000,50,150,10,2.5,8,4,"tree","Perennial",7.5
"372","Rosales","Rosaceae","Crataegus","Species_all_Crataegus mollis","Hermaphrodite","self_compatible","none",5.49622077115739,"Open","actinomorphic",1e+05,50,150,22.5,5.41739355979369,8,2,"tree","Perennial",9.1
"373","Gentianales","Rubiaceae","Craterispermum","Species_all_Craterispermum microdon","Hermaphrodite","self_compatible","none",16.4152677593179,"Tube","actinomorphic",200,15,25,4.5,5.5,4.5,2,"shrub","Perennial",7.5
"374","Asterales","Asteraceae","Crepidiastrum","Species_all_Crepidiastrum denticulatum","Hermaphrodite","self_compatible","none",18.5019118201838,"Open","actinomorphic",135,15,15,15,8.2,5,16,"herb","Short lived",0.75
"375","Asterales","Asteraceae","Crepidiastrum","Species_all_Crepidiastrum lanceolatum","Hermaphrodite","self_incompatible","none",17.0363419832973,"Capitulum","actinomorphic",30,30,15,15,10,5,10,"herb","Perennial",0.15
"376","Asterales","Asteraceae","Crepis","Species_all_Crepis capillaris","Hermaphrodite","self_incompatible","none",16.2834732332123,"Capitulum","actinomorphic",50,10,15,15,10,5,40,"herb","Short lived",0.6
"377","Asterales","Asteraceae","Crepis","Species_all_Crepis paludosa","Hermaphrodite","self_incompatible","none",15.6154163393944,"Campanulate","actinomorphic",15,15,20,20,3.5,6,40,"herb","Perennial",0.625
"378","Apiales","Apiaceae","Crthitmum","Species_all_Crithmum maritimum","Hermaphrodite","self_compatible","high",20.0456611361111,"Open","actinomorphic",1000,200,15,3,1,5.5,4,"herb","Perennial",0.45
"379","Pandanales","Stemonaceae","Croomia","Species_all_Croomia japonica","Hermaphrodite","self_compatible","low",17.5810557391173,"Open","actinomorphic",15,1,9.1,9.1,5,0.5,8,"herb","Perennial",0.5
"380","Fabales","Fabaceae","Crotalaria","Species_all_Crotalaria incana","Hermaphrodite","self_compatible","medium",65,"Papilionaceous","zygomorphic",150,35,20,9,9,8,8,"herb","Perennial",0.75
"381","Fabales","Fabaceae","Crotolaria","Species_all_Crotalaria pumila","Hermaphrodite","self_compatible","high",30.8994300650004,"Papilionaceous","zygomorphic",50,10,20,10,9.1,2,8,"herb","Perennial",0.4
"382","Fabales","Fabaceae","Crotalaria","Species_all_Crotalaria sagittalis","Hermaphrodite","self_compatible","high",32.2885037427046,"Papilionaceous","zygomorphic",10,5,9,9,8,5,8,"herb","Short lived",2.7
"383","Malpighiales","Euphorbiaceae","Croton","Species_all_Croton fothergillifolius","Monoecious","monoecious","none",0,"Brush","actinomorphic",8356.64952441796,5,2.1,2.1,4.25786612615698,2.5,3,"shrub","Perennial",4
"384","Malpighiales","Euphorbiaceae","Croton","Species_all_Croton grangerioides","Monoecious","monoecious","none",0,"Open","actinomorphic",7796.59104783849,5,20,10.4514553058149,7.13678704291077,2.5,3,"tree","Perennial",2.5
"385","Malpighiales","Euphorbiaceae","Croton","Species_all_Croton hirtus","Monoecious","monoecious","none",0,"Open","actinomorphic",1200,30,20,5,5,2.4,3,"herb","Short lived",0.5
"386","Malpighiales","Euphorbiaceae","Croton","Species_all_Croton scouleri","Dioecious","dioecious","none",0,"Open","actinomorphic",1800,60,20,3,1,3,3,"tree","Perennial",4
"387","Malpighiales","Euphorbiaceae","Croton","Species_all_Croton sp. 1","Hermaphrodite","self_compatible","none",9.41540577697405,"Open","actinomorphic",1500,25,20,7.93811439144902,4.06606182045667,2.5,3,"herb","Perennial",2.5
"388","Malpighiales","Euphorbiaceae","Croton","Species_all_Croton sp. 2","Hermaphrodite","self_compatible","none",9.41540577697405,"Open","actinomorphic",1500,25,20,7.93811439144902,4.06606182045668,2.5,3,"herb","Perennial",2.5
"389","Boraginales","Boraginaceae","Cryptantha","Species_all_Cryptantha sp","Hermaphrodite","self_compatible","none",22.5598594741324,"Tube","actinomorphic",928.537215408525,15.0254169807111,15,14.3150940335645,10.6940819239763,10,4,"herb","Perennial",2.5
"390","Caryophyllales","Nyctaginaceae","Cryptocarpus","Species_all_Cryptocarpus pyriformis","Hermaphrodite","self_compatible","low",11,"Open","actinomorphic",2500,20,25,2.26,1.59,0.5,2,"shrub","Perennial",0.75
"391","Apiales","Apiaceae","Cryptotaenia","Species_all_Cryptotaenia canadensis","Hermaphrodite","self_compatible","high",19.7743123072272,"Open","actinomorphic",100,100,25,3,1,1,2,"herb","Perennial",0.6
"392","Apiales","Apiaceae","Cryptotaenia","Species_all_Cryptotaenia japonica","Hermaphrodite","self_compatible","none",18.6378723175349,"Campanulate","actinomorphic",40,40,4,4,4,0.5,2,"herb","Perennial",0.65
"393","Cucurbitales","Cucurbitaceae","Cucurbita","Species_all_Cucurbita pepo","Monoecious","monoecious","none",0,"Funnelform","actinomorphic",15,1,100,100,70,10,500,"herb","Short lived",0.48
"394","Myrtales","Lythraceae","Cuphea","Species_all_Cuphea odonellii","Hermaphrodite","partially_self_compatible","medium",32.26,"Tube","actinomorphic",20,20,10,11.7793137774766,10,1,4,"herb","Short lived",1
"395","Myrtales","Lythraceae","Cuphea","Species_all_Cuphea racemosa","Hermaphrodite","self_compatible","medium",36.1,"Tube","zygomorphic",15,15,10,3.8,5.1,1,4,"herb","Short lived",0.25
"396","Myrtales","Lythraceae","Cuphea","Species_all_Cuphea thymoides","Hermaphrodite","self_compatible","none",24.0596224769989,"Tube","actinomorphic",50,15,10,1.25,7,1,6,"herb","Perennial",0.5
"397","Myrtales","Lythraceae","Cuphea","Species_all_Cuphea viscosissima","Hermaphrodite","self_compatible","high",27.6468545939097,"Tube","zygomorphic",10,10,10,4.1,10,1,4,"herb","Short lived",0.375
"398","Solanales","Convolvulaceae","Cuscuta","Species_all_Cuscuta cephalanthi","Hermaphrodite","self_compatible","none",20.7690298917798,"Open","actinomorphic",200,200,15,3,3,1.25,4,"herb","Short lived",0.25
"399","Solanales","Convolvulaceae","Cuscuta","Species_all_Cuscuta glomerata","Hermaphrodite","self_compatible","none",21.453078766402,"Tube","actinomorphic",900,900,50,9.5,4.5,4.5,4,"herb","Short lived",0.25
"400","Asterales","Campanulaceae","Cyananthus","Species_all_Cyananthus delavayi","Dioecious","partially_self_compatible","none",17.7443252446399,"Tube","actinomorphic",15,1,15,15,20,8,34,"herb","Perennial",0.135
"401","Ericales","Primulaceae","Cybianthus","Species_all_Cybianthus quelchii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",5544.24680664862,200,20,2.75,2.75,0.1,3.5,"shrub","Perennial",2.5
"402","Boraginales","Boraginaceae","Cynoglossum","Species_all_Cynoglossum amabile","Hermaphrodite","self_compatible","none",23.5182890093301,"Open","actinomorphic",30,30,24,6,2,4,4,"herb","Short lived",0.375
"403","Boraginales","Boraginaceae","Cynoglossum","Species_all_Cynoglossum officinale","Hermaphrodite","self_compatible","low",23.5178652824557,"Open","actinomorphic",50,50,30,6,5.3,1,4,"herb","Short lived",0.5
"404","Asparagales","Orchidaceae","Cypripedium","Species_all_Cypripedium parviflorum","Hermaphrodite","partially_self_compatible","low",27.4115619051911,"Tube","zygomorphic",50,1,4.2,4.2,73,0.1,25000,"herb","Perennial",0.46
"405","Ericales","Cyrillaceae","Cyrilla","Species_all_Cyrilla racemiflora","Hermaphrodite","self_incompatible","low",0.02,"Open","actinomorphic",16000,400,30,5,1,2,3,"tree","Perennial",4.1
"406","Fabales","Fabaceae","Cytisus","Species_all_Cytisus scoparius","Hermaphrodite","partially_self_compatible","low",1,"Papilionaceous","zygomorphic",500,20,64,16,20,10,13,"shrub","Perennial",2.5
"407","Fabales","Fabaceae","Dalea","Species_all_Dalea purpurea","Hermaphrodite","partially_self_compatible","low",1,"Papilionaceous","zygomorphic",10500,130,25,4,3.1,8.5,2,"herb","Perennial",0.45
"408","Asterales","Asteraceae","Darwiniothamnus","Species_all_Darwiniothamnus lancifolius","Hermaphrodite","self_compatible","none",16.6224776536941,"Capitulum","actinomorphic",500,10,10,10,5,5,60,"shrub","Perennial",2
"409","Asterales","Asteraceae","Darwiniothamnus","Species_all_Darwiniothamnus tenuifolius","Hermaphrodite","self_compatible","high",18.0015431606968,"Capitulum","actinomorphic",300,6,16.5,16.5,11.5147910712099,5,60,"shrub","Perennial",5
"410","Rosales","Rosaceae","Dasiphora","Species_all_Dasiphora fruticosa","Hermaphrodite","partially_self_compatible","low",16.2512531355528,"Open","actinomorphic",80,2,19.1,19.1,2.5,2,88,"shrub","Perennial",1.65
"411","Lamiales","Orobanchaceae","Dasistoma","Species_all_Dasistoma macrophylla","Hermaphrodite","self_compatible","high",30.4726759751079,"Tube","zygomorphic",30,5,10.1,10.1,13.1,3,339.239689483685,"herb","Perennial",1.2
"412","Solanales","Solanaceae","Datura","Species_all_Datura stramonium","Hermaphrodite","self_compatible","high",26.5340501307636,"Campanulate","actinomorphic",10,2,40,40,75,50,80,"herb","Short lived",1.25
"413","Apiales","Apiaceae","Daucus","Species_all_Daucus carota","Monoecious","self_compatible","none",0,"Open","zygomorphic",650,650,80,5.5,1.5,1.15,2,"herb","Short lived",0.5
"414","Arecales","Arecaceae","Deckenia","Species_all_Deckenia nobilis","Monoecious","monoecious","none",0,"Spike","actinomorphic",50000,12500,600,1,1,0.5,2000,"tree","Perennial",19.1
"415","Gentianales","Rubiaceae","Declieuxia","Species_all_Declieuxia fruticosa","Hermaphrodite","partially_self_compatible","low",18.5391792657479,"Tube","actinomorphic",175,175,60,5.5,3.5,4.35,2,"shrub","Perennial",0.785
"416","Ranunculales","Ranunculaceae","Delphinium","Species_all_Delphinium delavayi","Hermaphrodite","self_compatible","none",23.5735860004804,"Tube","zygomorphic",15,15,100,27.5,50,2.5,14,"herb","Perennial",0.775
"417","Ranunculales","Ranunculaceae","Delphinium","Species_all_Delphinium tricorne","Hermaphrodite","self_incompatible","none",21.5718598610325,"Tube","zygomorphic",30,30,90,35,35,15,42,"herb","Perennial",0.225
"418","Apiales","Araliaceae","Dendropanax","Species_all_Dendropanax trifidus","Dioecious","dioecious","none",5.98809456957506,"Open","actinomorphic",2500,40,10,1.1,2,0.875,12,"tree","Perennial",7
"419","Brassicales","Brassicaceae","Descurainia","Species_all_Descurainia pinnata","Hermaphrodite","self_compatible","high",75,"Open","actinomorphic",35,10,30,3,1.5,0.11,28,"herb","Short lived",0.375
"420","Brassicales","Brassicaceae","Descurainia","Species_all_Descurainia sp","Hermaphrodite","self_compatible","none",26.2671100413535,"Open","actinomorphic",35,10,8,9.4602889105967,7.1744898694743,4,28,"herb","Perennial",0.746080055598462
"421","Fabales","Fabaceae","Desmanthus","Species_all_Desmanthus virgatus","Hermaphrodite","self_compatible","medium",25.1810487149687,"Campanulate","actinomorphic",1923.29489486336,30,10,1,2.75,3.15,7,"shrub","Perennial",1
"422","Fabales","Fabaceae","Desmodium","Species_all_Desmodium barbatum","Hermaphrodite","self_compatible","medium",31.25,"Papilionaceous","zygomorphic",300,30,20,4.5,6,2,7,"herb","Short lived",0.5
"423","Fabales","Fabaceae","Desmodium","Species_all_Desmodium canadense","Hermaphrodite","self_compatible","high",30.7562070866282,"Papilionaceous","zygomorphic",50,15,20,11,11,2,7,"herb","Perennial",1.35
"424","Fabales","Fabaceae","Desmodium","Species_all_Desmodium canescens","Hermaphrodite","self_compatible","high",90,"Papilionaceous","zygomorphic",50,50,20,9.1,9.1,2,7,"herb","Perennial",1.05
"425","Fabales","Fabaceae","Desmodium","Species_all_Desmodium cuspidatum","Hermaphrodite","self_compatible","none",28.9567600831894,"Papilionaceous","zygomorphic",40,40,20,8,8,2,7,"herb","Perennial",0.6
"426","Fabales","Fabaceae","Desmodium","Species_all_Desmodium dillenii","Hermaphrodite","self_compatible","high",30.8633867339182,"Papilionaceous","zygomorphic",60,60,20,7,7,2,7,"herb","Perennial",0.5
"427","Fabales","Fabaceae","Desmodium","Species_all_Desmodium grandiflorum","Hermaphrodite","self_compatible","high",30.8621856042445,"Papilionaceous","zygomorphic",80,80,20,4.5,8,2,7,"herb","Perennial",0.5
"428","Fabales","Fabaceae","Desmodium","Species_all_Desmodium hookerianum","Hermaphrodite","self_compatible","high",29.8717917753124,"Papilionaceous","zygomorphic",80,80,15,2,3.75,0.5,10,"shrub","Perennial",0.9
"429","Fabales","Fabaceae","Desmodium","Species_all_Desmodium illinoense","Hermaphrodite","self_compatible","high",30.7012323100981,"Papilionaceous","zygomorphic",90,15,20,8,8,2,7,"herb","Perennial",1.5
"430","Fabales","Fabaceae","Desmodium","Species_all_Desmodium marilandicum","Hermaphrodite","self_compatible","high",30.7374880350051,"Papilionaceous","zygomorphic",80,80,20,1.1,5,2,7,"herb","Perennial",1
"431","Fabales","Fabaceae","Desmodium","Species_all_Desmodium paniculatum","Hermaphrodite","self_compatible","high",30.8208670365027,"Papilionaceous","zygomorphic",80,8,20,6,5.1,2,5,"herb","Perennial",0.85
"432","Fabales","Fabaceae","Desmodium","Species_all_Desmodium sessilifolium","Hermaphrodite","self_compatible","high",30.7567186992369,"Papilionaceous","zygomorphic",80,15,20,4.3,6,1,4,"herb","Perennial",1.05
"433","Cornales","Hydrangeaceae","Deutzia","Species_all_Deutzia crenata","Hermaphrodite","self_compatible","none",14.3582367581864,"Campanulate","actinomorphic",1600,60,45,14.1,8,8,87.7356182689138,"shrub","Perennial",2.5
"434","Cornales","Hydrangeaceae","Deutzia","Species_all_Deutzia maximowicziana","Hermaphrodite","self_compatible","none",14.221818105088,"Campanulate","actinomorphic",1600,60,50,17.5,1.35,8,79.3407255864225,"shrub","Perennial",2.5
"435","Cornales","Hydrangeaceae","Deutzia","Species_all_Deutzia naseana","Hermaphrodite","self_compatible","none",14.5008474820265,"Campanulate","actinomorphic",1600,60,75,14.1,15,7.7,138.43154628085,"shrub","Perennial",1
"436","Caryophyllales","Caryophyllaceae","Dianthus","Species_all_Dianthus armeria","Hermaphrodite","self_compatible","high",24.6995917110128,"Open","actinomorphic",15,2,10.5,10.5,10,10,93,"herb","Short lived",0.45
"437","Caryophyllales","Caryophyllaceae","Dianthus","Species_all_Dianthus caryophyllus","Hermaphrodite","partially_self_compatible","low",22.5650719583089,"Tube","actinomorphic",15,2,45,45,16.1159329068713,10,97.5,"herb","Perennial",0.4
"438","Ericales","Diapensiaceae","Diapensia","Species_all_Diapensia lapponica","Hermaphrodite","self_compatible","low",19.7924502446206,"Campanulate","actinomorphic",50,1,14.1,14.1,9.1,3,240,"shrub","Perennial",0.04
"439","Ranunculales","Papaveraceae","Dicentra","Species_all_Dicentra cucullaria","Hermaphrodite","self_incompatible","none",22.7436840360716,"Tube","zygomorphic",30,5,15,15,17.5,2.1,6,"herb","Perennial",0.2
"440","Lamiales","Plantaginaceae","Digitalis","Species_all_Digitalis purpurea","Hermaphrodite","partially_self_compatible","none",0,"Campanulate","zygomorphic",40,40,120,32,45,36.5,264,"herb","Short lived",0.7
"441","Poales","Poaceae","Digitaria","Species_all_Digitaria ciliaris","Hermaphrodite","self_compatible","high",28.0349578234217,"Open","zygomorphic",400,400,0.8,0.8,2.1,0.1,1,"herb","Short lived",0.55
"442","Lamiales","Bignoniaceae","Digomphia","Species_all_Digomphia laurifolia","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",10,3,40,40,40,35,902.116796299906,"herb","Perennial",1.42704283865764
"443","Dilleniales","Dilleniaceae","Dillenia","Species_all_Dillenia ferruginea","Hermaphrodite","partially_self_compatible","none",7.58576709396019,"Open","actinomorphic",50,5,50,50,55,4.5,12,"tree","Perennial",12
"444","Dilleniales","Dilleniaceae","Dillenia","Species_all_Dillenia suffruticosa","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",800,15,110,110,28.1173655048163,10,57.5,"shrub","Perennial",8
"445","Gentianales","Rubiaceae","Diodella","Species_all_Diodella radula","Monoecious","monoecious","none",0,"Tube","actinomorphic",60,5,30,5,8,7,351.827530319799,"herb","Perennial",0.8
