"","db","query","family"
"2288","ncbi","1489",NA
"2289","ncbi","488",NA
"2290","ncbi","643","Chrysobalanaceae"
"2291","ncbi","1136",NA
"2292","ncbi","1118","Euphorbiaceae"
"2293","ncbi","2179","Rubiaceae"
"2294","ncbi","1577","Asteraceae"
"2295","ncbi","1137",NA
"2296","ncbi","1104","Euphorbiaceae"
"2297","ncbi","1716","Solanaceae"
"2298","ncbi","2440","Rubiaceae"
"2299","ncbi","1691","Fabaceae"
"2300","ncbi","1582",NA
"2301","ncbi","927","Caprifoliaceae"
"2302","ncbi","2212","Polygonaceae"
"2303","ncbi","2150","Asteraceae"
"2304","ncbi","2239",NA
"2305","ncbi","121","Amaryllidaceae"
"2306","ncbi","299","Asteraceae"
"2307","ncbi","155","Asteraceae"
"2308","ncbi","2885","Ranunculaceae"
"2309","ncbi","2274",NA
"2310","ncbi","661",NA
"2311","ncbi","308","Asteraceae"
"2312","ncbi","1464","Balsaminaceae"
"2313","ncbi","2244","Rosaceae"
"2314","ncbi","2668","Caryophyllaceae"
"2315","ncbi","54","Campanulaceae"
"2316","ncbi","650","Ranunculaceae"
"2317","ncbi","866",NA
"2318","ncbi","1634","Asteraceae"
"2319","ncbi","1525","Juncaceae"
"2320","ncbi","111","Amaryllidaceae"
"2321","ncbi","2177","Apiaceae"
"2322","ncbi","2216","Polygonaceae"
"2323","ncbi","726","Campanulaceae"
"2324","ncbi","2525","Asteraceae"
"2325","ncbi","2824",NA
"2326","ncbi","231",NA
"2327","ncbi","1510",NA
"2328","ncbi","1916","Lamiaceae"
"2329","ncbi","1017",NA
"2330","ncbi","2802",NA
"2331","ncbi","1215","Gentianaceae"
"2332","ncbi","2067","Orobanchaceae"
"2333","ncbi","53","Campanulaceae"
"2334","ncbi","1790","Lamiaceae"
"2335","ncbi","926","Caprifoliaceae"
"2336","ncbi","2247","Rosaceae"
"2337","ncbi","2064","Orobanchaceae"
"2338","ncbi","842","Boraginaceae"
"2339","ncbi","965","Asteraceae"
"2340","ncbi","2123","Lamiaceae"
"2341","ncbi","519","Asteraceae"
"2342","ncbi","2674","Caryophyllaceae"
"2343","ncbi","292","Asteraceae"
"2344","ncbi","1629","Asteraceae"
"2345","ncbi","2275","Primulaceae"
"2346","ncbi","2751","Rosaceae"
"2347","ncbi","327",NA
"2348","ncbi","1213",NA
"2349","ncbi","1969","Lamiaceae"
"2350","ncbi","1183","Lamiaceae"
"2351","ncbi","169","Ranunculaceae"
"2352","ncbi","2975","Ranunculaceae"
"2353","ncbi","837","Campanulaceae"
"2354","ncbi","2319","Caprifoliaceae"
"2355","ncbi","2053","Orobanchaceae"
"2356","ncbi","2502","Lamiaceae"
"2357","ncbi","1817","Boraginaceae"
"2358","ncbi","2218","Polygonaceae"
"2359","ncbi","1232",NA
"2360","ncbi","304","Asteraceae"
"2361","ncbi","307","Asteraceae"
"2362","ncbi","1122","Orobanchaceae"
"2363","ncbi","1289","Gentianaceae"
"2364","ncbi","110","Amaryllidaceae"
"2365","ncbi","2957",NA
"2366","ncbi","2889","Ranunculaceae"
"2367","ncbi","55","Campanulaceae"
"2368","ncbi","2910","Fabaceae"
"2369","ncbi","29","Asteraceae"
"2370","ncbi","221","Asteraceae"
"2371","ncbi","2054","Orobanchaceae"
"2372","ncbi","1359","Cucurbitaceae"
"2373","ncbi","2055","Orobanchaceae"
"2374","ncbi","1640","Liliaceae"
"2375","ncbi","690","Ranunculaceae"
"2376","ncbi","1266","Asteraceae"
"2377","ncbi","1631","Asteraceae"
"2378","ncbi","2065","Orobanchaceae"
"2379","ncbi","716","Lamiaceae"
"2380","ncbi","2121","Lamiaceae"
"2381","ncbi","1948",NA
"2382","ncbi","98",NA
"2383","ncbi","1684",NA
"2384","ncbi","2567","Asteraceae"
"2385","ncbi","1149","Frankeniaceae"
"2386","ncbi","1112","Euphorbiaceae"
"2387","ncbi","2084","Apocynaceae"
"2388","ncbi","1583",NA
"2389","ncbi","236","Asteraceae"
"2390","ncbi","1311",NA
"2391","ncbi","600","Apocynaceae"
"2392","ncbi","2522",NA
"2393","ncbi","1688","Fabaceae"
"2394","ncbi","1905","Asteraceae"
"2395","ncbi","2033","Brassicaceae"
"2396","ncbi","558","Heliotropiaceae"
"2397","ncbi","1581",NA
"2398","ncbi","281",NA
"2399","ncbi","599","Apocynaceae"
"2400","ncbi","1541","Plantaginaceae"
"2401","ncbi","337","Campanulaceae"
"2402","ncbi","619",NA
"2403","ncbi","796","Apiaceae"
"2404","ncbi","1154","Iridaceae"
"2405","ncbi","2378","Resedaceae"
"2406","ncbi","2730",NA
"2407","ncbi","2673","Caryophyllaceae"
"2408","ncbi","372","Chenopodiaceae"
"2409","ncbi","336",NA
"2410","ncbi","2612",NA
"2411","ncbi","2626",NA
"2412","ncbi","2858","Malvaceae"
"2413","ncbi","932","Rhamnaceae"
"2414","ncbi","1787","Brassicaceae"
"2415","ncbi","2692","Iridaceae"
"2416","ncbi","64",NA
"2417","ncbi","2108","Hydrophyllaceae"
"2418","ncbi","326","Fabaceae"
"2419","ncbi","1514","Solanaceae"
"2420","ncbi","1616",NA
"2421","ncbi","1989","Oxalidaceae"
"2422","ncbi","1854","Montiaceae"
"2423","ncbi","2083","Asteraceae"
"2424","ncbi","1668",NA
"2425","ncbi","1435",NA
"2426","ncbi","1013",NA
"2427","ncbi","319","Fabaceae"
"2428","ncbi","447","Montiaceae"
"2429","ncbi","3120",NA
"2430","ncbi","556","Vitaceae"
"2431","ncbi","2296","Rosaceae"
"2432","ncbi","2913","Malvaceae"
"2433","ncbi","1","Caprifoliaceae"
"2434","ncbi","367","Berberidaceae"
"2435","ncbi","369",NA
"2436","ncbi","1606","Fabaceae"
"2437","ncbi","3066","Plantaginaceae"
"2438","ncbi","1748","Rosaceae"
"2439","ncbi","2130","Rosaceae"
"2440","ncbi","1680",NA
"2441","ncbi","2396",NA
"2442","ncbi","2842","Oleaceae"
"2443","ncbi","340",NA
"2444","ncbi","1898","Berberidaceae"
"2445","ncbi","2152","Ericaceae"
"2446","ncbi","491","Bignoniaceae"
"2447","ncbi","3068","Adoxaceae"
"2448","ncbi","2397",NA
"2449","ncbi","666",NA
"2450","ncbi","1722","Ericaceae"
"2451","ncbi","2406","Anacardiaceae"
"2452","ncbi","2914","Malvaceae"
"2453","ncbi","984","Thymelaeaceae"
"2454","ncbi","3019",NA
"2455","ncbi","683","Rutaceae"
"2456","ncbi","3069","Adoxaceae"
"2457","ncbi","1509","Iteaceae"
"2458","ncbi","1637","Oleaceae"
"2459","ncbi","1153","Oleaceae"
"2460","ncbi","2327","Rosaceae"
"2461","ncbi","1371","Malvaceae"
"2462","ncbi","893",NA
"2463","ncbi","990","Elaeagnaceae"
"2464","ncbi","2764","Rosaceae"
"2465","ncbi","2326","Rosaceae"
"2466","ncbi","684","Fabaceae"
"2467","ncbi","2205",NA
"2468","ncbi","2767","Orchidaceae"
"2469","ncbi","2295",NA
"2470","ncbi","2760","Rosaceae"
"2471","ncbi","1988","Oxalidaceae"
"2472","ncbi","2809","Theaceae"
"2473","ncbi","2395","Ericaceae"
"2474","ncbi","2828",NA
"2475","ncbi","1662","Asparagaceae"
"2476","ncbi","898","Hydrangeaceae"
"2477","ncbi","75",NA
"2478","ncbi","1456","Salicaceae"
"2479","ncbi","1495","Iridaceae"
"2480","ncbi","328","Fabaceae"
"2481","ncbi","3103","Violaceae"
"2482","ncbi","3",NA
"2483","ncbi","901","Hydrangeaceae"
"2484","ncbi","2427",NA
"2485","ncbi","2765",NA
"2486","ncbi","651","Lauraceae"
"2487","ncbi","1085",NA
"2488","ncbi","1144","Oleaceae"
"2489","ncbi","2114","Hydrangeaceae"
"2490","ncbi","3077","Adoxaceae"
"2491","ncbi","1740","Berberidaceae"
"2492","ncbi","2634","Rubiaceae"
"2493","ncbi","1004","Ericaceae"
"2494","ncbi","479","Theaceae"
"2495","ncbi","2934","Commelinaceae"
"2496","ncbi","595","Fabaceae"
"2497","ncbi","1428","Hypericaceae"
"2498","ncbi","1139","Araliaceae"
"2499","ncbi","2761","Rosaceae"
"2500","ncbi","1461","Aquifoliaceae"
"2501","ncbi","2127","Polemoniaceae"
"2502","ncbi","2995","Ulmaceae"
"2503","ncbi","473","Convolvulaceae"
"2504","ncbi","478","Theaceae"
"2505","ncbi","768","Asteraceae"
"2506","ncbi","1493","Iridaceae"
"2507","ncbi","702","Lamiaceae"
"2508","ncbi","422","Scrophulariaceae"
"2509","ncbi","2146","Phytolaccaceae"
"2510","ncbi","2270","Asteraceae"
"2511","ncbi","1108","Euphorbiaceae"
"2512","ncbi","190","Asparagaceae"
"2513","ncbi","3032","Caprifoliaceae"
"2514","ncbi","511","Brassicaceae"
"2515","ncbi","852","Orchidaceae"
"2516","ncbi","3094","Apocynaceae"
"2517","ncbi","1614","Asteraceae"
"2518","ncbi","1567","Apiaceae"
"2519","ncbi","1726","Primulaceae"
"2520","ncbi","834","Convolvulaceae"
"2521","ncbi","1391","Fabaceae"
"2522","ncbi","717","Lamiaceae"
"2523","ncbi","530","Apiaceae"
"2524","ncbi","1173",NA
"2525","ncbi","2844","Myrtaceae"
"2526","ncbi","1167",NA
"2527","ncbi","1548","Sapotaceae"
"2528","ncbi","1785","Melastomataceae"
"2529","ncbi","3144","Annonaceae"
"2530","ncbi","532",NA
"2531","ncbi","468",NA
"2532","ncbi","921","Ebenaceae"
"2533","ncbi","998",NA
"2534","ncbi","2985",NA
"2535","ncbi","2852",NA
"2536","ncbi","2699","Smilacaceae"
"2537","ncbi","1174",NA
"2538","ncbi","809",NA
"2539","ncbi","1172",NA
"2540","ncbi","2298","Rubiaceae"
"2541","ncbi","1083",NA
"2542","ncbi","2971",NA
"2543","ncbi","2972","Malvaceae"
"2544","ncbi","2017","Pandanaceae"
"2545","ncbi","1078","Myrtaceae"
"2546","ncbi","2332",NA
"2547","ncbi","346",NA
"2548","ncbi","1163","Rubiaceae"
"2549","ncbi","1165",NA
"2550","ncbi","2511","Rosaceae"
"2551","ncbi","2490",NA
"2552","ncbi","672",NA
"2553","ncbi","1633","Asteraceae"
"2554","ncbi","2","Caprifoliaceae"
"2555","ncbi","1196","Rubiaceae"
"2556","ncbi","627","Melanthiaceae"
"2557","ncbi","3139","Caprifoliaceae"
"2558","ncbi","3105","Violaceae"
"2559","ncbi","240","Araceae"
"2560","ncbi","3063","Plantaginaceae"
"2561","ncbi","2762","Rosaceae"
"2562","ncbi","1647",NA
"2563","ncbi","176",NA
"2564","ncbi","903","Caryophyllaceae"
"2565","ncbi","1706","Juncaceae"
"2566","ncbi","2743","Fabaceae"
"2567","ncbi","1505","Lamiaceae"
"2568","ncbi","120","Amaryllidaceae"
"2569","ncbi","1408","Hydrangeaceae"
"2570","ncbi","1018","Berberidaceae"
"2571","ncbi","1347","Asphodelaceae"
"2572","ncbi","2493",NA
"2573","ncbi","1190","Rubiaceae"
"2574","ncbi","648","Ranunculaceae"
"2575","ncbi","2207","Polygonaceae"
"2576","ncbi","976","Asteraceae"
"2577","ncbi","1240","Geraniaceae"
"2578","ncbi","3088","Fabaceae"
"2579","ncbi","1360","Asteraceae"
"2580","ncbi","2825","Gentianaceae"
"2581","ncbi","1475","Asteraceae"
"2582","ncbi","2398","Ericaceae"
"2583","ncbi","1224","Gentianaceae"
"2584","ncbi","2840",NA
"2585","ncbi","2734",NA
"2586","ncbi","1415","Araliaceae"
"2587","ncbi","2455","Rosaceae"
"2588","ncbi","362","Cornaceae"
"2589","ncbi","2191","Polygalaceae"
"2590","ncbi","2042","Caprifoliaceae"
"2591","ncbi","2393",NA
"2592","ncbi","1411","Hydrangeaceae"
"2593","ncbi","303","Asteraceae"
"2594","ncbi","1497","Iridaceae"
"2595","ncbi","708",NA
"2596","ncbi","582",NA
"2597","ncbi","3025","Caprifoliaceae"
"2598","ncbi","104",NA
"2599","ncbi","2524","Asteraceae"
"2600","ncbi","2526",NA
"2601","ncbi","3101","Violaceae"
"2602","ncbi","2336","Fagaceae"
"2603","ncbi","175","Apiaceae"
"2604","ncbi","211","Brassicaceae"
"2605","ncbi","39","Ranunculaceae"
"2606","ncbi","1476","Asteraceae"
"2607","ncbi","279","Asparagaceae"
"2608","ncbi","1642","Liliaceae"
"2609","ncbi","1842","Caryophyllaceae"
"2610","ncbi","919",NA
"2611","ncbi","2568","Hydrangeaceae"
"2612","ncbi","1279","Asteraceae"
"2613","ncbi","1955",NA
"2614","ncbi","934","Rhamnaceae"
"2615","ncbi","339",NA
"2616","ncbi","2624",NA
"2617","ncbi","1575",NA
"2618","ncbi","1451","Asteraceae"
"2619","ncbi","67","Fabaceae"
"2620","ncbi","246","Schoepfiaceae"
"2621","ncbi","2334",NA
"2622","ncbi","1999",NA
"2623","ncbi","1528","Verbenaceae"
"2624","ncbi","2371","Brassicaceae"
"2625","ncbi","2604","Asteraceae"
"2626","ncbi","1940","Onagraceae"
"2627","ncbi","2894","Asteraceae"
"2628","ncbi","1877","Asteraceae"
"2629","ncbi","1835",NA
"2630","ncbi","2986","Asteraceae"
"2631","ncbi","3059","Plantaginaceae"
"2632","ncbi","310",NA
"2633","ncbi","2720","Primulaceae"
"2634","ncbi","1767","Orobanchaceae"
"2635","ncbi","311",NA
"2636","ncbi","1808","Melastomataceae"
"2637","ncbi","1457","Aquifoliaceae"
"2638","ncbi","1000","Rubiaceae"
"2639","ncbi","1699","Onagraceae"
"2640","ncbi","1047",NA
"2641","ncbi","2473","Alismataceae"
"2642","ncbi","2411","Cyperaceae"
"2643","ncbi","2838",NA
"2644","ncbi","273","Cyperaceae"
"2645","ncbi","3145","Xyridaceae"
"2646","ncbi","2412","Cyperaceae"
"2647","ncbi","2682","Rubiaceae"
"2648","ncbi","973","Alismataceae"
"2649","ncbi","2413","Cyperaceae"
"2650","ncbi","709",NA
"2651","ncbi","559","Urticaceae"
"2652","ncbi","633","Asteraceae"
"2653","ncbi","916","Rubiaceae"
"2654","ncbi","2316",NA
"2655","ncbi","5",NA
"2656","ncbi","995",NA
"2657","ncbi","1305","Chloranthaceae"
"2658","ncbi","31","Asteraceae"
"2659","ncbi","2848","Myrtaceae"
"2660","ncbi","128","Alstroemeriaceae"
"2661","ncbi","2970","Loranthaceae"
"2662","ncbi","841","Apocynaceae"
"2663","ncbi","2416","Grossulariaceae"
"2664","ncbi","3084","Fabaceae"
"2665","ncbi","2565",NA
"2666","ncbi","244","Elaeocarpaceae"
"2667","ncbi","2843","Myrtaceae"
"2668","ncbi","1168",NA
"2669","ncbi","2847",NA
"2670","ncbi","3149",NA
"2671","ncbi","2429","Rosaceae"
"2672","ncbi","456","Calceolariaceae"
"2673","ncbi","1241","Geraniaceae"
"2674","ncbi","2241","Rosaceae"
"2675","ncbi","2863","Asteraceae"
"2676","ncbi","1352","Apiaceae"
"2677","ncbi","1915","Lamiaceae"
"2678","ncbi","472","Convolvulaceae"
"2679","ncbi","170","Ranunculaceae"
"2680","ncbi","1593","Asteraceae"
"2681","ncbi","2581",NA
"2682","ncbi","954","Brassicaceae"
"2683","ncbi","166","Ranunculaceae"
"2684","ncbi","2059","Orobanchaceae"
"2685","ncbi","997","Lamiaceae"
"2686","ncbi","2663","Caryophyllaceae"
"2687","ncbi","1857","Caprifoliaceae"
"2688","ncbi","714","Lamiaceae"
"2689","ncbi","2772","Lamiaceae"
"2690","ncbi","3099","Violaceae"
"2691","ncbi","1469","Bignoniaceae"
"2692","ncbi","2498","Lamiaceae"
"2693","ncbi","2803","Thymelaeaceae"
"2694","ncbi","163","Primulaceae"
"2695","ncbi","2976","Ranunculaceae"
"2696","ncbi","2365",NA
"2697","ncbi","3085","Fabaceae"
"2698","ncbi","1498","Iridaceae"
"2699","ncbi","43","Ranunculaceae"
"2700","ncbi","2060",NA
"2701","ncbi","1295","Hypericaceae"
"2702","ncbi","1170",NA
"2703","ncbi","3142","Thymelaeaceae"
"2704","ncbi","1348","Asteraceae"
"2705","ncbi","2435","Rosaceae"
"2706","ncbi","2160",NA
"2707","ncbi","957","Lamiaceae"
"2708","ncbi","2898","Brassicaceae"
"2709","ncbi","2763","Rosaceae"
"2710","ncbi","1212","Gentianaceae"
"2711","ncbi","872","Ranunculaceae"
"2712","ncbi","1635","Asteraceae"
"2713","ncbi","113","Amaryllidaceae"
"2714","ncbi","1175",NA
"2715","ncbi","1844",NA
"2716","ncbi","1166",NA
"2717","ncbi","59",NA
"2718","ncbi","2690","Iridaceae"
"2719","ncbi","2401","Amaryllidaceae"
"2720","ncbi","2770",NA
"2721","ncbi","1737","Asteraceae"
"2722","ncbi","1667","Loasaceae"
"2723","ncbi","350","Ranunculaceae"
"2724","ncbi","2601",NA
"2725","ncbi","365","Berberidaceae"
"2726","ncbi","2981","Tropaeolaceae"
"2727","ncbi","2603",NA
"2728","ncbi","2082","Asteraceae"
"2729","ncbi","66",NA
"2730","ncbi","446","Montiaceae"
"2731","ncbi","2693",NA
"2732","ncbi","1114","Euphorbiaceae"
"2733","ncbi","61",NA
"2734","ncbi","2337",NA
"2735","ncbi","1620","Amaryllidaceae"
"2736","ncbi","3027",NA
"2737","ncbi","62","Fabaceae"
"2738","ncbi","1901","Asteraceae"
"2739","ncbi","510","Brassicaceae"
"2740","ncbi","1437",NA
"2741","ncbi","320","Fabaceae"
"2742","ncbi","2605",NA
"2743","ncbi","1669",NA
"2744","ncbi","156","Fabaceae"
"2745","ncbi","2718",NA
"2746","ncbi","605","Asteraceae"
"2747","ncbi","2587",NA
"2748","ncbi","453",NA
"2749","ncbi","2566","Solanaceae"
"2750","ncbi","3044",NA
"2751","ncbi","2513","Apiaceae"
"2752","ncbi","457",NA
"2753","ncbi","1293",NA
"2754","ncbi","1867","Apiaceae"
"2755","ncbi","1744",NA
"2756","ncbi","58",NA
"2757","ncbi","1874",NA
"2758","ncbi","2980","Tropaeolaceae"
"2759","ncbi","366","Berberidaceae"
"2760","ncbi","608","Asteraceae"
"2761","ncbi","129","Alstroemeriaceae"
"2762","ncbi","3124","Francoaceae"
"2763","ncbi","458",NA
"2764","ncbi","65",NA
"2765","ncbi","646","Asteraceae"
"2766","ncbi","1875",NA
"2767","ncbi","1985","Oxalidaceae"
"2768","ncbi","1617",NA
"2769","ncbi","2978",NA
"2770","ncbi","1899","Asteraceae"
"2771","ncbi","452",NA
"2772","ncbi","1876",NA
"2773","ncbi","1292",NA
"2774","ncbi","329",NA
"2775","ncbi","2876","Rosaceae"
"2776","ncbi","2494",NA
"2777","ncbi","314",NA
"2778","ncbi","1997",NA
"2779","ncbi","2969","Amaryllidaceae"
"2780","ncbi","1991",NA
"2781","ncbi","1619","Amaryllidaceae"
"2782","ncbi","844",NA
"2783","ncbi","1937","Onagraceae"
"2784","ncbi","1704","Fabaceae"
"2785","ncbi","1390",NA
"2786","ncbi","2944","Cactaceae"
"2787","ncbi","455","Calceolariaceae"
"2788","ncbi","686",NA
"2789","ncbi","734","Polemoniaceae"
"2790","ncbi","1925",NA
"2791","ncbi","405","Apiaceae"
"2792","ncbi","12",NA
"2793","ncbi","2721",NA
"2794","ncbi","2611",NA
"2795","ncbi","1599",NA
"2796","ncbi","1576","Fabaceae"
"2797","ncbi","2354","Ranunculaceae"
"2798","ncbi","448",NA
"2799","ncbi","2622",NA
"2800","ncbi","335","Apiaceae"
"2801","ncbi","157","Fabaceae"
"2802","ncbi","1900","Asteraceae"
"2803","ncbi","13","Rosaceae"
"2804","ncbi","1986","Oxalidaceae"
"2805","ncbi","1563","Apiaceae"
"2806","ncbi","3109",NA
"2807","ncbi","609","Asteraceae"
"2808","ncbi","333",NA
"2809","ncbi","1666",NA
"2810","ncbi","451",NA
"2811","ncbi","2968","Amaryllidaceae"
"2812","ncbi","589",NA
"2813","ncbi","1878","Asteraceae"
"2814","ncbi","3141",NA
"2815","ncbi","1031",NA
"2816","ncbi","2806",NA
"2817","ncbi","1904",NA
"2818","ncbi","604","Asteraceae"
"2819","ncbi","454",NA
"2820","ncbi","2003","Fabaceae"
"2821","ncbi","1119","Orobanchaceae"
"2822","ncbi","2260",NA
"2823","ncbi","34","Apiaceae"
"2824","ncbi","1009","Onagraceae"
"2825","ncbi","1970","Proteaceae"
"2826","ncbi","3128","Campanulaceae"
"2827","ncbi","410",NA
"2828","ncbi","2610","Asteraceae"
"2829","ncbi","784",NA
"2830","ncbi","1345",NA
"2831","ncbi","2280","Lamiaceae"
"2832","ncbi","2419","Ericaceae"
"2833","ncbi","36","Apiaceae"
"2834","ncbi","2112",NA
"2835","ncbi","344",NA
"2836","ncbi","1006","Ericaceae"
"2837","ncbi","2077","Ericaceae"
"2838","ncbi","567",NA
"2839","ncbi","407",NA
"2840","ncbi","2156","Thymelaeaceae"
"2841","ncbi","1814","Asteraceae"
"2842","ncbi","1327","Asteraceae"
"2843","ncbi","1622","Ericaceae"
"2844","ncbi","2606","Asteraceae"
"2845","ncbi","1227","Gentianaceae"
"2846","ncbi","2615",NA
"2847","ncbi","1546","Myrtaceae"
"2848","ncbi","280","Rubiaceae"
"2849","ncbi","1911","Montiaceae"
"2850","ncbi","1943","Asteraceae"
"2851","ncbi","2816","Stylidiaceae"
"2852","ncbi","409",NA
"2853","ncbi","2780",NA
"2854","ncbi","1331",NA
"2855","ncbi","1601","Asteraceae"
"2856","ncbi","406",NA
"2857","ncbi","1005","Ericaceae"
"2858","ncbi","2642",NA
"2859","ncbi","827",NA
"2860","ncbi","1335","Heliconiaceae"
"2861","ncbi","2471",NA
"2862","ncbi","1695","Onagraceae"
"2863","ncbi","2322","Melastomataceae"
"2864","ncbi","1442","Lamiaceae"
"2865","ncbi","810","Euphorbiaceae"
"2866","ncbi","370",NA
"2867","ncbi","74","Fabaceae"
"2868","ncbi","2528","Ochnaceae"
"2869","ncbi","2882","Marantaceae"
"2870","ncbi","1443",NA
"2871","ncbi","3147",NA
"2872","ncbi","1783",NA
"2873","ncbi","2409","Melastomataceae"
"2874","ncbi","2988",NA
"2875","ncbi","2839",NA
"2876","ncbi","1855",NA
"2877","ncbi","1822","Fabaceae"
"2878","ncbi","710","Melastomataceae"
"2879","ncbi","917",NA
"2880","ncbi","1812",NA
"2881","ncbi","3146","Xyridaceae"
"2882","ncbi","2679",NA
"2883","ncbi","496",NA
"2884","ncbi","2747",NA
"2885","ncbi","653","Lauraceae"
"2886","ncbi","237",NA
"2887","ncbi","278",NA
"2888","ncbi","1540","Plantaginaceae"
"2889","ncbi","3157","Brassicaceae"
"2890","ncbi","1906",NA
"2891","ncbi","2032",NA
"2892","ncbi","1113",NA
"2893","ncbi","1579","Lamiaceae"
"2894","ncbi","748",NA
"2895","ncbi","1105","Euphorbiaceae"
"2896","ncbi","978","Boraginaceae"
"2897","ncbi","235",NA
"2898","ncbi","980","Boraginaceae"
"2899","ncbi","1922",NA
"2900","ncbi","1690",NA
"2901","ncbi","746","Convolvulaceae"
"2902","ncbi","1686","Fabaceae"
"2903","ncbi","384","Fabaceae"
"2904","ncbi","2655","Lamiaceae"
"2905","ncbi","2559","Apiaceae"
"2906","ncbi","2654",NA
"2907","ncbi","1689",NA
"2908","ncbi","2111","Asteraceae"
"2909","ncbi","2496","Lamiaceae"
"2910","ncbi","1910","Rutaceae"
"2911","ncbi","471","Ranunculaceae"
"2912","ncbi","2256","Rosaceae"
"2913","ncbi","2869",NA
"2914","ncbi","1250","Rosaceae"
"2915","ncbi","2005","Fabaceae"
"2916","ncbi","2100","Asteraceae"
"2917","ncbi","1687","Fabaceae"
"2918","ncbi","2110","Asteraceae"
"2919","ncbi","2578","Scrophulariaceae"
"2920","ncbi","1063","Brassicaceae"
"2921","ncbi","2320","Caprifoliaceae"
"2922","ncbi","2159",NA
"2923","ncbi","983","Boraginaceae"
"2924","ncbi","2924","Asteraceae"
"2925","ncbi","238",NA
"2926","ncbi","1791","Lamiaceae"
"2927","ncbi","1917",NA
"2928","ncbi","2749","Fabaceae"
"2929","ncbi","51","Fabaceae"
"2930","ncbi","1529","Verbenaceae"
"2931","ncbi","949","Brassicaceae"
"2932","ncbi","1968","Rubiaceae"
"2933","ncbi","2979","Tropaeolaceae"
"2934","ncbi","606","Asteraceae"
"2935","ncbi","607","Asteraceae"
"2936","ncbi","1928",NA
"2937","ncbi","1902","Asteraceae"
"2938","ncbi","444","Loasaceae"
"2939","ncbi","953",NA
"2940","ncbi","3030","Caprifoliaceae"
"2941","ncbi","60",NA
"2942","ncbi","449",NA
"2943","ncbi","334","Apiaceae"
"2944","ncbi","3095",NA
"2945","ncbi","63","Fabaceae"
"2946","ncbi","1903","Asteraceae"
"2947","ncbi","450",NA
"2948","ncbi","1618",NA
"2949","ncbi","3104",NA
"2950","ncbi","1998",NA
"2951","ncbi","2258","Apiaceae"
"2952","ncbi","2997",NA
"2953","ncbi","2949","Fabaceae"
"2954","ncbi","174","Apiaceae"
"2955","ncbi","2941",NA
"2956","ncbi","1010","Onagraceae"
"2957","ncbi","669",NA
"2958","ncbi","2361",NA
"2959","ncbi","3010",NA
"2960","ncbi","1364","Asteraceae"
"2961","ncbi","229","Caryophyllaceae"
"2962","ncbi","3079","Fabaceae"
"2963","ncbi","1036","Asteraceae"
"2964","ncbi","2864","Asteraceae"
"2965","ncbi","2725","Asteraceae"
"2966","ncbi","1044","Asteraceae"
"2967","ncbi","1309","Asteraceae"
"2968","ncbi","1799","Boraginaceae"
"2969","ncbi","1798","Boraginaceae"
"2970","ncbi","2242","Rosaceae"
"2971","ncbi","2619","Asteraceae"
"2972","ncbi","687","Montiaceae"
"2973","ncbi","90",NA
"2974","ncbi","1219","Gentianaceae"
"2975","ncbi","1188","Rubiaceae"
"2976","ncbi","3110","Violaceae"
"2977","ncbi","1337","Asteraceae"
"2978","ncbi","162","Primulaceae"
"2979","ncbi","2436","Rosaceae"
"2980","ncbi","2106","Hydrophyllaceae"
"2981","ncbi","2593","Crassulaceae"
"2982","ncbi","945","Brassicaceae"
"2983","ncbi","2607","Asteraceae"
"2984","ncbi","873","Ranunculaceae"
"2985","ncbi","2245","Rosaceae"
"2986","ncbi","1049","Polygonaceae"
"2987","ncbi","2300","Apiaceae"
"2988","ncbi","1418","Hydrophyllaceae"
"2989","ncbi","27","Asteraceae"
"2990","ncbi","1741","Berberidaceae"
"2991","ncbi","391","Brassicaceae"
"2992","ncbi","2625",NA
"2993","ncbi","485","Campanulaceae"
"2994","ncbi","1571",NA
"2995","ncbi","1048",NA
"2996","ncbi","552","Orobanchaceae"
"2997","ncbi","1066","Liliaceae"
"2998","ncbi","1652","Linaceae"
"2999","ncbi","1676","Apiaceae"
"3000","ncbi","1491","Polemoniaceae"
"3001","ncbi","139",NA
"3002","ncbi","1147","Rosaceae"
"3003","ncbi","1419",NA
"3004","ncbi","907","Papaveraceae"
"3005","ncbi","2508",NA
"3006","ncbi","507",NA
"3007","ncbi","2799","Caryophyllaceae"
"3008","ncbi","1350","Ranunculaceae"
"3009","ncbi","1068","Liliaceae"
"3010","ncbi","3015","Colchicaceae"
"3011","ncbi","3106",NA
"3012","ncbi","78","Sapindaceae"
"3013","ncbi","2909",NA
"3014","ncbi","2890","Ranunculaceae"
"3015","ncbi","2960",NA
"3016","ncbi","938","Primulaceae"
"3017","ncbi","477","Asparagaceae"
"3018","ncbi","2353","Ranunculaceae"
"3019","ncbi","1067","Liliaceae"
"3020","ncbi","1677","Apiaceae"
"3021","ncbi","732","Plantaginaceae"
"3022","ncbi","3033","Caprifoliaceae"
"3023","ncbi","591",NA
"3024","ncbi","1156","Liliaceae"
"3025","ncbi","1965","Orchidaceae"
"3026","ncbi","2276","Primulaceae"
"3027","ncbi","668","Asteraceae"
"3028","ncbi","865",NA
"3029","ncbi","2546",NA
"3030","ncbi","413","Brassicaceae"
"3031","ncbi","1021",NA
"3032","ncbi","2594","Crassulaceae"
"3033","ncbi","1326",NA
"3034","ncbi","1313","Cistaceae"
