network number,site ID,habitat type,plant,family (plant),growth form,taxonomic resolution plant,pollinator,taxonomic resolution (pollinator),"individuals caught (1=yes, 0=no)",family (pollinator),order (pollinator),group (pollinator) ,interaction strength,Identifier,Literature used,Comment
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Syrphidae Coffea1,observation,0,Syrphidae,Diptera,Syrphid,1,,,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Syrphidae Coffea2,observation,0,Syrphidae,Diptera,Syrphid,1,,,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Syrphidae Coffea3,observation,0,Syrphidae,Diptera,Syrphid,1,,,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Xylocopa Coffea,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,132,A. Claßen,14,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,"Hypotrigona gribodoi (Magretti, 1884)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,2,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,31,C. Eardley,2,
hom440841,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440841,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,36,A. Claßen,14,
hom440841,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,2,
hom440893,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,Ochreriades sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440893,hom4,Chagga homegarden,Capsicum fruticosum,Solanaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440893,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Hymenoptera Coffea,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
hom440893,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440893,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
hom440893,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,59,A. Claßen,14,
hom440893,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,2,
hom440893,hom4,Chagga homegarden,Solanum nigrum,Solanaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440893,hom4,Chagga homegarden,Zea mays,Poaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440893,hom4,Chagga homegarden,Zea mays,Poaceae,herbaceous,Species,Lasioglossum sp.17,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440893,hom4,Chagga homegarden,Zea mays,Poaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,22,A. Claßen,14,
hom441046,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,8,A. Claßen,14,
hom441046,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Graptomyza triangulifera (Bigot, 1883)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Paragus borbonicus (Macquart, 1842)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Phytomia bulligera (Austen, 1909)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Rhingia trivittata (Curran, 1929)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Celosia schweinfurthiana,Amaranthaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,5,
hom441046,hom4,Chagga homegarden,Celosia schweinfurthiana,Amaranthaceae,herbaceous,Species,"Episyrphus trisectus (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Celosia schweinfurthiana,Amaranthaceae,herbaceous,Species,"Graptomyza triangulifera (Bigot, 1883)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,Amegilla Commelina,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
hom441046,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,A. Claßen,14,
hom441046,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,"Eumerus aurifrons (Wiedemann, 1824)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,"Rhingia caerulescens (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Galinsoga parviflora,Asteraceae,herbaceous,Species,"Episyrphus trisectus (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Impatiens walleriana,Balsaminaceae,herbaceous,Species,"Rhingia mecyana (Speiser, 1910)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441046,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,18,A. Claßen,14,
hom441046,hom4,Chagga homegarden,Oxalis latifolia,Oxalidaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,5,
hom441198,hom4,Chagga homegarden,Ageratum conyzoides,Asteraceae,herbaceous,Species,Eupetersia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom441198,hom4,Chagga homegarden,Ageratum conyzoides,Asteraceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
hom441198,hom4,Chagga homegarden,Ageratum conyzoides,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,5,A. Claßen,14,
hom441198,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,Ochreriades sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom441198,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,4,
hom441198,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Paragus longiventris (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441198,hom4,Chagga homegarden,Celosia schweinfurthiana,Amaranthaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,5,
hom441198,hom4,Chagga homegarden,Celosia schweinfurthiana,Amaranthaceae,herbaceous,Species,"Paragus longiventris (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom441198,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
hom441198,hom4,Chagga homegarden,Cucurbita pepo,Cucurbitaceae,herbaceous,Species,Lasioglossum sp.14,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom441198,hom4,Chagga homegarden,Cucurbita pepo,Cucurbitaceae,herbaceous,Species,Lasioglossum Cucurbita ,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,6,,,
hom441198,hom4,Chagga homegarden,Cucurbita pepo,Cucurbitaceae,herbaceous,Species,"Amegilla mimadvena (Cockerell, 1916)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,10,
hom441198,hom4,Chagga homegarden,Cucurbita pepo,Cucurbitaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,18,A. Claßen,14,
hom441198,hom4,Chagga homegarden,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Pompilidae sp.30,morphospecies (family),1,Pompilidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
hom441198,hom4,Chagga homegarden,Morpho sp.1*,NA,shrub/small tree,morphospecies,Syrphidae Morpho1,observation,0,Syrphidae,Diptera,Syrphid,1,,,
hom441198,hom4,Chagga homegarden,Morpho sp.1*,NA,shrub/small tree,morphospecies,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,49,A. Claßen,14,
hom441198,hom4,Chagga homegarden,Morpho sp.1*,NA,shrub/small tree,morphospecies,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,11,C. Eardley,2,
hom441198,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,47,A. Claßen,14,
hom441198,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Hypotrigona gribodoi (Magretti, 1884)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,2,
hom441198,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,2,
mais140571,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
mais140571,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Syrphidae Emilia5,observation,0,Syrphidae,Diptera,Syrphid,1,,,
mais140571,mais1,maize field,Lamiacea sp.5*,Lamiaceae,herbaceous,morphospecies,"Xylocopa somalica (Magretti, 1895)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,9,
mais140571,mais1,maize field,Morpho sp.5*,NA,herbaceous,morphospecies,Vespidae sp.6,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140571,mais1,maize field,Morpho sp.5*,NA,herbaceous,morphospecies,Hymenoptera Morpho,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
mais140571,mais1,maize field,Morpho sp.5*,NA,herbaceous,morphospecies,Megachile Morpho,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
mais140571,mais1,maize field,Morpho sp.5*,NA,herbaceous,morphospecies,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,5,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.4,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,10,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,164,A. Claßen,14,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Macrogalea candida (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,4,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Simoides crassipes (Fabricius, 1805)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140571,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Thyreus delumbatus (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
mais140723,mais1,maize field,Bidens pilosa,Asteraceae,herbaceous,Species,Lipotriches sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140723,mais1,maize field,Bidens pilosa,Asteraceae,herbaceous,Species,"Tetraloniella cf. vansoni (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,3,
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,Lipotriches sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,Lipotriches sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Megachile bucephala (Fabricius, 1793)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,"6,7,8",
mais140723,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Megachile rufipennis (Fabricius, 1793)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Crabronidae sp.23,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.18,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.18,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Eristalinus cf. vicarians (Bezzi, 1915)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Macrogalea candida (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,4,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Megachile bucephala (Fabricius, 1793)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Phytomia bulligera (Austen, 1909)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Phytomia erratica (Bezzi, 1912)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Simoides crassipes (Fabricius, 1805)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140723,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Tetraloniella cf. vansoni (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,3,
mais140723,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Chrysididae sp.6,morphospecies (family),1,Chrysididae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140723,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Eucerini Euphorbia,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
mais140723,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Eristalinus (Lathyrophthalmus) tabanoides (Jeannicke, 1867)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140723,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140723,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,"Mesembrius cf. senegalensis (Macquart, 1842)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140723,mais1,maize field,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Phytomia erratica (Bezzi, 1912)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
mais140723,mais1,maize field,Gynura sp.1*,Asteraceae,herbaceous,morphospecies,Afranthidium sp. 1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140723,mais1,maize field,Gynura sp.1*,Asteraceae,herbaceous,morphospecies,"Ceratina moerenhouti (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140723,mais1,maize field,Gynura sp.1*,Asteraceae,herbaceous,morphospecies,"Tetraloniella cf. vansoni (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,3,
mais140723,mais1,maize field,Helianthus annuus,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,44,A. Claßen,14,
mais140723,mais1,maize field,Helianthus annuus,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,8,A. Claßen,14,
mais140723,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
mais140723,mais1,maize field,Hyptis suaveolens,Lamiaceae,herbaceous,Species,"Megachile rufipennis (Fabricius, 1793)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140723,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,Coelioxys sp.2,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140723,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,Pachymelus sp.2,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140723,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,"Amegilla calens  (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
mais140723,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,"Amegilla langi (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
mais140723,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,"Megachile konowiana (Friese, 1903)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,"6,7,8",
mais140723,mais1,maize field,Leucas martinicensis,Lamiaceae,herbaceous,Species,"Tetraloniella cf. vansoni (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,M. Gikungu,3,
mais140723,mais1,maize field,Mimosa invisa,Fabaceae,shrubby,Species,Lipotriches sp.4,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140723,mais1,maize field,Mimosa invisa,Fabaceae,shrubby,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais140723,mais1,maize field,Mimosa invisa,Fabaceae,shrubby,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,A. Claßen,14,
mais140723,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,Syrphidae Richardia,observation,0,Syrphidae,Diptera,Syrphid,1,,,
mais140723,mais1,maize field,Richardia scabra,Rubiaceae,herbaceous,Species,"Thyreus delumbatus (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
mais140723,mais1,maize field,Sphaeranthus bullatus,Asteraceae,herbaceous,Species,Coelioxys Spheranthus,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
mais140723,mais1,maize field,Sphaeranthus bullatus,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais140723,mais1,maize field,Sphaeranthus bullatus,Asteraceae,herbaceous,Species,"Tetraloniella cf. vansoni (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,33,M. Gikungu,3,
mais140723,mais1,maize field,Tridax procumbens,Asteraceae,herbaceous,Species,"Ceratina nasalis (Friese, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
mais140723,mais1,maize field,Waltheria indica,Malvaceae,herbaceous,Species,Vespidae sp.27,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
mais140723,mais1,maize field,Waltheria indica,Malvaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,A. Claßen,14,
mais140723,mais1,maize field,Waltheria indica,Malvaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,10,A. Claßen,14,
mais140730,mais1,maize field,Asteraceae sp.1*,Asteraceae,herbaceous,morphospecies,Vespidae sp.2,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140730,mais1,maize field,Cleome sp.1*,Cleomaceae,herbaceous,morphospecies,"Tetraloniella cf. vansoni (Cockerell, 1935)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,3,
mais140730,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140730,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.3d,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley/A. Claßen,1,
mais140730,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140730,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140730,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,Hymenoptera Emilia1,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
mais140730,mais1,maize field,Emilia discifolia,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
mais140730,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Scoliidae sp.1,morphospecies (family),1,Scoliidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
mais140730,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Lipotriches sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
mais140730,mais1,maize field,Euphorbia heterophylla,Euphorbiaceae,herbaceous,Species,Lipotriches sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
