"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"788","Cistus monspeliensis","7","bartomeus_2008_med1ca.csv","Malvales","Cistaceae","Cistus","Cistus monspeliensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"789","Cistus parviflorus","135","petanidou_1991.csv","Malvales","Cistaceae","Cistus","Cistus parviflorus","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","flower","NA","NA","NA","no","pale pink","bowl","bowl","actinomorphic","25","20","30","5","NA","NA","NA","shrub","perennial","NA","1.5","0.75","papaefthimiou et al., 2014; cullen et al.m 2011; guzman & vargas 2005","journal: frontiers in chemistry; book:european garden flora flowering plants; journal: molecular phylogenetics and evolution","10.3389/fchem.2014.00035","ISBN: 0521761514","10.1016/j.ympev.2005.04.026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"790","Cistus salvifolius","7","bartomeus_2008_med1ca.csv","Malvales","Cistaceae","Cistus","Cistus salviifolius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mauritius","republic of mauritius","radcliffe-Smith, 1989","kew bulletin vol 44 n 2","https://doi.org/10.2307/4110807",,,,
"791","Citrus tachibana","111","kakutani_1990.csv","Sapindales","Rutaceae","Citrus","Citrus tachibana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"792","Cladrastis sikokiana","111","kakutani_1990.csv","Fabales","Fabaceae","Cladrastis","Cladrastis sikokiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"793","Claoxylon linostachys","39","kaiser_bunbury_2010_1.csv","Malpighiales","Euphorbiaceae","Claoxylon","Claoxylon linostachys","NA","separated","dioecious","none","dioecious","NA","flower","NA","NA","NA",,"cream white","brush","brush","actinomorphic","1.5","male_flower","male_flower","2.5","NA","male_flower",,"shrub","perennial","NA","0.5","0.5","radcliffe-Smith, 1989","journal: kew bulletin vol 44 n 2","https://doi.org/10.2307/4110807",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"794","Clarkia tenella","1","arroyo_1982_1.csv","Myrtales","Onagraceae","Clarkia","Clarkia tenella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.54","27.27","35.81","35","NA","NA","8.39","NA","NA","2.67","NA","NA","41.28",,,,,,,,,,,,,,,,,,,,"915.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"795","claytonia lanceolata","19","Caradonna 2014_2015.csv","Caryophyllales","Montiaceae","Claytonia","Claytonia lanceolata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"796","Claytonia virginica","127","motten_1982.csv","Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","NA","bisexual","hermaphrodite","low","self_compatible","NA","flower","NA","NA","no",,"pink","disk","disk","actinomorphic","8","NA","NA","1","NA","NA","NA","herb","perennial","0.05","0.2","125","NA; parker, williams & thomson 2016; schemske 1977","online: http://www.missouriplants.com; journal: ecology and evolution; journal: bulletin of the torrey botanical club","NA","10.1002/ece3.2252","https://doi.org/10.2307/2484307",,,,,,,,,,,,,,,,,,"7","4","10","5","4","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"797","Cleistocactus_cf._baumannii","159","souza_2018_chaco.csv","Caryophyllales","Cactaceae","Cleistocactus","Cleistocactus baumannii","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","NA","NA","no",,"redish","tube","tube","actinomorphic","7.19","NA","NA","50.02","NA","NA","50.02","shrub","perennial","NA","1","0.5","bianchi et al., 2000; gorostiague & ortega-baes 2016","journal: flora; journal: plant biology","10.1016/S0367-2530(17)30992-1","10.1111/plb.12297",,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.9","4","7.8","4.5","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyme","NA","NA","NA",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","achene","NA","2.5","1.55","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: efloras.org","NA",,,,
"798","Clematis akebioides","29","fang_huang_2008.csv","Ranunculales","Ranunculaceae","Clematis","Clematis akebioides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA; NA","online: new zealand plant conservation network; online: climbers","NA","NA",,,
"799","Clematis apiifolia","37","Inoue_1990.csv","Ranunculales","Ranunculaceae","Clematis","Clematis apiifolia","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","bowl","bowl","actinomorphic","16","10","28","5","NA","NA","NA","vine","perennial","NA","NA","NA","NA","online: efloras.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"800","Clematis grata","115","kato_2000.csv","Ranunculales","Ranunculaceae","Clematis","Clematis grata","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","NA","NA","NA",,"white","brush","brush","actinomorphic","15.5","11","20","4","NA","NA","NA","shrub","perennial","1","4","2.5","NA; jiang et al., 2010","online: efloras.org; journal: australian journal of botany","NA","10.1071/BT09163",,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.5","NA","NA","5.5","4","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyme","axilar","80","30",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"6",,,"NA","NA","13",,,"yes","5.5","6","6","yes","5.5","3","12","7","NA","NA","NA","NA","NA","NA","NA","60","yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","achene","NA","6.5","4.25","38","26","50","39","26","50","1","NA","NA","NA","NA","NA","NA; NA; NA","online: https://gobotany.newenglandwild.org; online: https://www.paldat.org; https://www.cabi.org","NA","NA","NA",,
"801","Clematis pitcheri","148","robertson_1929.csv","Ranunculales","Ranunculaceae","Clematis","Clematis pitcheri","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white and pink","campanulate","campanulate","actinomorphic","23","NA","NA","26","18","34","NA","vine","perennial","NA","3.6","1.8","NA; NA","online: https://www.illinoiswildflowers.info; online: https://www.discoverlife.org","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"802","Clematis terniflora","115","kato_2000.csv","Ranunculales","Ranunculaceae","Clematis","Clematis terniflora","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","NA","NA","NA",,"white","disk","disk","actinomorphic","22","NA","NA","NA","NA","NA","NA","vine","perennial","3","6","4.5","NA; NA; NA","online: https://gobotany.newenglandwild.org; online: https://www.paldat.org; https://www.cabi.org","NA","NA","NA",,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"803","Clematis virginiana","148","robertson_1929.csv","Ranunculales","Ranunculaceae","Clematis","Clematis virginiana","NA","separated","polygamo-dioecious","NA","no","NA","flower","NA","NA","NA",,"white","disk","disk","actinomorphic","18","NA","NA","NA","NA","NA","NA","vine","perennial","NA","6.6","3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"804","Clematis vitalba","122","memmott_1999.csv","Ranunculales","Ranunculaceae","Clematis","Clematis vitalba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"805","Clematis_montevidensis","20","chacoff_2011.csv","Ranunculales","Ranunculaceae","Clematis","Clematis campestris","NA","separated","monoecious","NA","NA","NA","flower","NA","NA","NA",,"white","brush","brush","actinomorphic","30","male_flower","male_flower","15","male_flower","male_flower","NA","herb","perennial","3","4","3.5","NA; NA","online: new zealand plant conservation network; online: climbers","NA","NA",,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"806","Clementsia rhodantha","21","clements_1923.csv","Saxifragales","Crassulaceae","Rhodiola","Rhodiola rhodantha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.6","6","12",,,,,,,,,,"7.3","3","11",,,,,,,,,,,"69259",,,"6490","NA","585",,"118",,,"64","NA","18",,,"yes",,,,"yes",,"12","16","14",,,,,,,,"120",,,,,,,,,,,,,,,,,,"23.62","NA","NA","23.62",,"NA",,,,,"galapagos","ecuador","raju & rani 2016","phytologya balcanica",,,,,
"807","Cleome serrulata","21","clements_1923.csv","Brassicales","Cleomaceae","Cleomella","Cleomella serrulata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110","2","101","0.6","158","1.3","151","NA","NA","0","87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,"0","NA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","traveset 1994; macmullen 1987","botanical journal of the linnean society; american journal of botany","https://doi.org/10.1111/j.1095-8339.1994.tb01929.x","https://doi.org/10.2307/2444139",,,
"808","Cleome viscosa","164","traveset_2013.csv","Brassicales","Cleomaceae","Cleome","Cleome viscosa","NA","bisexual","androdioecious","high","self_compatible","NA","flower","NA","NA","no",,"yellow","campanulate","campanulate","actinomorphic","15","NA","NA","15","NA","NA","0.5","herb","annual","0.4","1.6","1","raju & rani 2016","journal: phytologya balcanica",,,,,,"NA",,"110","8","101","3","158","5","151","NA","NA","0","87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,"0","NA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","traveset 1994; macmullen 1987","botanical journal of the linnean society; american journal of botany","https://doi.org/10.1111/j.1095-8339.1994.tb01929.x","https://doi.org/10.2307/2444139",,,
"809","Cleome_guianensis","159","souza_2018_chaco.csv","Brassicales","Cleomaceae","Cleome","Cleome guianensis","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"yellow","bowl","bowl","zygomorphic","9","NA","NA","1","NA","NA","NA","herb","annual","0.1","0.4","0.25","NA; NA","online: http://swbiodiversity.org; online: https://www.plantes-botanique.org","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"810","Clerodendron trichotomum","111","kakutani_1990.csv","Lamiales","Lamiaceae","Clerodendrum","Clerodendrum trichotomum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"811","Clerodendrum molle","119","mcmullen_1993.csv","Lamiales","Lamiaceae","Clerodendrum","Clerodendrum villosum","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","NA","NA","no","no","white","tube","tube","zygomorphic","22","NA","NA","22","NA","NA","17.5","shrub","perennial","2.5","4","3.25","traveset 1994; macmullen 1987","botanical journal of the linnean society; journal: american journal of botany","https://doi.org/10.1111/j.1095-8339.1994.tb01929.x","https://doi.org/10.2307/2444139",,,,"fruit","3.6","NA","33.5","255","23","209","0","24","NA","NA","NA","NA",,,"42","NA","NA","42","40.5","43.8",,,,,,,,,,"cyme",,"110","235",,,,,,,,,,,,,,,,,,,"4",,,"yes","27.5","1","1","yes","27.5",,,,,,,,,,,,,,,,,,,,,,"28.4","NA","NA",,,,,"73.12","63.8","81.7","69.2","54.6","69.209999999999994","1.05",,,,,,"sakamoto, ito & kawakubo 2012; inoue 2003; silva et al., 2017","plos one; plant systematics and evolution; acta biologica catarinense","https://doi.org/10.1371/journal.pone.0033803","https://doi.org/10.1007/s00606-003-0059-1","https://doi.org/10.21726/abc.v4i2.429",,
"812","Clerodendrum molle glabr.","119","mcmullen_1993.csv","Lamiales","Lamiaceae","Clerodendrum","Clerodendrum villosum","NA","bisexual","hermaphrodite",,"self_compatible","NA","flower",,"NA",,,"white","tube","tube","zygomorphic",,,,"7.5","5","10",,"shrub","perennial","2.5","4","3.25","traveset 1994; macmullen 1987","botanical journal of the linnean society; journal: american journal of botany","https://doi.org/10.1111/j.1095-8339.1994.tb01929.x","https://doi.org/10.2307/2444139",,,,"seed","15",,,,,,,,,,,,,,"4.45","3.4","5.5","4","2.5","5.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"813","Clerodendrum molle var.","119","mcmullen_1993.csv","Lamiales","Lamiaceae","Clerodendrum","Clerodendrum villosum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"814","Clerodendrum trichotomum","114","kato_1996.csv","Lamiales","Lamiaceae","Clerodendrum","Clerodendrum trichotomum","NA","bisexual","protandrous","medium","partially_self_incompatible","NA","flower","NA","NA","NA",,"white","tube","tube","actinomorphic","29","26","32","22.5","20","25","22.5","tree","perennial","2","8","5","sakamoto, ito & kawakubo 2012; inoue 2003; silva et al., 2017","journal: plos one; journal: plant systematics and evolution; journal: acta biologica catarinense","https://doi.org/10.1371/journal.pone.0033803","https://doi.org/10.1007/s00606-003-0059-1","https://doi.org/10.21726/abc.v4i2.429",,,"fruit","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"815","Clethra barbinervis","37","Inoue_1990.csv","Ericales","Clethraceae","Clethra","Clethra barbinervis","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","flower","NA","NA","NA",,"white","bowl","bowl","actinomorphic","7","NA","NA","3.5","NA","NA","NA","tree","perennial","1","9","5","NA; reed, joung & roh 2002","book: flora of china; journal: hortscience","NA","https://doi.org/10.21273/hortsci.37.2.393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"816","Clethra barvinervis","186","yamazaki_2003.csv","Ericales","Clethraceae","Clethra","Clethra barbinervis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"817","Clibadium_armanii","161","souza_2018_verada.csv","Asterales","Asteraceae","Clibadium","Clibadium armanii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"818","Clidemia capitellata","147","ramirez_1992.csv","Myrtales","Melastomataceae","Clidemia","Clidemia capitellata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"819","Clinopodium chinense grandiflorum","113","kato_1993.csv","Lamiales","Lamiaceae","Clinopodium","Clinopodium chinense","grandiflorum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"820","Clinopodium megalanthum","30","fang_huang_2009.csv","Lamiales","Lamiaceae","Clinopodium","Clinopodium megalanthum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"821","Clinopodium micranthum","112","kato_1990.csv","Lamiales","Lamiaceae","Clinopodium","Clinopodium micranthum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"822","Clinopodium repens","29","fang_huang_2008.csv","Lamiales","Lamiaceae","Clinopodium","Clinopodium repens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"823","Clinopodium vulgare","12","Benadi_2014_1.csv","Lamiales","Lamiaceae","Clinopodium","Clinopodium vulgare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"824","Clintonia borealis","4","barret_1987.csv","Liliales","Liliaceae","Clintonia","Clintonia borealis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"825","Clusia grandiflora","146","ramirez_1989.csv","Malpighiales","Clusiaceae","Clusia","Clusia grandiflora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"826","Clusia pusilla","146","ramirez_1989.csv","Malpighiales","Clusiaceae","Clusia","Clusia pusilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"827","Cnidoscolus_urens","159","souza_2018_chaco.csv","Malpighiales","Euphorbiaceae","Cnidoscolus","Cnidoscolus urens","NA","separated","monoecious","none","monoecious","NA","male_flower","NA","NA","no",,"white","tube","tube","actinomorphic","13.5","12","15","9","NA","NA","9","herb","perennial","0.1","1.2","0.65","NA; bawa, webb & tuttle 2008","online: efloras.org; journal: botanical journal of the linnean society","NA","https://doi.org/10.1111/j.1095-8339.1982.tb00371.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"828","Cnidoscolus_urens","159","souza_2018_chaco.csv","Malpighiales","Euphorbiaceae","Cnidoscolus","Cnidoscolus urens","NA","separated","monoecious","none","monoecious","NA","female_flower","NA","NA","no",,"white","tube","tube","actinomorphic","10.5","10","11","6","NA","NA","6","herb","perennial","0.1","1.2","0.65","NA; bawa, webb & tuttle 2008","online: efloras.org; journal: botanical journal of the linnean society","NA","https://doi.org/10.1111/j.1095-8339.1982.tb00371.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"829","Coccoloba sp1 M_PL_041","35","ingversen_2006_syndicate_dominica.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"830","Coccoloba_guaranitica","159","souza_2018_chaco.csv","Caryophyllales","Polygonaceae","Coccoloba","Coccoloba guaranitica","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA",,"green","bowl","bowl","actinomorphic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: http://www.plantsystematics.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"831","Coccoloba_sp","160","souza_2018_pantanal.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"832","Cochlearia groenlandica","28","elberling_unpublished_data.csv","Brassicales","Brassicaceae","Cochlearia","Cochlearia groenlandica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
