species_geonet
Lepidaploa pseudomuricata
Prosopis rubriflora
Mimosa sensibilis
Stylosanthes hamata
Cnidoscolus urens
Cnidoscolus urens
Tripogandra glandulosa
Parkinsonia praecox
Gomphrena elegans
Microtea scabrida
Oxalis sp
Castela coccinea
Sida sp
Herissantia nemoralis
Pectis sp
Vernonia sp
Ziziphus oblongifolius
Portulaca fluvialis
Waltheria indica
Cleistocactus cf  baumannii
Aeschynomene mollicula
Pavonia sp
Gomphrena celosioides
Pavonia sidifolia
Stachytarpheta elatior
Cuphea thymoides
Talinum triangulare
Lippia alba
Commelina nudiflora
Croton sp 2
Senegalia sp
Arachis microsperma
Opuntia bergeriana
Cereus bicolor
Myrtaceae sp 1
Echinopsis rhodotricha
Harrisia balansae
Scoparia montevidensis
Isostigma hoffmannii
Isostigma hoffmannii
Croton sp 1
Ruellia tweediana
Mimosa hexandra
Malpighiaceae sp 1
Ayenia cf  tomentosa
Melochia pyramidata
Tradescanta sp
Arrabidaea sp
Coccoloba guaranitica
Cleome guianensis
Sida rhombifolia
Gymnocalycium sp
Neptunia cf  plena
Alternanthera sp
Piriqueta sp
Camptosema paraguariense
Staelia thymoides
Pereskia sacharosa
Coffea macrocarpa
Olea lancea
Badula platiphylla
Phyllanthus phillyreifolius
Sideroxylon puberulum
Euodia chapelieri
Grangeria borbonica
Helichrysum proteoides
Warneckea trinervis
Coffea mauritiana
Gaertnera rotundifolia
Mimusops erythroxylon
Faujasiopsis flexuosa
Agauria salicifolia
Polyscias mauritiana
Cordemoya integrifolia
Ocotea laevigata
Ochna mauritiana
Flagellaria indica
Monimiastrum globosum
Erythrospermum monticolum
Lobelia spicata
Asclepias sullivantii
Cucurbita melopepo
Scutellaria versicolor
Liatris pycnostachya
Radicula obtusa
Ranunculus recurvatus
Strophostyles helvola
Uvularia grandiflora
Echinocystis lobata
Gnaphalium polycephalum
Lobelia leptostachys
Rubus canadensis
Arabis virginica
Polygonum persicaria
Solanum carolinense
Heuchera hispida
Cephalanthus occidentalis
Desmodium canadense
Veronica virginica
Prunella vulgaris
Lepachys pinnata
Tilia americana
Desmodium marilandicum
Alisma plantago aquatica
Hibiscus lasiocarpos
Viburnum pubescens
Martynia louisiana
Helianthus strumosus
Galium trifidum
Coreopsis palmata
Stellaria longifolia
Lobelia cardinalis
Phlox divaricata
Pontederia cordata
Spiranthes gracilis
Desmodium paniculatum
Brauneria purpurea
Aster lateriflorus
Tecoma radicans
Aster paniculatus
Pycnanthemum pilosum
Prenanthes crepidinea
Helianthus scaberrimus
Frasera carolinensis
Oxalis corniculata
Plantago major
Cercis canadensis
Sagittaria latifolia
Lonicera sempervirens
Ruellia strepens
Blephilia ciliata
Eupatorium sessilifolium
Bidens aristosa
Asiminia triloba
Aster ericoides villosus
Erigeron ramosus
Aruncus sylvester
Polytaenia nuttallii
Stachys palustris
Baptisia leucantha
Lithospermum canescens
Polygonatum commutatum
Impatiens pallida
Gymnocladus dioica
Saponaria officinalis
Clematis virginiana
Amelanchier canadensis
Sium cicutaefolium
Solidago serotina
Agastache scrophulariaefolia
Cornus amomum
Verbesina helianthoides
Sicyos angulatus
Cucurbita pepo
Houstonia purpurea calycosa
Rosa setigera
Strophostyles pauciflora
Polygonum lapathifolium
Aster turbinellus
Staphylea trifolia
Aster novaeangliae
Vitis vulpina
Ruellia ciliosa
Apocynum cannabinum
Lobelia inflata
Collinsia verna
Hydrophyllum virginianum
Aster anomalus
Robinia pseudacacia
Ludvigia alternifolia
Penstemon laevigatus
Geranium maculatum
Seymeria macrophylla
Solidago speciosa
Crataegus coccinea
Asclepias syriaca
Thalictrum dasycarpum
Taenidia integerrima
Salix cordata
Podophyllum peltatum
Hibiscus militaris
Comandra umbellata
Rubus villosus
Panicum virgatum
Phlox pilosa
Myosurus minimus
Cacalia tuberosa
Cacalia tuberosa
Viola cucullata
Eupatorium perfoliatum
Eupatorium perfoliatum
Cirsium pumilum
Cirsium pumilum
Eupatorium coelestinum
Eupatorium coelestinum
Asclepias verticillata
Aquilegia canadensis
Helianthus mollis
Helianthus mollis
Thaspium aureum trifoliatum
Bidens laevis
Bidens laevis
Actea alba
Sebatia angularis
Symphoricarpos orbicularis
Lilium superbum
Anemonella thalictroides
Philadelphus grandiflorus
Helenium autumnale
Helenium autumnale
Bidens frondosa
Bidens frondosa
Senecio aureus
Senecio aureus
Eupatorium altissimum
Eupatorium altissimum
Hypericum punctatum
Coreopsis tripteris
Coreopsis tripteris
Cacalia atriplicifolia
Cacalia atriplicifolia
Verbena hastata
Gentiana andrewsii
Amorpha fruticosa
Nelumbo lutea
Silphium laciniatum
Silphium laciniatum
Datura tatula
Steironema lanceolatum
Osmorrhiza longistylis
Salix humilis
Salix humilis
Euphorbia preslii
Euphorbia preslii
Steironema ciliatum
Pycnanthemum virginianum
Rosa humilis
Orobanche uniflora
Zizia aurea
Helianthus divaricatus
Helianthus divaricatus
Desmodium canescens
Desmodium illinoense
Gerardia tenuifolia
Ipomoea pandurata
Geranium carolinianum
Arabis laevigata
Amaranthus spinosus
Cardamine bulbosa
Dicentra cucullaria
Silphium terebinthinaceum
Pycnanthemum flexuosum
Hypericum cistifolium
Abutilon theophrasti
Erigeron pulchellus
Lespedeza procumbens
Phryma leptostachya
Helianthus tuberosus
Physalis virginiana
Boltonia asteroides
Boltonia asteroides
Boltonia asteroides
Tephrosia virginiana
Cicuta maculata
Monarda fistulosa
Arisaema triphyllum
Erechthites hieracifolia
Actinomeris alternifolia
Actinomeris alternifolia
Actinomeris alternifolia
Ulmus fulva
Physalis lanceolata
Physostegia virginiana
Cornus florida
Isopyrum biternatum
Agastache nepetoides
Datura stramonium
Cryptotaenia canadensis
Lespedeza virginica
Helianthus grosse-serratus
Helianthus grosse-serratus
Helianthus grosse-serratus
Prunus serotina
Psedera quinquefolia
Malva rotundifolia
Linaria vulgaris
Mimulus alatus
Ranunculus septentrionalis
Veronica arvensis
Ilysanthes dubia
Physalis subglabrata
Fragaria virginiana illinoensis
Populus tremuloides
Populus tremuloides
Petalostemum candidum
Salix nigra
Salix nigra
Parthenium integrifolium
Parthenium integrifolium
Parthenium integrifolium
Gerardia grandiflora
Lobelia siphilitica
Tradescantia pilosa
Helianthus annuus
Helianthus annuus
Helianthus annuus
Ludvigia polycarpa
Campanula americana
Lonicera sullivantii
Amphicarpa pitcheri
Scutellaria lateriflora
Iris versicolor
Euphorbia corollata
Euphorbia corollata
Sambucus canadensis
Polygonum hydropiper
Steironema quadriflorum
Bidens connata
Antennaria plantaginifolia
Antennaria plantaginifolia
Aster salicifolius
Aster salicifolius
Delphinium tricorne
Castalia tuberosa
Castilleja coccinea
Eupatorium urticaefolium
Geum vernum
Polygonum hydropiperoides
Tradescantia brevicaulis
Aster multiflorus
Aster multiflorus
Aster multiflorus
Prenanthes aspera
Erigeron canadensis
Erigeron canadensis
Erigeron canadensis
Asclepias purpurascens
Ammannia coccinea
Triosteum perfoliatum
Oenothera fruticosa
Myosotis virginica
Cuscuta glomerata
Celastrus scandens
Leonurus cardiaca
Solidago ulmifolia
Solidago ulmifolia
Solidago ulmifolia
Zea mays
Astragalus canadensis
Scrophularia marilandica
Passiflora lutea
Hypericum ascyron
Apios tuberosa
Samolus floribundus
Achillea millefolium
Achillea millefolium
Achillea millefolium
Mimulus ringens
Aster sagittifolius
Aster sagittifolius
Aster sagittifolius
Aesculus hippocastanum
Claytonia virginica
Orchis spectabilis
Cirsium lanceolatum
Cirsium lanceolatum
Dodecatheon meadia
Lythrum alatum
Lycopus americanus
Phytolacca decandra
Pyrus coronaria
Cirsium discolor
Ranunculus fascicularis
Hydrangea arborescens
Viola striata
Melanthium virginicum
Cornus paniculata
Anthemis cotula
Anthemis cotula
Anthemis cotula
Marrubium vulgare
Amorpha canescens
Thaspium aureum atropurpurem
Verbena stricta
Ptelea trifoliata
Ceanothus americanus
Clematis pitcheri
Prunus americana
Nothoscordum bivalve
Polygonum pennsylvanicum
Polygonum amphibium
Mertensia virginica
Krigia amplexicaulis
Krigia amplexicaulis
Krigia amplexicaulis
Lippia lanceolata
Aesculus glabra
Eupatorium serotinum
Eupatorium serotinum
Eupatorium serotinum
Convolvulus sepium
Apocynum androsaemifolium
Erigenia bulbosa
Gaura biennis
Arabis dentata
Evonymus atropurpureus
Bidens bipinnata
Bidens bipinnata
Bidens bipinnata
Specularia perfoliata
Ambrosia trifida
Vitis cordifolia
Gonolobus laevis
Trifolium hybridum
Pastinaca sativa
Verbena urticaefolia
Dirca palustris
Ascerates floridana
Brauneria pallida
Brauneria pallida
Brauneria pallida
Camassia esculenta
Baptisia bracteata
Cassia marilandica
Trifolium reflexum
Dipsacus sylvestris
Sisyrinchium gramineum
Sanicula marilandica
Silphium integrifolium
Silphium integrifolium
Silphium integrifolium
Solidago graminifolia
Solidago graminifolia
Solidago graminifolia
Rhus toxicodendron
Salix amygdaloides
Salix amygdaloides
Mentha arvensis
Agrimonia striata
Silphium perfoliatum
Silphium perfoliatum
Silphium perfoliatum
Viola sagittata
Capsella bursa-pastoris
Lactuca floridana
Lactuca floridana
Lactuca floridana
Hedeoma pulegioides
Habenaria leucophaea
Silene stellata
Hepatica acutiloba
Rhamnus lanceolata
Circaea lutetiana
Populus deltoides
Populus deltoides
Oxalis stricta
Impatiens biflora
Cypripedium parviflorum pubescens
Nepeta cataria
Stenanthium angustifolium
Viola pubescens
Ribes gracile
Desmodium bracteosum
Polygonum scandens
Rhus canadensis
Rhus canadensis
Gerardia purpurea
Acer negundo
Acer negundo
Solidago rigida
Solidago rigida
Solidago rigida
Rudbeckia laciniata
Rudbeckia laciniata
Rudbeckia laciniata
Cuphea petiolata
Astragalus mexicanus
Verbena bracteosa
Ipomoea purpurea
Hibiscus trionum
Chaerophyllum procumbens
Ulmus americana
Ulmus americana
Lespedeza capitata
Petalostemum purpureum
Fraxinus americanus
Fraxinus americanus
Polemonium reptans
Helianthus laetiflorus
Helianthus laetiflorus
Helianthus laetiflorus
Dentaria laciniata
Erigeron annuus
Erigeron annuus
Erigeron annuus
Phlox glaberrima
Polygonum acre
Desmodium dillenii
Geum canadense
Arctium minus
Arctium minus
Arctium minus
Vernonia fasciculata
Vernonia fasciculata
Vernonia fasciculata
Lactuca canadensis
Lactuca canadensis
Lactuca canadensis
Liparis liliifolia
Lappula virginiana
Oenothera biennis
Solidago missouriensis
Solidago missouriensis
Solidago missouriensis
Cerastium nutans
Asclepias tuberosa
Rudbeckia triloba
Rudbeckia triloba
Rudbeckia triloba
Lepidium virginicum
Nepeta hederacea
Gleditsia triacanthos
Gleditsia triacanthos
Melilotus alba
Solanum nigrum
Cirsium altissimum
Cirsium altissimum
Cirsium altissimum
Trillium sessile
Ipomoea hederacea
Teucrium canadense
Desmodium sessilifolium
Rudbeckia hirta
Rudbeckia hirta
Rudbeckia hirta
Hypoxis hirsuta
Asclepias incarnata
Verbena angustifolia
Eulophus americanus
Diospyros virginiana
Diospyros virginiana
Viola pedata
Eupatorium purpureum
Eupatorium purpureum
Eupatorium purpureum
Rubus occidentalis
Solidago canadensis
Solidago canadensis
Solidago canadensis
Smilax hispida
Smilax hispida
Zanthoxylum americanum
Zanthoxylum americanum
Dianthera americana
Lantana camara
Crataegus crus-galli
Sanicula canadensis
Sanicula canadensis
Galium aperine
Erythronium albidum
Smilacina racemosa
Hybanthus concolor
Crotalaria sagittalis
Cassia chamaecrista
Sida spinosa
Rudbeckia subtomentosa
Rudbeckia subtomentosa
Rudbeckia subtomentosa
Sisymbrium canescens
Nymphaea advena
Rhus copallina
Blephilia hirsuta
Oxalis violacea
Oxalis violacea
Asparagus officinalis
Asparagus officinalis
Solanum rostratum
Desmodium grandiflorum
Iris hexagona
Ranunculus abortivus
Valerianella radiata
Smilacina stellata
Chrysanthemum leucanthemum
Chrysanthemum leucanthemum
Chrysanthemum leucanthemum
Viburnum prunifolium
Viola pedatifida
Veronica peregrina
Trifolium pratense
Psoralea onobrychis
Eryngium yuccifolium
Stylosanthes biflora
Hydrophyllum appendiculatum
Potentilla monspeliensis norvegica
Cacalia reniformis
Cacalia reniformis
Cacalia reniformis
Liatris scariosa
Liatris scariosa
Liatris scariosa
Gentiana puberula
Cynoglossum officinale
Penstemon hirsutus
Oxypolis rigidior
Cerastium vulgatum
Ellisia nyctelaea
Ascerates viridiflora
Lobelia cardinalis x siphilitica
Sanguinaria canadensis
Heliopsis helianthoides
Gillenia stipulacea
Rhus glabra
Gerardia auriculata
Sassafras variifolium
Polygala sanguinea
Sisyrinchium angustifolium
Cuscuta cephalanthi
Heracleum lanatum
Anethum graveolens
Scutellaria canescans
Smilax herbacea
Potentilla canadensis
Caulophyllum thalictroides
Poa pratensis
Gratiola virginiana
Tradescantia virginiana
Crataegus mollis
Stellaria media
Solidago nemoralis
Monarda bradburiana
Acer saccharinum
Silene nivea
Radicula palustris
Salix longifolia
Aristolochia tomentosa
Erigeron philadelphicus
Scutellaria parvula
Lotus uliginosus
Pimpinella major
Filipendula ulmaria
Veronica serpyllifolia
Lychnis flos-cuculi
Angelica sylvestris
Myosotis palustris
Silene dioica
Vicia sepium
Mentha aquatica
Valeriana officinalis
Potentilla erecta
Veronica beccabunga
Ranunculus acris
Lythrum salicaria
Cirsium vulgare
Geum rivale
Cirsium oleraceum
Centaurea jacea
Veronica chamaedrys
Stellaria graminea
Stellaria palustris
Anthriscus sylvestris
Trifolium campestre
Ranunculus flammula
Lathyrus montanus
Crepis paludosa
Lysimachia vulgaris
Vicia cracca
Cerastium fontanum
Geranium robertianum
Lathyrus pratensis
Galium palustre
Ajuga reptans
Chamomilla recutita
Pallenis spinosa
Erodium cicutarium
Cistus parviflorus
Gagea granatelli
Scandix australis
Echinops microcephalus
Thymus capitatus
Scilla autumnalis
Helichrysum stoechas
Heliotropium hirsutissimum
Reseda alba
Euphorbia acanthothamnos
Crupina crupinastrum
Hypochoeris achyrophorus
Scorzonera cana
Ranunculus spruneranus
Sherardia arvensis
Verbascum undulatum
Papaver rhoeas
Heliotropium dolosum
Geranium rotundifolium
Daucus guttatus
Calendula arvensis
Heliotropium europaeum
Ebenus sibthorpii
Arisarum vulgare
Chondrilla juncea
Tordylium apulum
Centaurea orphanidea
Salvia verbenaca
Crocus laevigatus
Anemone coronaria
Phagnalon graecum
Scaligeria cretica
Fumaria amarysia
Iris pumila
Veronica persica
Erica manipuliflora
Anchusa undulata
Senecio vulgaris
Hypericum triquetrifolium
Teucrium polium
Cyclamen graecum
Chondrilla ramosissima
Anemone pavonina
Scabiosa atropurpurea
Erodium malacoides
Delphinium peregrinum
Dittrichia graveolens
Crocus cancellatus
Cistus salvifolius
Chrysanthemum coronarium
Muscari comosum
Asphodelus aestivus
Hirschfeldia incana
Malcolmia chia
Thapsia garganica
Ornithogalum exscapum
Carduus pycnocephalus
Echium angustifolium
Tragopogon porrifolius
Convolvulus arvensis
Sisymbrium orientale
Cardaria draba
Phlomis fructicosa
Satureja thymbra
Thymelaea hirsuta
Biscutella didyma
Ruta graveolens
Malva sylvestris
Hymenocarpus circinnatus
Thymelaea tartonraira
Astragalus monspessulanus
Convolvulus cantabrica
Scorzonera lanata
Acanthus spinosus
Nigella arvensis
Ecballium elaterium
Plantago lagopus
Allium subhirsutum
Osyris alba
Medicago lupulina
Fritillaria graeca
Lathyrus cicera
Scolymus hispanicus
Bellardia trixago
Ononis ornithopioides
Urginea maritima
Eryngium campestre
Convolvulus althaeoides
Trifolium stellatum
Alkanna tinctoria
Ophrys lutea
Hypericum empetrifolium
Eruca vesicaria
Salvia triloba
Fumana thymifolia
Anchusa variegata
Stachys cretica
Muscari neglectum
Capparis ovata
Ballota acetabulosa
Reichardia picroides
Tremastelma palestinum
Ophrys sphegodes
Alcea pallida
Muscari commutatum
Fumana arabica
Pterocephalus papposus
Petrorhagia velutina
Linum strictum
Allium neapolitanum
Prasium majus
Campanula drabifolia
Globularia alypum
Bellis annua
Anthyllis hermanniae
Lamium amplexicaule
Silene colorata
Sternbergia lutea
Psoralea bituminosa
Ophrys tenthredinifera
Anagallis arvensis
Centaurea raphanina
Oxalis pes-caprae
Asparagus acutifolius
Sarcopoterium spinosum
Daphne gnidium
Lavandula stoechas
Calluna vulgaris
Rubus ulmifolius
Cistus libanotis
Erica ciliaris
Halimium halimifolium
Myrtus communis
Osyris quadripartita
Armeria velutina
Rosmarinus officinalis
Smilax aspera
Asparagus aphyllus
Thymus mastichina
Halimium commutatum
Chamaerops humilis
Helichrysum picardii
Ulex minor
Helianthemum croceum
Stauracanthus genistoides
Lonicera periclymenum
Phillyrea angustifolia
Ulex parviflorus
Cytisus grandiflorus
Laurus azorica
Anacyclus radiatus
Geranium canariense
Cedronella canariensis
Galactites tomentosa
Andryala pinnatifida
Echium plantagineum
Adenocarpus foliosus
Ranunculus cortusaefolius
Erica arborea
Senecio steetzii
Raphanus raphanistrum
Sonchus cf  ortunoi
Aichryson laxum
Cistus monspeliensis
Sonchus tenerrimus
Hypericum grandifolium
Leontodon taraxacoides
Picconia excelsa
Psoralia bituminosa
Carduus tenuiflorus
Appolonias barbujana
Argyranthemum broussonetti
Ilex canarienis
Viola riviniana
Rhamnus glandulosa
Silene gallica
Ageretina adenophora
Jasione crispa
Jurinea humilis
Adenocarpus hispanicus
Gentiana lutea
hiesp
Armeria caespitosa
Sedum brevifolium
Senecio pyrenaicus
Leucanthemopsis alpina
Thymus praecox
Silene ciliata
Euphrasia willkommii
Solidago virgaurea
Cytisus oromediterraneus
hiease
Biscutella intermedia
hiebla
Prunus demissa
Potentilla gracilis
Rydbergia grandilfora
Gentiana parryi
Thalictrum fendleri
Penstemon halli
Geranium caespitosum
Rubus deliciosus
Potentilla pulcherrima
Scutellaria resinosa
Pentstemon glaber
Petalostemon candidus
Holodiscus dumosus
Castilleia miniata
Chamaenerium angustifolium
Ibidium strictum
Rosa acicularis
Pentstemon gracilis
Carduus hookerianus
Penstemon secundiflorus
Opulaster opulifolius
Pentstemon glaucus
Erigeron macranthus
Delphinium scopulorum
Sedum stenopetalum
Caltha leptosepala
Asclepias halli
Frasera speciosa
Mertensia sibirica
Sieversia ciliata
Geranium richardsoni
Thermopsis montana
Campanula rotundifolia
Calochortus gunnisoni
Astragalus drummondi
Erysimum asperum
Rubus strigosus
Stanleya pinnatifida
Capnoides aureum
Prunus virginiana
Mertensia pratensis
Sieversia turbinata
Aconitum columbianum
Phacelia heterophylla
Potentilla arguta
Aquilegia coerulea
Jamesia americana
Petalostemon purpureus
Pedicularis parryi
Chrysopsis villosa
Aster foliaceus
Dasyphora fruticosa
Penstemon unilateralis
Trifolium dasyphyllum
Lappula floribunda
Asclepias speciosa
Pedicularis racemosa
Physaria didymocarpa
Allium recurvatum
Polygonum bistorta
Malvastrum coccineum
Mentzelia multiflora
Iris missouriensis
Lathyrus ornatus
Valeriana edulis
Drymocallis fissa
Gilia aggregata
Elephantella groenlandica
Oreochrysum parryi
Onagra biennis
Aragalus lamberti
